Date,AAPL,MSFT,NVDA,AVGO,AMD,INTC,QCOM,TXN,MU,ORCL,CRM,NOW,SNOW,PANW,ANET,ADBE,SHOP,SAP,ASML,TSM,LRCX,KLAC,AMAT,ADI,NXPI,INTU,CDNS,CRWD,ZS,MDB
2024-03-07,167.63253784179688,403.8749084472656,92.62173461914062,137.8509979248047,211.3800048828125,45.67357635498047,169.40496826171875,166.35829162597656,98.2767105102539,112.47595977783203,299.27191162109375,768.0800170898438,168.44000244140625,143.2449951171875,71.62000274658203,556.0399780273438,75.33000183105469,191.41554260253906,1031.015380859375,145.1614227294922,97.56198120117188,712.3907470703125,209.22579956054688,192.67430114746094,250.0181121826172,642.2102661132812,318.0400085449219,329.67999267578125,201.27000427246094,412.010009765625
2024-03-08,169.34854125976562,400.9924621582031,87.48336791992188,128.2211151123047,207.38999938964844,43.54576873779297,164.4400634765625,163.539306640625,96.92637634277344,110.39415740966797,302.1021423339844,757.6799926757812,162.39999389648438,140.10000610351562,68.27749633789062,551.6900024414062,76.16000366210938,188.8903350830078,978.784912109375,142.4080047607422,93.84223175048828,688.7022705078125,202.28802490234375,190.4388885498047,243.25228881835938,644.5739135742188,308.6000061035156,322.8500061035156,198.69000244140625,383.4200134277344
2024-03-11,171.35218811035156,399.3143005371094,85.73026275634766,126.69270324707031,198.38999938964844,44.39689254760742,164.9702911376953,165.33323669433594,93.83846282958984,112.07334899902344,302.81463623046875,756.739990234375,162.2899932861328,141.6649932861328,67.75499725341797,560.4199829101562,74.97000122070312,185.79745483398438,947.6196899414062,135.25698852539062,91.34571838378906,675.0800170898438,198.16470336914062,192.64515686035156,244.4683837890625,643.7234497070312,305.739990234375,317.3699951171875,200.74000549316406,366.989990234375
2024-03-12,171.82830810546875,409.93585205078125,91.86613464355469,126.57122802734375,202.75999450683594,44.772972106933594,166.85984802246094,165.91221618652344,96.727783203125,125.24169921875,303.4281921386719,789.5599975585938,161.9499969482422,142.36500549316406,70.46499633789062,579.1400146484375,76.36000061035156,189.7124786376953,968.9016723632812,140.49134826660156,93.47208404541016,687.9043579101562,201.67791748046875,193.60736083984375,248.49314880371094,655.3641967773438,311.2799987792969,329.2699890136719,201.24000549316406,368.6400146484375
2024-03-13,169.7453155517578,409.7582092285156,90.84165954589844,123.23910522460938,194.7899932861328,42.78371810913086,163.16746520996094,163.8999786376953,93.49095916748047,123.25808715820312,301.9022521972656,776.8800048828125,162.30999755859375,145.05999755859375,70.17749786376953,573.5499877929688,78.68000030517578,188.4205322265625,953.63427734375,138.29254150390625,91.10094451904297,678.360107421875,197.3675994873047,193.02420043945312,242.2388458251953,647.8773193359375,306.2099914550781,332.1700134277344,201.42999267578125,372.80999755859375
2024-03-14,171.60018920898438,419.7479553222656,87.8991470336914,123.6701889038086,187.05999755859375,42.30867385864258,162.396240234375,162.43829345703125,90.78035736083984,123.26791381835938,300.5546569824219,779.489990234375,158.9199981689453,143.7899932861328,71.00499725341797,570.4500122070312,78.41999816894531,186.40428161621094,944.7749633789062,135.84071350097656,90.99968719482422,681.925537109375,197.5545654296875,188.97125244140625,235.24134826660156,642.902587890625,306.239990234375,328.5899963378906,198.8300018310547,368.94000244140625
2024-03-15,171.22323608398438,411.0612487792969,87.79220581054688,121.04741668701172,191.05999755859375,42.199806213378906,161.19114685058594,163.7481231689453,92.58740997314453,123.2777328491211,291.6465759277344,743.9099731445312,156.97000122070312,141.0800018310547,69.43250274658203,492.4599914550781,77.1500015258789,184.30975341796875,925.5108642578125,133.2721710205078,89.46710205078125,673.6222534179688,195.48802185058594,189.7196807861328,229.2669219970703,618.65185546875,298.44000244140625,315.6499938964844,194.02999877929688,355.44000244140625
2024-03-18,172.31434631347656,411.94964599609375,88.40989685058594,121.21788787841797,190.64999389648438,42.26908874511719,160.9212188720703,160.60641479492188,93.11365509033203,125.49701690673828,297.7702941894531,755.7999877929688,156.30999755859375,142.6199951171875,72.33000183105469,513.8599853515625,77.5199966430664,182.80245971679688,926.6233520507812,133.48126220703125,90.96035766601562,680.3200073242188,197.534912109375,185.85140991210938,228.37896728515625,623.4683227539062,300.92999267578125,321.05999755859375,195.94000244140625,356.3699951171875
2024-03-19,174.65524291992188,415.98699951171875,89.3524169921875,121.29334259033203,181.4199981689453,41.61589813232422,158.20257568359375,158.28099060058594,93.33209228515625,126.86196899414062,298.70172119140625,756.9400024414062,157.6999969482422,140.2899932861328,71.7300033569336,521.1900024414062,77.52999877929688,184.70126342773438,937.0278930664062,131.75216674804688,91.52759552001953,670.824951171875,198.13519287109375,185.19049072265625,228.1473388671875,627.5826416015625,311.8500061035156,320.8599853515625,195.24000549316406,353.79998779296875
2024-03-20,177.22427368164062,419.7578430175781,90.32592010498047,125.54778289794922,179.72999572753906,41.76435089111328,161.64425659179688,161.3372802734375,95.56610107421875,126.91107177734375,303.2894287109375,767.5599975585938,163.0399932861328,141.02499389648438,74.1449966430664,519.1400146484375,81.33000183105469,186.3357696533203,955.74072265625,133.58871459960938,93.30004119873047,685.4910888671875,201.7959747314453,188.86439514160156,233.87026977539062,632.6266479492188,316.8599853515625,326.8699951171875,197.3000030517578,359.07000732421875
2024-03-21,169.98336791992188,423.84454345703125,91.38837432861328,132.6320037841797,178.67999267578125,41.982078552246094,164.70999145507812,163.81454467773438,109.06946563720703,126.68521118164062,305.5783996582031,773.1799926757812,158.38999938964844,143.81500244140625,76.1500015258789,511.25,79.58999633789062,190.67166137695312,975.3001098632812,136.22630310058594,96.5923080444336,702.4130249023438,207.44461059570312,189.67105102539062,238.56182861328125,644.1387329101562,322.79998779296875,329.4599914550781,198.07000732421875,360.1499938964844
2024-03-22,170.88600158691406,423.22265625,94.24092102050781,133.17018127441406,179.64999389648438,42.130531311035156,163.9869384765625,163.7101593017578,109.42691802978516,125.48719787597656,304.96405029296875,774.1500244140625,159.02999877929688,143.38999938964844,76.6050033569336,499.5199890136719,78.72000122070312,191.20021057128906,964.6395263671875,137.29107666015625,96.13320922851562,699.881591796875,206.9033660888672,188.07708740234375,236.83641052246094,636.6718139648438,322.739990234375,327.5799865722656,194.9499969482422,355.5
2024-03-25,169.4675750732422,417.4183349609375,94.95355224609375,132.98422241210938,178.6300048828125,41.39817428588867,161.4996337890625,162.16305541992188,116.29774475097656,123.80799865722656,303.2696533203125,774.6400146484375,158.13999938964844,142.53500366210938,76.375,507.2300109863281,78.41999816894531,191.13168334960938,963.6255493164062,136.98826599121094,95.50012969970703,689.21435546875,205.14187622070312,185.27798461914062,232.96878051757812,632.07275390625,316.2099914550781,324.760009765625,194.07000732421875,353.54998779296875
2024-03-26,168.3367919921875,416.2239074707031,92.51380920410156,131.00755310058594,177.8699951171875,41.5565185546875,161.0658416748047,159.37252807617188,117.95587921142578,124.19097137451172,303.041748046875,778.5700073242188,158.02000427246094,143.34500122070312,74.4574966430664,507.6000061035156,78.52999877929688,192.48236083984375,956.1148681640625,135.63037109375,95.08428955078125,678.0743408203125,203.38035583496094,183.65487670898438,231.72802734375,633.022216796875,316.010009765625,330.010009765625,195.6300048828125,354.1199951171875
2024-03-27,171.90768432617188,416.00677490234375,90.2039794921875,129.75205993652344,179.58999633789062,43.318145751953125,163.05181884765625,164.08033752441406,118.40267181396484,123.0125961303711,298.63232421875,759.0,160.0399932861328,141.1300048828125,72.10250091552734,504.3999938964844,78.62000274658203,192.90322875976562,958.7825317382812,133.53009033203125,94.93093872070312,686.3973999023438,204.68919372558594,187.9021759033203,237.912353515625,641.6168212890625,311.3399963378906,322.25,193.47999572753906,358.79998779296875
2024-03-28,170.09246826171875,415.3058166503906,90.30992126464844,130.40933227539062,180.49000549316406,43.714012145996094,163.21566772460938,165.35220336914062,117.16532897949219,123.34647369384766,298.43414306640625,762.4000244140625,161.60000610351562,142.06500244140625,72.49500274658203,504.6000061035156,77.16999816894531,190.88699340820312,955.2977905273438,132.90489196777344,95.51093292236328,688.0717163085938,202.94735717773438,192.2369384765625,240.17091369628906,642.863037109375,311.2799987792969,320.5899963378906,192.6300048828125,358.6400146484375
2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,168.65419006347656,419.1063232421875,90.3169174194336,132.85435485839844,183.33999633789062,44.060401916503906,165.54872131347656,164.36505126953125,123.53593444824219,123.21882629394531,299.50433349609375,768.3699951171875,160.52000427246094,139.7100067138672,74.9375,502.0899963378906,78.19000244140625,191.86573791503906,977.4263916015625,138.2191162109375,96.515625,700.19677734375,205.36819458007812,191.09979248046875,238.72659301757812,632.8145141601562,312.1300048828125,319.5899963378906,192.1300048828125,356.0899963378906
2024-04-02,167.47384643554688,416.0166015625,89.40638732910156,131.72286987304688,178.6999969482422,43.486385345458984,164.89315795898438,161.6979522705078,121.99544525146484,122.0993423461914,301.22845458984375,757.0,156.19000244140625,136.6999969482422,72.7125015258789,499.2099914550781,78.12000274658203,188.038818359375,951.5966186523438,136.97848510742188,95.09412384033203,683.5015869140625,202.82925415039062,189.4086456298828,233.38558959960938,619.7100219726562,306.3599853515625,319.54998779296875,188.74000549316406,347.82000732421875
2024-04-03,168.2772674560547,415.0393371582031,88.91863250732422,134.12852478027344,180.77000427246094,39.91366195678711,167.66001892089844,161.67897033691406,127.22310638427734,123.9651107788086,301.96173095703125,759.1599731445312,153.02000427246094,134.77000427246094,74.69750213623047,497.010009765625,75.63999938964844,189.13502502441406,964.9446411132812,138.7173309326172,96.1794204711914,687.0474243164062,204.0790557861328,189.8751678466797,236.40020751953125,616.1594848632812,310.5799865722656,320.0400085449219,186.30999755859375,339.82000732421875
2024-04-04,167.45399475097656,412.5024108886719,85.86119079589844,129.63104248046875,165.8300018310547,39.31985092163086,163.65914916992188,159.9610137939453,123.32721710205078,121.95206451416016,291.4583740234375,757.5499877929688,151.33999633789062,132.60000610351562,72.19249725341797,487.1099853515625,74.80999755859375,186.9719696044922,938.5045166015625,136.43142700195312,93.55072021484375,662.639892578125,200.152587890625,186.5609130859375,231.83465576171875,614.4584350585938,306.4800109863281,309.19000244140625,182.00999450683594,343.739990234375
2024-04-05,168.2078399658203,420.0440673828125,87.963134765625,131.7887420654297,170.4199981689453,38.31038284301758,165.3655548095703,158.98336791992188,122.82035827636719,122.64927673339844,299.15753173828125,783.5,153.86000061035156,134.5050048828125,74.4000015258789,485.1199951171875,75.27999877929688,187.7451934814453,964.2357788085938,138.09214782714844,95.2170181274414,672.5782470703125,204.54159545898438,189.29200744628906,233.61822509765625,628.7594604492188,308.0199890136719,315.5,183.33999633789062,362.82000732421875
2024-04-08,167.0869598388672,419.1260681152344,87.08856964111328,131.4611358642578,169.89999389648438,37.58791732788086,167.3804473876953,160.84371948242188,122.19420623779297,122.10917663574219,298.9791259765625,785.5999755859375,154.86000061035156,134.2899932861328,74.34500122070312,484.2799987792969,74.37999725341797,187.55921936035156,967.3465576171875,139.48907470703125,95.08724975585938,680.4383544921875,205.71263122558594,191.1678466796875,237.4083251953125,638.1947631835938,311.0899963378906,313.7300109863281,183.7100067138672,363.32000732421875
2024-04-09,168.29710388183594,420.7943115234375,85.31045532226562,131.26239013671875,170.77999877929688,37.934303283691406,169.26036071777344,164.6403350830078,121.8761978149414,121.3998794555664,299.6133117675781,782.219970703125,155.5800018310547,139.56500244140625,73.6875,492.54998779296875,74.91999816894531,183.898681640625,974.3551635742188,142.0387420654297,95.68494415283203,686.3579711914062,207.0608367919922,198.3892364501953,244.10638427734375,637.9075927734375,311.4100036621094,310.7699890136719,188.5,360.94000244140625
2024-04-10,166.4224090576172,417.813232421875,86.99462127685547,130.1102294921875,167.13999938964844,36.81597137451172,164.71961975097656,160.33116149902344,121.4488296508789,119.94185638427734,296.88836669921875,769.1900024414062,152.97000122070312,140.5,72.05500030517578,487.2200012207031,71.9800033569336,180.306640625,959.373046875,142.8397979736328,94.53475952148438,676.7938842773438,205.91928100585938,190.8179473876953,233.68606567382812,622.3285522460938,304.5899963378906,312.5299987792969,183.9499969482422,351.2799987792969
2024-04-11,173.6236572265625,422.423095703125,90.56978607177734,136.02256774902344,170.5,37.24153137207031,168.836181640625,162.49522399902344,126.72618865966797,121.40972900390625,296.422607421875,771.3400268554688,159.35000610351562,141.92999267578125,74.1449966430664,484.2799987792969,71.56999969482422,181.725830078125,976.66845703125,143.797119140625,96.6817626953125,690.0811157226562,209.58990478515625,193.06307983398438,236.83641052246094,621.684814453125,310.1000061035156,317.79998779296875,184.77999877929688,356.0400085449219
2024-04-12,175.12144470214844,416.470703125,88.14103698730469,132.24530029296875,163.27999877929688,35.321556091308594,165.13417053222656,157.87286376953125,121.76686096191406,119.31136322021484,291.63671875,768.7100219726562,158.55999755859375,139.53500366210938,67.80500030517578,474.0899963378906,70.0,176.93971252441406,946.802734375,139.22532653808594,94.08256530761719,670.5492553710938,204.55140686035156,186.87193298339844,226.44517517089844,615.148193359375,305.8500061035156,309.04998779296875,181.41000366210938,352.05999755859375
2024-04-15,171.29266357421875,408.3169860839844,85.95713806152344,128.9610137939453,160.32000732421875,35.935157775878906,163.7362823486328,157.891845703125,120.62393951416016,118.0996322631836,270.4119567871094,735.8099975585938,151.97999572753906,136.0749969482422,65.80000305175781,470.1000061035156,68.56999969482422,176.40139770507812,939.8924560546875,136.9003448486328,93.01396179199219,668.2935791015625,202.40611267089844,184.947509765625,223.05252075195312,606.2444458007812,301.55999755859375,299.5,174.85000610351562,347.1700134277344
2024-04-16,168.00946044921875,409.244873046875,87.37042999267578,130.76844787597656,163.4600067138672,35.88566970825195,162.52157592773438,159.06878662109375,121.02146911621094,118.82864379882812,274.8808288574219,744.780029296875,150.3000030517578,137.50999450683594,65.69000244140625,476.2200012207031,68.69999694824219,176.72438049316406,961.64697265625,136.56820678710938,94.6910629272461,682.8908081054688,206.14564514160156,185.86111450195312,223.6050262451172,605.6205444335938,300.80999755859375,299.1499938964844,174.32000732421875,349.79998779296875
2024-04-17,166.64064025878906,406.5401306152344,83.99214172363281,126.20013427734375,154.02000427246094,35.31166076660156,158.41465759277344,157.27488708496094,115.61490631103516,116.90760803222656,273.8008117675781,736.4500122070312,148.8000030517578,138.6649932861328,64.81749725341797,474.45001220703125,69.41000366210938,176.1175537109375,893.4205322265625,135.8159942626953,89.68041229248047,649.0767822265625,196.708251953125,184.11166381835938,219.9603729248047,607.3240966796875,293.7099914550781,293.69000244140625,172.9600067138672,342.75
2024-04-18,165.6883544921875,399.06756591796875,84.6278305053711,123.87415313720703,155.0800018310547,34.67826843261719,155.63815307617188,155.34811401367188,111.2419662475586,114.27725219726562,269.4409484863281,731.3599853515625,148.41000366210938,140.57000732421875,64.29750061035156,473.17999267578125,69.51000213623047,174.84515380859375,875.1310424804688,129.21229553222656,87.38597106933594,634.53857421875,191.2269287109375,182.31361389160156,212.62254333496094,602.5404052734375,285.8999938964844,294.1000061035156,172.97000122070312,335.54998779296875
2024-04-19,163.66488647460938,393.9838562011719,76.16114807128906,118.53343963623047,146.63999938964844,33.84693908691406,151.96510314941406,151.56097412109375,106.11367797851562,113.17387390136719,267.9049987792969,713.9099731445312,145.4499969482422,138.85499572753906,61.522499084472656,465.0199890136719,69.66999816894531,172.03614807128906,846.1019897460938,124.74791717529297,85.55061340332031,618.7198486328125,186.7493438720703,178.2120819091797,208.52224731445312,599.3611450195312,280.25,282.6400146484375,169.2100067138672,327.4700012207031
2024-04-22,164.4980926513672,395.80010986328125,79.47744750976562,120.4766845703125,148.63999938964844,34.054771423339844,154.42344665527344,155.12030029296875,108.44922637939453,112.82907104492188,271.3136901855469,721.9500122070312,147.2100067138672,140.83999633789062,61.36750030517578,466.8900146484375,70.55000305175781,174.3949432373047,858.4165649414062,126.75053405761719,85.33629608154297,624.11767578125,186.44430541992188,181.07925415039062,211.9536895751953,603.9171142578125,285.0199890136719,289.1499938964844,170.97000122070312,340.1600036621094
2024-04-23,165.5495147705078,402.32513427734375,82.38097381591797,122.90990447998047,152.27000427246094,33.92611312866211,155.55140686035156,157.05657958984375,111.76870727539062,113.3807601928711,274.1575012207031,740.9500122070312,151.1699981689453,146.7449951171875,62.79499816894531,472.8999938964844,74.01000213623047,184.01611328125,887.4749145507812,130.34544372558594,87.23851013183594,638.4686279296875,190.16412353515625,184.5976104736328,218.69053649902344,624.8244018554688,281.760009765625,299.6499938964844,176.9199981689453,366.30999755859375
2024-04-24,167.65237426757812,403.7959289550781,79.6363754272461,123.66063690185547,151.74000549316406,34.14384078979492,157.74948120117188,165.9216766357422,111.09288024902344,113.6270523071289,273.6719665527344,746.2899780273438,154.99000549316406,146.91000366210938,63.692501068115234,477.1199951171875,72.26000213623047,184.07485961914062,878.3695068359375,129.89608764648438,86.98979187011719,646.6734008789062,192.93922424316406,190.98318481445312,227.83132934570312,629.3900756835938,277.6600036621094,297.6199951171875,177.4600067138672,369.2900085449219
2024-04-25,168.5153350830078,393.9048767089844,82.5898666381836,127.36015319824219,153.75999450683594,34.74754333496094,157.4313201904297,166.3393096923828,110.89411926269531,113.1837387084961,270.6498107910156,716.25,152.5,144.39500427246094,66.19000244140625,473.44000244140625,70.55000305175781,181.15814208984375,888.4003295898438,133.42263793945312,88.61970520019531,662.8369140625,194.3563232421875,192.38275146484375,230.77810668945312,620.3775634765625,277.0799865722656,298.0199890136719,174.80999755859375,366.1300048828125
2024-04-26,167.9300994873047,401.0911865234375,87.69027709960938,132.24530029296875,157.39999389648438,31.55088996887207,159.7064971923828,168.4559326171875,114.13407135009766,115.46928405761719,271.7892761230469,723.5499877929688,158.1300048828125,145.7100067138672,66.17500305175781,477.55999755859375,71.33000183105469,182.22499084472656,906.484130859375,135.1028594970703,90.96920776367188,695.6463012695312,200.1427459716797,196.29959106445312,235.2563934326172,630.4400024414062,282.4100036621094,304.07000732421875,177.0500030517578,383.79998779296875
2024-04-29,172.0961151123047,397.0735778808594,87.71224975585938,131.70907592773438,160.1999969482422,31.036258697509766,163.11927795410156,170.17388916015625,113.65702819824219,114.75996398925781,273.22607421875,721.1599731445312,157.44000244140625,146.7050018310547,65.9175033569336,473.07000732421875,72.4800033569336,179.86619567871094,897.4091796875,135.29824829101562,91.30738067626953,703.2010498046875,201.99281311035156,198.1754150390625,239.550537109375,632.2623291015625,282.489990234375,304.0400085449219,179.0399932861328,371.94000244140625
2024-04-30,168.9517822265625,384.3198547363281,86.35794830322266,127.93574523925781,158.3800048828125,30.155445098876953,159.88967895507812,167.4498291015625,112.26563262939453,112.06065368652344,266.48809814453125,693.3300170898438,155.1999969482422,145.44500732421875,64.13999938964844,462.8299865722656,70.19999694824219,177.36058044433594,860.6158447265625,134.16505432128906,87.92566680908203,678.9312133789062,195.48802185058594,194.977783203125,248.33265686035156,619.614990234375,275.6300048828125,292.5400085449219,172.94000244140625,365.17999267578125
2024-05-01,167.9300994873047,389.85760498046875,82.99864196777344,122.28709411621094,144.27000427246094,30.05647850036621,158.21221923828125,166.29183959960938,109.02567291259766,112.92759704589844,266.2403564453125,685.6099853515625,156.13999938964844,143.6699981689453,63.8025016784668,469.3900146484375,70.4000015258789,176.2447967529297,841.252685546875,131.82054138183594,85.3392333984375,656.0307006835938,190.90219116210938,188.4464569091797,241.7799835205078,609.294921875,274.54998779296875,295.44000244140625,172.30999755859375,373.3299865722656
2024-05-02,171.6299285888672,392.7203063964844,85.77323913574219,121.864990234375,146.16000366210938,30.195032119750977,173.62757873535156,166.86135864257812,111.6395034790039,113.252685546875,269.6490173339844,695.719970703125,157.77000427246094,147.66000366210938,65.46499633789062,476.57000732421875,72.0,176.80267333984375,858.455810546875,133.08071899414062,86.870849609375,671.7999877929688,194.75979614257812,190.9734344482422,246.46185302734375,608.14599609375,276.44000244140625,303.5400085449219,176.3699951171875,363.1700134277344
2024-05-03,181.89617919921875,401.4267883300781,88.74372100830078,125.7553939819336,150.60000610351562,30.581005096435547,173.18409729003906,169.813232421875,113.99493408203125,114.08023071289062,271.1650695800781,716.6500244140625,159.32000732421875,148.10499572753906,68.5999984741211,486.17999267578125,74.45999908447266,179.55299377441406,889.3798217773438,138.28750610351562,89.31375122070312,686.1215209960938,200.84141540527344,194.02529907226562,249.94174194335938,623.2299194335938,281.6300048828125,310.2099914550781,177.11000061035156,362.8500061035156
2024-05-06,180.23971557617188,408.21826171875,92.093017578125,128.92361450195312,155.77999877929688,30.774776458740234,175.31468200683594,172.43287658691406,119.39155578613281,116.58248901367188,273.1170959472656,726.5599975585938,163.67999267578125,150.28500366210938,69.70500183105469,493.5899963378906,77.37000274658203,181.4713592529297,904.4620361328125,139.52813720703125,90.88761901855469,707.5840454101562,205.53550720214844,197.61170959472656,251.6671600341797,628.5482788085938,285.19000244140625,317.80999755859375,178.13999938964844,365.6700134277344
2024-05-07,180.92410278320312,404.0722961425781,90.50782775878906,128.21519470214844,154.42999267578125,30.486604690551758,173.67575073242188,174.6316680908203,118.47721099853516,116.1785888671875,274.6529846191406,713.3300170898438,159.08999633789062,152.75999450683594,68.49749755859375,492.2699890136719,77.05000305175781,183.55609130859375,895.8801879882812,137.84791564941406,89.94093322753906,703.6442260742188,204.02001953125,197.8546600341797,250.7172088623047,634.9959106445312,284.0400085449219,312.54998779296875,176.88999938964844,355.30999755859375
2024-05-08,181.26136779785156,405.25689697265625,90.36589813232422,130.40538024902344,153.6199951171875,29.81089210510254,174.06137084960938,175.8553466796875,118.58653259277344,115.64659881591797,276.4266357421875,721.030029296875,157.77999877929688,151.5050048828125,72.9175033569336,488.1000061035156,62.72999954223633,186.2672576904297,899.0860595703125,140.28036499023438,89.78070068359375,706.3726806640625,204.05935668945312,199.1084747314453,252.2293243408203,626.3594970703125,282.57000732421875,313.760009765625,171.0,353.20001220703125
2024-05-09,183.07655334472656,407.0140075683594,88.70173645019531,128.4670867919922,152.38999938964844,29.90032386779785,174.05174255371094,177.16505432128906,117.0858154296875,114.90774536132812,272.6612548828125,722.9400024414062,155.8699951171875,147.8350067138672,74.01750183105469,482.6499938964844,62.45000076293945,187.9115753173828,901.1279296875,139.48907470703125,89.21642303466797,699.9899291992188,203.0457763671875,199.0404052734375,252.80126953125,620.8429565429688,285.2799987792969,317.94000244140625,171.9600067138672,354.69000244140625
2024-05-10,181.8151092529297,409.4028015136719,89.8321762084961,131.13641357421875,151.9199981689453,29.66183853149414,175.53639221191406,178.81893920898438,120.4947280883789,114.93730163574219,274.14764404296875,729.7899780273438,157.14999389648438,148.73500061035156,78.50749969482422,482.2900085449219,58.939998626708984,186.01278686523438,917.6502685546875,145.8094940185547,89.99107360839844,707.4757080078125,206.39163208007812,201.373046875,253.70272827148438,626.2406616210938,287.4800109863281,320.760009765625,174.6199951171875,353.4700012207031
2024-05-13,185.02334594726562,408.39593505859375,90.3529052734375,131.59988403320312,150.55999755859375,30.317676544189453,177.58987426757812,179.55506896972656,122.2439193725586,114.64175415039062,274.9898376464844,730.1199951171875,159.7899932861328,151.125,77.46749877929688,483.1099853515625,58.779998779296875,185.92469787597656,904.7777099609375,143.02540588378906,88.84777069091797,703.4176025390625,203.3409881591797,202.52963256835938,255.83526611328125,621.1697998046875,284.4599914550781,319.17999267578125,175.0,359.239990234375
2024-05-14,186.1655731201172,411.19940185546875,91.30941772460938,135.78347778320312,153.16000366210938,30.854272842407227,182.1787872314453,182.7194061279297,124.04278564453125,119.07493591308594,274.27642822265625,721.6199951171875,160.9499969482422,150.77000427246094,78.41500091552734,475.95001220703125,58.029998779296875,185.67022705078125,902.5977172851562,148.43731689453125,89.70793914794922,720.4134521484375,206.480224609375,205.9897003173828,259.4508972167969,629.3207397460938,283.3299865722656,329.54998779296875,176.82000732421875,359.2699890136719
2024-05-15,188.44012451171875,418.3887939453125,94.58174133300781,141.30718994140625,159.6699981689453,31.072887420654297,187.61610412597656,186.92579650878906,127.02434539794922,119.8236312866211,284.9184875488281,760.5700073242188,164.3699951171875,156.16000366210938,81.50749969482422,485.3500061035156,58.77000045776367,188.35202026367188,924.6834716796875,151.98341369628906,93.16930389404297,749.8252563476562,214.02813720703125,209.69271850585938,263.6578063964844,648.8417358398438,293.1000061035156,343.1199951171875,181.1300048828125,376.489990234375
2024-05-16,188.55931091308594,416.32196044921875,94.31088256835938,138.9418487548828,162.6199951171875,31.828094482421875,186.32424926757812,186.3904266357422,127.10386657714844,120.34576416015625,282.0845947265625,758.010009765625,165.0399932861328,158.38999938964844,80.02249908447266,482.8800048828125,57.810001373291016,188.9615020751953,907.0464477539062,148.71084594726562,92.69251251220703,739.7186279296875,210.62322998046875,208.10848999023438,261.3410339355469,647.0986328125,288.92999267578125,339.05999755859375,179.30999755859375,369.94000244140625
2024-05-17,188.589111328125,415.55059814453125,92.43183898925781,137.28492736816406,164.47000122070312,31.629356384277344,186.89303588867188,186.43820190429688,124.51984405517578,121.66586303710938,283.0060729980469,765.0499877929688,161.86000061035156,158.9250030517578,79.97250366210938,483.42999267578125,58.529998779296875,191.07241821289062,912.4026489257812,148.17356872558594,89.66175079345703,737.942138671875,208.70425415039062,208.06959533691406,259.509033203125,654.83349609375,288.80999755859375,345.92999267578125,178.86000061035156,370.82000732421875
2024-05-20,189.75123596191406,420.6237487792969,94.73167419433594,139.12876892089844,166.3300018310547,31.897653579711914,190.6528778076172,190.4342803955078,128.20703125,122.67070770263672,284.4527893066406,774.1799926757812,164.77999877929688,161.88499450683594,79.84750366210938,484.69000244140625,58.90999984741211,193.55001831054688,926.6760864257812,150.00035095214844,92.60797119140625,762.7349243164062,216.448974609375,211.3741455078125,265.17962646484375,663.7174682617188,292.4700012207031,348.75,180.60000610351562,368.010009765625
2024-05-21,191.05239868164062,424.2826843261719,95.33735656738281,137.66966247558594,164.66000366210938,31.5399227142334,193.6318359375,190.25265502929688,126.71625518798828,122.77909088134766,281.1729736328125,777.0499877929688,162.7100067138672,155.8300018310547,79.24749755859375,481.8500061035156,57.02000045776367,192.9752197265625,912.6986694335938,150.11756896972656,94.76677703857422,755.1747436523438,216.30136108398438,210.55772399902344,266.00360107421875,661.4098510742188,290.1000061035156,349.32000732421875,176.97999572753906,365.260009765625
2024-05-22,189.61216735839844,425.7463073730469,94.90158081054688,136.98484802246094,165.52000427246094,31.221940994262695,195.6370849609375,193.62728881835938,125.50374603271484,122.74952697753906,281.232421875,770.8300170898438,163.33999633789062,154.2899932861328,79.125,483.92999267578125,58.70000076293945,192.17247009277344,909.7985229492188,152.5402374267578,94.9407730102539,761.6591796875,215.0690155029297,233.41741943359375,270.2782287597656,663.8363647460938,292.8399963378906,345.4200134277344,174.16000366210938,361.2799987792969
2024-05-23,185.61927795410156,422.2653503417969,103.74607849121094,137.08815002441406,160.42999267578125,29.8903865814209,194.50914001464844,188.60830688476562,125.49381256103516,122.2470932006836,276.0303039550781,758.1500244140625,154.5800018310547,155.72000122070312,75.3550033569336,483.30999755859375,57.63999938964844,193.2725372314453,921.5565795898438,153.45851135253906,94.18971252441406,755.1351928710938,214.87185668945312,227.97459411621094,264.3556823730469,655.9031982421875,294.69000244140625,342.3500061035156,171.91000366210938,355.17999267578125
2024-05-24,188.6983642578125,425.3902893066406,106.41471099853516,138.51974487304688,166.36000061035156,30.526351928710938,202.80007934570312,190.41514587402344,128.6940155029297,121.08463287353516,269.80755615234375,738.510009765625,156.16000366210938,160.8000030517578,76.63749694824219,475.42999267578125,56.970001220703125,193.62930297851562,943.22802734375,156.30123901367188,95.41263580322266,768.9133911132812,217.77032470703125,225.98216247558594,268.6691589355469,601.1636352539062,294.2799987792969,351.4700012207031,171.63999938964844,349.739990234375
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
