Date,NEE,DUK,SO,D,AEP,EXC,SRE,XEL
2023-07-21,70.45594787597656,85.90682220458984,66.8134536743164,47.49553680419922,79.89491271972656,38.70174026489258,69.72825622558594,60.226741790771484
2023-07-24,70.08464813232422,85.89775848388672,66.71288299560547,47.592681884765625,79.5950698852539,38.9564208984375,69.81133270263672,60.10667037963867
2023-07-25,70.0289535522461,86.36907196044922,66.40193939208984,47.79581069946289,79.54056549072266,39.129234313964844,69.88517761230469,59.995845794677734
2023-07-26,69.03569030761719,86.6137924194336,66.84088897705078,48.08724594116211,79.60417175292969,39.2929573059082,70.13441467285156,60.078975677490234
2023-07-27,68.01459503173828,85.59864044189453,66.63056182861328,47.12461471557617,77.46891021728516,38.16510009765625,68.93897247314453,58.06556701660156
2023-07-28,67.62471771240234,84.60163116455078,66.1641616821289,47.24825668334961,77.61428833007812,37.928619384765625,68.9112777709961,58.08403015136719
2023-07-31,68.0424575805664,84.85541534423828,66.1550064086914,47.292415618896484,76.99642944335938,38.07414245605469,68.78205871582031,57.93626403808594
2023-08-01,66.99348449707031,83.52304077148438,65.1856460571289,46.18848419189453,76.35130310058594,37.719417572021484,67.9604721069336,58.04708480834961
2023-08-02,66.75214385986328,83.8674545288086,64.90215301513672,46.223812103271484,76.77835845947266,37.746707916259766,67.78968811035156,58.07480239868164
2023-08-03,65.07197570800781,81.90968322753906,62.753074645996094,44.81078338623047,74.49769592285156,36.83715057373047,66.14653015136719,56.634010314941406
2023-08-04,64.20868682861328,81.0848617553711,62.039764404296875,43.45956039428711,73.81625366210938,36.309600830078125,65.5141830444336,55.775081634521484
2023-08-07,63.71669387817383,81.26614379882812,62.204383850097656,43.397743225097656,73.4891357421875,36.355079650878906,65.72650146484375,55.19322204589844
2023-08-08,63.78166580200195,83.50491333007812,62.926849365234375,43.51255416870117,73.43463134765625,36.455135345458984,66.14653015136719,55.082393646240234
2023-08-09,63.97660827636719,84.13031768798828,63.27433776855469,43.88347244262695,74.09561920166016,36.60975646972656,66.36808013916016,55.12856674194336
2023-08-10,63.39179229736328,84.2118911743164,63.47554397583008,44.05126953125,74.435302734375,36.555179595947266,66.00344848632812,54.953094482421875
2023-08-11,63.97660827636719,85.03669738769531,63.5578498840332,43.795162200927734,74.46285247802734,36.84623718261719,66.62654876708984,55.1378059387207
2023-08-14,63.64242935180664,84.1031265258789,62.945125579833984,43.265281677246094,73.44381713867188,36.782005310058594,65.78189849853516,54.71295928955078
2023-08-15,62.519222259521484,82.8795166015625,61.98489761352539,42.214332580566406,72.61756896972656,36.33232116699219,64.63720703125,53.67854690551758
2023-08-16,62.71415710449219,83.11516571044922,62.286678314208984,42.46160888671875,72.70020294189453,36.534217834472656,65.21878814697266,53.96486282348633
2023-08-17,62.66774368286133,83.13807678222656,62.41471862792969,42.4704475402832,72.32380676269531,36.671871185302734,65.41265106201172,53.724727630615234
2023-08-18,62.964786529541016,83.59639739990234,62.65494918823242,42.770713806152344,72.54412078857422,36.71775436401367,65.2787857055664,53.743194580078125
2023-08-21,62.268585205078125,82.15729522705078,62.470149993896484,42.4969367980957,72.12181854248047,36.4699821472168,65.6434326171875,53.53076934814453
2023-08-22,62.67701721191406,82.1206283569336,62.58102798461914,42.214332580566406,72.17689514160156,36.70858383178711,65.81880950927734,53.52154541015625
2023-08-23,63.020484924316406,82.80810546875,62.41472625732422,42.214332580566406,72.92051696777344,36.938011169433594,66.33575439453125,53.1244010925293
2023-08-24,62.39854049682617,82.4872817993164,62.3038444519043,42.452781677246094,72.36968994140625,36.782005310058594,65.33877563476562,52.65337371826172
2023-08-25,63.085453033447266,83.02809143066406,62.913665771484375,42.85019302368164,72.82872009277344,36.98389434814453,66.05880737304688,53.17981719970703
2023-08-28,63.14115524291992,82.5147705078125,62.95062255859375,43.21228790283203,72.70938110351562,36.938011169433594,66.05880737304688,53.42918014526367
2023-08-29,63.10191345214844,82.76227569580078,63.357177734375,43.7686653137207,73.10413360595703,37.16743850708008,66.19729614257812,53.52154541015625
2023-08-30,62.70932388305664,82.45061492919922,63.40336990356445,43.71567916870117,72.9297103881836,37.094024658203125,65.40341186523438,53.27217483520508
2023-08-31,62.438270568847656,81.39649200439453,62.58102798461914,43.45426940917969,71.97494506835938,36.81870651245117,64.82183837890625,52.76420593261719
2023-09-01,62.50370788574219,80.5990219116211,62.10980224609375,42.863426208496094,71.16704559326172,36.69940948486328,64.67413330078125,52.19158172607422
2023-09-04,,,,,,,,
2023-09-05,61.877445220947266,79.42573547363281,61.25974655151367,41.88762664794922,69.7716293334961,36.25889587402344,63.8802490234375,51.34189224243164
2023-09-06,61.40074157714844,80.19570922851562,61.21354675292969,41.13563919067383,70.1204833984375,36.58010482788086,64.25874328613281,52.03457260131836
2023-09-07,61.92417907714844,81.94647979736328,62.00817108154297,41.20725631713867,71.00180053710938,37.23168182373047,65.04338073730469,52.27470397949219
2023-09-08,62.46630859375,83.43140411376953,62.76582717895508,42.18305206298828,71.3690185546875,37.2408561706543,65.77265167236328,52.70879364013672
2023-09-11,63.120609283447266,84.12805938720703,62.95062255859375,42.34419631958008,71.42411041259766,37.2408561706543,65.6895751953125,53.04127502441406
2023-09-12,63.30754852294922,84.439697265625,63.38490676879883,42.585906982421875,71.44247436523438,37.222503662109375,65.80957794189453,52.83809280395508
2023-09-13,63.96181869506836,86.05294799804688,64.21647644042969,42.74704360961914,72.82872009277344,37.745601654052734,66.39114379882812,53.687782287597656
2023-09-14,64.7563247680664,87.4920654296875,65.51005554199219,43.42741775512695,73.99463653564453,38.397178649902344,67.87738800048828,54.684940338134766
2023-09-15,64.15811157226562,87.24456787109375,65.68559265136719,43.39160919189453,73.48053741455078,38.22281265258789,67.48043823242188,54.02328109741211
2023-09-18,63.78424072265625,87.04291534423828,65.55623626708984,43.53484344482422,73.65496826171875,38.07597351074219,67.85891723632812,54.04191207885742
2023-09-19,63.17668151855469,86.01628875732422,65.51927947998047,42.83656692504883,73.49889373779297,37.6905403137207,67.86814880371094,54.53583526611328
2023-09-20,62.95235824584961,86.50210571289062,65.78722381591797,42.94399642944336,73.85692596435547,37.47028350830078,67.69276428222656,55.8777961730957
2023-09-21,62.54108810424805,85.62213897705078,64.58606719970703,42.42475891113281,73.3336410522461,37.1307373046875,66.4280776977539,55.337284088134766
2023-09-22,63.279510498046875,85.54882049560547,64.09635925292969,42.74704360961914,72.68183135986328,36.901302337646484,66.29884338378906,55.6634521484375
2023-09-25,63.06453323364258,85.53047180175781,64.0224380493164,42.890281677246094,72.23200225830078,36.98389434814453,66.15115356445312,55.439796447753906
2023-09-26,61.0735969543457,83.52307891845703,62.00817108154297,41.23411178588867,70.0837631225586,35.928524017333984,64.43372344970703,53.79029846191406
2023-09-27,56.044883728027344,82.57894897460938,61.11190414428711,40.69697952270508,69.64310455322266,35.607330322265625,64.61058044433594,53.31502151489258
2023-09-28,53.352935791015625,81.2864990234375,60.123252868652344,39.51527786254883,68.55062103271484,34.763031005859375,63.08396911621094,52.99816131591797
2023-09-29,53.549224853515625,80.90152740478516,59.799861907958984,39.98974609375,69.0555419921875,34.68043518066406,63.32598876953125,53.324337005615234
2023-10-02,48.744842529296875,78.3166275024414,57.94266128540039,37.877017974853516,65.9525375366211,33.5975341796875,60.7568359375,51.2834358215332
2023-10-03,49.333709716796875,78.60993957519531,59.16231155395508,38.02024841308594,66.8430404663086,34.00132751464844,61.75285720825195,52.03829574584961
2023-10-04,47.31474304199219,78.93992614746094,59.70746612548828,37.572635650634766,67.28372192382812,34.33169937133789,61.89249038696289,52.77450942993164
2023-10-05,46.22114562988281,78.3532943725586,59.67974090576172,36.68636703491211,65.48433685302734,34.33169937133789,61.6690788269043,52.63471984863281
2023-10-06,46.959564208984375,79.67323303222656,60.030853271484375,37.330928802490234,66.27385711669922,34.94656753540039,62.48823165893555,53.44548416137695
2023-10-09,46.09962844848633,80.8740234375,60.89939880371094,37.76063919067383,67.6234130859375,35.51555252075195,63.76350402832031,53.725059509277344
2023-10-10,48.21206283569336,81.52482604980469,61.389102935791016,38.127681732177734,68.14669036865234,36.047828674316406,63.81005096435547,54.107147216796875
2023-10-11,50.0440788269043,82.3772964477539,61.99892807006836,38.45891189575195,69.11064147949219,36.74529266357422,64.48025512695312,54.806087493896484
2023-10-12,49.539344787597656,80.69068908691406,60.705352783203125,37.19664001464844,67.45814514160156,36.552574157714844,63.726261138916016,54.19102096557617
2023-10-13,50.93205261230469,81.2864990234375,61.49073791503906,37.492069244384766,68.36701965332031,36.66270065307617,64.68504333496094,54.85268783569336
2023-10-16,50.8292350769043,82.00146484375,62.3685188293457,37.79644775390625,69.82670593261719,36.86458969116211,66.00686645507812,55.50503158569336
2023-10-17,50.63294219970703,81.54315948486328,62.00817108154297,37.518924713134766,69.46867370605469,36.763641357421875,65.69037628173828,55.458431243896484
2023-10-18,49.763675689697266,80.83735656738281,61.536930084228516,36.489410400390625,69.00965118408203,36.6259880065918,65.55073547363281,55.29068374633789
2023-10-19,48.969173431396484,80.4615249633789,61.389102935791016,36.381988525390625,68.32110595703125,36.49751281738281,64.74090576171875,55.02973937988281
2023-10-20,48.5672492980957,79.77406311035156,60.73307800292969,35.82695007324219,67.33879089355469,36.066184997558594,63.81935119628906,54.14442443847656
2023-10-23,48.15597915649414,79.13241577148438,60.45588302612305,35.38828659057617,67.33879089355469,35.24024200439453,63.428382873535156,54.09783172607422
2023-10-24,51.52091598510742,80.44319915771484,61.39833450317383,36.122371673583984,68.61488342285156,35.66238784790039,64.95499420166016,55.05770492553711
2023-10-25,52.77342224121094,80.80068969726562,61.54617691040039,36.29247283935547,69.18407440185547,35.790870666503906,65.31802368164062,55.4211540222168
2023-10-26,53.81093978881836,81.76314544677734,62.05437469482422,36.67741394042969,69.56046295166016,35.928524017333984,65.90447235107422,55.70072937011719
2023-10-27,52.56779479980469,80.23236846923828,61.47225570678711,35.88066482543945,68.78931427001953,35.26777648925781,64.89913177490234,54.34012985229492
2023-10-30,53.4650993347168,80.57151794433594,61.71249008178711,35.809043884277344,69.22998809814453,35.28612518310547,64.68504333496094,54.740848541259766
2023-10-31,54.49327850341797,81.47898864746094,62.1837272644043,36.09551239013672,69.34933471679688,35.73580551147461,65.18770599365234,55.234771728515625
2023-11-01,54.61479187011719,82.07479095458984,63.22781753540039,36.00598907470703,70.21229553222656,36.27725601196289,65.85791778564453,56.418304443359375
2023-11-02,55.99815368652344,82.39561462402344,64.78934478759766,36.77589416503906,72.74610137939453,37.350982666015625,67.09596252441406,56.91222381591797
2023-11-03,55.50275421142578,82.75309753417969,65.03881072998047,39.04080581665039,73.18677520751953,37.222503662109375,67.3472900390625,56.87494659423828
2023-11-06,55.184959411621094,82.23979949951172,63.96699142456055,40.813358306884766,72.75527954101562,36.72693634033203,66.90977478027344,56.43694305419922
2023-11-07,54.642826080322266,81.83647155761719,63.49576187133789,40.80440139770508,72.38805389404297,36.4699821472168,66.46296691894531,55.75664520263672
2023-11-08,53.745513916015625,80.99317932128906,63.38490676879883,41.126686096191406,71.74542999267578,36.32314682006836,65.65312957763672,55.05770492553711
2023-11-09,51.147037506103516,80.62651824951172,62.867454528808594,40.168792724609375,71.73612976074219,36.020301818847656,64.75951385498047,54.703575134277344
2023-11-10,51.53961181640625,80.91067504882812,62.92290496826172,40.24936294555664,72.14468383789062,36.18548583984375,65.47626495361328,55.16954040527344
2023-11-13,50.941402435302734,79.764892578125,62.220664978027344,39.86440658569336,69.65628814697266,35.607330322265625,65.17839813232422,54.302852630615234
2023-11-14,53.7922477722168,82.35895538330078,63.94851303100586,41.61906433105469,71.87542724609375,36.67258834838867,67.58000183105469,56.19464111328125
2023-11-15,53.278167724609375,82.13897705078125,63.54197311401367,42.281524658203125,71.05833435058594,36.74668884277344,67.00286865234375,55.99894332885742
2023-11-16,52.90427780151367,83.61790466308594,64.92793273925781,41.95924758911133,71.8475570678711,36.57068634033203,67.19835662841797,56.567413330078125
2023-11-17,53.62400436401367,83.46027374267578,65.11459350585938,41.860774993896484,71.85684967041016,36.079742431640625,67.26351928710938,56.43694305419922
2023-11-20,53.59596633911133,82.80193328857422,64.8066177368164,41.54744338989258,71.67115020751953,36.200164794921875,67.42176055908203,55.97098922729492
2023-11-21,54.194175720214844,83.33973693847656,65.0025863647461,41.556396484375,72.46037292480469,36.0149040222168,67.8313217163086,55.9337043762207
2023-11-22,54.15459060668945,83.78480529785156,64.94660186767578,41.762298583984375,72.65534973144531,35.996376037597656,68.06405639648438,56.315792083740234
2023-11-23,,,,,,,,
2023-11-24,54.229976654052734,84.13714599609375,64.96527099609375,42.039817810058594,72.8874740600586,36.30205154418945,68.57601928710938,56.39966583251953
2023-11-27,54.258243560791016,84.31332397460938,65.57190704345703,41.995052337646484,72.92462158203125,36.25574493408203,68.62256622314453,56.334434509277344
2023-11-28,54.80479049682617,84.4987564086914,65.78654479980469,42.07562255859375,74.02954864501953,36.274269104003906,68.43638610839844,56.81903076171875
2023-11-29,54.99325180053711,84.10932922363281,65.54389953613281,41.83391571044922,73.5560073852539,35.561012268066406,67.90580749511719,55.915069580078125
2023-11-30,55.13459396362305,85.56509399414062,66.24385833740234,41.178192138671875,73.8624038696289,35.67216491699219,67.8313217163086,56.697879791259766
2023-12-01,55.75651931762695,85.89888000488281,66.74781799316406,42.38610076904297,74.75377655029297,36.11679458618164,68.13851165771484,57.247718811035156
2023-12-04,55.285362243652344,85.98233795166016,66.52383422851562,41.89567184448242,74.40093994140625,35.87595748901367,67.77547454833984,57.28498840332031
2023-12-05,54.870750427246094,85.74126434326172,66.19718933105469,42.068233489990234,73.63956451416016,35.66290283203125,66.56947326660156,56.87494659423828
2023-12-06,56.72709655761719,87.10429382324219,67.43843841552734,42.92194747924805,74.614501953125,36.5058479309082,68.55916595458984,57.750946044921875
2023-12-07,56.39729309082031,87.58644104003906,66.869140625,42.90378189086914,74.46592712402344,36.441001892089844,68.54976654052734,57.35953903198242
2023-12-08,56.25594711303711,87.52155303955078,66.72915649414062,43.13084030151367,73.94597625732422,36.32058334350586,67.93033599853516,56.76311111450195
2023-12-11,56.26536560058594,88.42095947265625,66.5984878540039,43.27614974975586,74.73519897460938,36.60774230957031,69.3944320678711,57.35953903198242
2023-12-12,56.086326599121094,88.39314270019531,65.76788330078125,43.27614974975586,74.28024291992188,36.533634185791016,69.30996704101562,56.996089935302734
2023-12-13,58.903839111328125,90.94303894042969,68.20374298095703,44.92909240722656,77.5949935913086,37.97867965698242,71.78768157958984,59.01835632324219
2023-12-14,59.158260345458984,91.15628814697266,66.72915649414062,44.64754104614258,77.37216186523438,35.107120513916016,71.77828216552734,58.310096740722656
2023-12-15,57.95210266113281,89.59854888916016,66.13186645507812,44.029964447021484,76.35079956054688,32.87471389770508,70.59574890136719,57.38750076293945
2023-12-18,57.4809455871582,90.09925842285156,66.65448760986328,43.75749969482422,75.88655090332031,31.91135025024414,70.20157623291016,58.105079650878906
2023-12-19,58.01806640625,89.76546478271484,66.50516510009766,43.60310363769531,76.2579574584961,32.80060958862305,70.3892822265625,57.89073944091797
2023-12-20,56.387874603271484,88.7176742553711,65.03993225097656,42.84928894042969,74.5773696899414,32.24482345581055,68.64361572265625,57.13588333129883
2023-12-21,56.16171646118164,89.34819793701172,64.74127960205078,42.45875930786133,74.3173828125,32.48566436767578,68.64361572265625,57.34090042114258
2023-12-22,56.30305862426758,89.81181335449219,64.8066177368164,42.504173278808594,74.63307189941406,32.661659240722656,69.16919708251953,57.834815979003906
2023-12-25,,,,,,,,
2023-12-26,56.73652267456055,89.69126892089844,64.8159408569336,42.73122024536133,74.95805358886719,32.91176986694336,69.88247680664062,58.01188278198242
2023-12-27,57.085182189941406,89.29256439208984,64.77861785888672,42.240787506103516,75.03233337402344,32.80060958862305,69.5821533203125,57.83333206176758
2023-12-28,57.49979019165039,89.86744689941406,65.47857666015625,42.74030303955078,75.51514434814453,33.20818328857422,70.0795669555664,58.16224670410156
2023-12-29,57.2359504699707,89.97871398925781,65.44123840332031,42.685813903808594,75.41300964355469,33.2545051574707,70.13587951660156,58.18104553222656
2024-01-01,,,,,,,,
2024-01-02,58.01806640625,90.69268035888672,66.12252807617188,44.05720901489258,77.23287963867188,33.78249740600586,71.15886688232422,59.64707946777344
2024-01-03,58.41383743286133,91.59210205078125,67.41978454589844,43.98454666137695,77.4185791015625,33.51387023925781,71.33717346191406,59.75046157836914
2024-01-04,58.23479461669922,91.32318878173828,66.9251480102539,43.775665283203125,77.42786407470703,33.36566162109375,71.29025268554688,59.89142608642578
2024-01-05,58.4986457824707,91.36956787109375,66.8318099975586,44.53855895996094,78.05924224853516,33.63429260253906,71.73135375976562,59.89142608642578
2024-01-08,59.29018783569336,92.15770721435547,67.34513092041016,44.51130676269531,78.4677963256836,33.98628616333008,72.22877502441406,59.75046157836914
2024-01-09,58.43267822265625,91.8795394897461,67.074462890625,43.84832000732422,78.11495971679688,33.754703521728516,71.65628051757812,59.45912551879883
2024-01-10,58.687110900878906,92.05571746826172,67.03713989257812,43.53044891357422,76.63863372802734,33.939971923828125,71.4498062133789,58.942256927490234
2024-01-11,57.217105865478516,90.0807113647461,65.87055206298828,42.78572082519531,74.65164184570312,33.541648864746094,70.2391128540039,57.32585525512695
2024-01-12,57.51864242553711,91.2953872680664,66.65448760986328,42.985530853271484,75.66370391845703,33.41197204589844,70.77407836914062,57.617183685302734
2024-01-15,,,,,,,,
2024-01-16,56.86844253540039,90.89667510986328,65.62789916992188,42.46784210205078,75.19017791748047,33.069236755371094,69.88247680664062,57.24127960205078
2024-01-17,54.90843963623047,89.78399658203125,64.98393249511719,41.9319953918457,74.02954864501953,32.967342376708984,69.04718017578125,56.470664978027344
2024-01-18,54.32421112060547,88.88458251953125,64.18131256103516,41.30533218383789,72.60893249511719,32.69871139526367,68.70931243896484,56.05716323852539
2024-01-19,53.95670700073242,88.60640716552734,64.34929656982422,41.1600227355957,72.14468383789062,32.4578742980957,68.39959716796875,55.897403717041016
2024-01-22,53.57035827636719,88.14279174804688,64.22798156738281,40.93297576904297,71.73612976074219,32.2911491394043,67.2921371459961,55.38053512573242
2024-01-23,54.06978988647461,88.65277099609375,64.23731994628906,40.6877555847168,72.52537536621094,32.189247131347656,67.3109130859375,55.624874114990234
2024-01-24,53.72113037109375,87.66063690185547,63.64934158325195,40.0974235534668,71.48544311523438,31.56861686706543,65.79988861083984,54.71330261230469
2024-01-25,54.635169982910156,88.76405334472656,64.61994934082031,41.041961669921875,72.50680541992188,32.32819366455078,66.38178253173828,55.34294128417969
2024-01-26,55.106327056884766,88.89385223388672,64.49862670898438,41.377994537353516,72.27467346191406,32.430084228515625,66.55072021484375,55.812828063964844
2024-01-29,56.133445739746094,88.80111694335938,64.57329559326172,41.259925842285156,72.77606201171875,32.689449310302734,67.09504699707031,56.06656265258789
2024-01-30,55.860172271728516,88.57859802246094,64.6292953491211,41.541473388671875,72.831787109375,32.467140197753906,67.50799560546875,56.16053771972656
2024-01-31,55.2476692199707,88.85676574707031,64.88127136230469,41.5233039855957,72.55323028564453,32.24482345581055,67.1607437133789,56.263919830322266
2024-02-01,56.30305862426758,90.67413330078125,65.7958755493164,42.39518356323242,73.9924087524414,32.43934631347656,67.90218353271484,57.45741653442383
2024-02-02,54.79536437988281,89.2183837890625,64.06932830810547,41.45064163208008,73.0081787109375,31.8187198638916,66.95426940917969,56.21692657470703
2024-02-05,52.74113082885742,88.31897735595703,62.697410583496094,40.58784866333008,71.30902862548828,31.14251708984375,65.74358367919922,54.99522399902344
2024-02-06,52.98612976074219,88.14279174804688,62.90272903442383,40.95113754272461,71.70828247070312,31.411142349243164,65.47139739990234,54.920047760009766
2024-02-07,53.12747573852539,88.55077362060547,62.48274612426758,40.40620803833008,71.80113983154297,31.587142944335938,65.74358367919922,54.85426330566406
2024-02-08,53.04267501831055,85.90817260742188,62.47343063354492,40.12466812133789,71.3221435546875,31.26293182373047,65.54649353027344,54.50654983520508
2024-02-09,53.31593704223633,85.01802062988281,62.4454345703125,40.5969352722168,71.99837493896484,31.346303939819336,65.38693237304688,54.66630935668945
2024-02-12,54.229976654052734,85.90817260742188,63.75200653076172,41.0692024230957,72.8718032836914,31.846515655517578,66.34423828125,55.41812515258789
2024-02-13,52.06266784667969,84.94384002685547,63.00539779663086,40.288143157958984,73.98944854736328,31.67051124572754,65.08660888671875,54.76968002319336
2024-02-14,52.7788200378418,84.6934814453125,63.28536605834961,40.74224853515625,74.00823211669922,31.60567283630371,65.18984985351562,55.145591735839844
2024-02-15,53.966129302978516,86.61119079589844,62.37076950073242,41.31441879272461,76.41256713867188,32.2911491394043,66.1659164428711,55.45571517944336
2024-02-16,53.73997116088867,86.16107940673828,62.70085906982422,41.65045166015625,76.40316772460938,32.33744812011719,66.15653228759766,55.51210021972656
2024-02-19,,,,,,,,
2024-02-20,53.34421157836914,86.21734619140625,63.22903823852539,41.18727111816406,75.96174621582031,32.170719146728516,66.31608581542969,55.624874114990234
2024-02-21,53.805938720703125,87.20198059082031,63.87981033325195,42.04098892211914,77.53958129882812,33.541648864746094,67.53614807128906,56.2075309753418
2024-02-22,53.40074157714844,86.39552307128906,63.45539093017578,41.41431427001953,77.0136489868164,33.37491989135742,66.93550109863281,55.756439208984375
2024-02-23,53.504398345947266,86.95818328857422,63.84208679199219,43.46687316894531,77.43627166748047,33.467552185058594,67.54553985595703,55.756439208984375
2024-02-26,52.44410705566406,85.00763702392578,62.48393630981445,42.286197662353516,75.85844421386719,33.004398345947266,66.55072021484375,54.55353927612305
2024-02-27,52.833988189697266,85.19517517089844,62.682003021240234,43.403297424316406,78.957763671875,33.541648864746094,66.69148254394531,54.76968002319336
2024-02-28,52.33950424194336,85.092041015625,63.01211166381836,43.911895751953125,78.25337219238281,33.161865234375,66.32545471191406,54.1964225769043
2024-02-29,52.48213577270508,86.11418151855469,63.427101135253906,44.04819107055664,80.00967407226562,33.198917388916016,66.259765625,49.516380310058594
2024-03-01,52.501163482666016,85.20457458496094,63.059261322021484,41.248558044433594,79.82181549072266,33.22700881958008,65.57463836669922,46.58430480957031
2024-03-04,52.2729377746582,86.6674575805664,64.32308197021484,43.00754165649414,79.78424835205078,33.8917350769043,66.39115905761719,47.98456573486328
2024-03-05,52.68184280395508,86.92066955566406,64.11559295654297,42.454978942871094,78.9389877319336,33.957271575927734,65.89373779296875,45.719722747802734
2024-03-06,52.80546188354492,88.21475982666016,64.6814956665039,43.375911712646484,78.81689453125,34.33176040649414,66.29730224609375,45.52236557006836
2024-03-07,53.490135192871094,88.59925079345703,65.31340789794922,44.19554138183594,78.9859390258789,34.481563568115234,66.259765625,47.025997161865234
2024-03-08,54.97359848022461,89.03060913085938,65.08704376220703,44.204750061035156,78.74175262451172,34.603271484375,66.70087432861328,47.94697189331055
2024-03-11,55.0306510925293,89.87458801269531,65.81326293945312,43.87321090698242,78.6384506225586,34.818607330322266,68.08988952636719,49.7231330871582
2024-03-12,54.345977783203125,89.09626007080078,65.40772247314453,43.265403747558594,78.3191146850586,34.65008544921875,66.59762573242188,48.77396774291992
2024-03-13,56.61871337890625,89.5557632446289,65.96417999267578,44.26921844482422,77.95282745361328,34.63136291503906,66.46623992919922,48.39805603027344
2024-03-14,56.61871337890625,89.1337661743164,65.4360122680664,43.84558868408203,76.88215637207031,34.23814010620117,65.90312194824219,49.279541015625
2024-03-15,57.13221740722656,88.81492614746094,65.1624984741211,44.05740737915039,77.11695098876953,34.15388107299805,65.70604705810547,49.384029388427734
2024-03-18,57.21780014038086,89.03060913085938,65.47373962402344,44.6744270324707,77.1639175415039,34.26622772216797,66.259765625,49.431522369384766
2024-03-19,58.26382827758789,89.21815490722656,66.21884155273438,44.6744270324707,78.25337219238281,34.46284103393555,66.71963500976562,49.801971435546875
2024-03-20,59.1482048034668,89.47135925292969,66.2376937866211,44.35210418701172,77.81196594238281,34.22877883911133,66.05689239501953,49.9444580078125
2024-03-21,58.34941864013672,89.04936218261719,65.92646026611328,44.66522216796875,78.04676055908203,34.66880798339844,66.19891357421875,49.678489685058594
2024-03-22,58.748809814453125,88.72115325927734,65.83213806152344,44.499454498291016,77.90586853027344,34.3598518371582,66.05689239501953,49.64999771118164
2024-03-25,59.5380859375,88.93683624267578,65.7944107055664,44.43498992919922,77.83073425292969,34.500282287597656,65.92434692382812,49.849464416503906
2024-03-26,58.415985107421875,87.83966827392578,65.33226776123047,42.98911666870117,77.46446228027344,34.22877883911133,65.55509948730469,49.203548431396484
2024-03-27,60.66019058227539,90.10902404785156,67.0110855102539,44.68363571166992,79.64337921142578,34.93095779418945,67.4581298828125,50.7043571472168
2024-03-28,60.7743034362793,90.69043731689453,67.66184997558594,45.300662994384766,80.86431884765625,35.174381256103516,68.00727081298828,51.05581283569336
2024-03-29,,,,,,,,
2024-04-01,60.27030944824219,90.09027099609375,67.05823516845703,45.273033142089844,79.41796875,34.856056213378906,67.56229400634766,50.60936737060547
2024-04-02,59.79484558105469,90.53102111816406,67.28459167480469,44.867828369140625,80.0284423828125,35.18374252319336,67.9788589477539,51.369266510009766
2024-04-03,59.48102951049805,89.99649810791016,66.94506072998047,44.784942626953125,79.20195770263672,34.837337493896484,67.19303131103516,51.37876892089844
2024-04-04,60.60313415527344,90.13715362548828,66.06793212890625,44.80335998535156,78.85446166992188,34.84669494628906,67.06995391845703,51.07481002807617
2024-04-05,61.03105545043945,89.94023895263672,65.93587493896484,44.729679107666016,78.84505462646484,34.95904541015625,66.76698303222656,50.846839904785156
2024-04-08,61.67769241333008,90.31534576416016,66.07735443115234,44.92307662963867,79.14559936523438,35.37098693847656,67.00367736816406,51.369266510009766
2024-04-09,62.17217254638672,91.2624740600586,66.57723236083984,45.632198333740234,79.90634155273438,35.45524597167969,67.86524963378906,51.64472961425781
2024-04-10,60.86940002441406,89.47135925292969,65.80384063720703,44.94150161743164,78.22518920898438,34.55646514892578,66.4450912475586,51.05581283569336
2024-04-11,60.80282974243164,89.35883331298828,65.6246337890625,45.144100189208984,77.8683090209961,34.45348358154297,65.56456756591797,50.808841705322266
2024-04-12,59.98503112792969,88.99310302734375,64.82295989990234,45.04280471801758,77.10757446289062,34.15388107299805,65.03438568115234,50.50487518310547
2024-04-15,59.67121505737305,88.27103424072266,64.5022964477539,44.13107681274414,75.98992156982422,33.957271575927734,64.48523712158203,50.50487518310547
2024-04-16,58.672733306884766,87.0894546508789,63.91753005981445,43.15488815307617,74.6750717163086,33.470428466796875,62.87571716308594,49.89695739746094
2024-04-17,60.66019058227539,88.61800384521484,65.83213806152344,44.499454498291016,76.29985046386719,34.09770202636719,64.32428741455078,50.52387619018555
2024-04-18,60.86940002441406,89.958984375,66.5583724975586,44.729679107666016,77.53958129882812,34.341129302978516,64.79768371582031,51.065311431884766
2024-04-19,61.145172119140625,92.12520599365234,68.04854583740234,45.89927291870117,79.07986450195312,35.15565490722656,66.35039520263672,51.97719192504883
2024-04-22,62.10560607910156,92.01266479492188,68.83137512207031,46.626808166503906,79.73729705810547,35.26799774169922,67.34451293945312,52.20515441894531
2024-04-23,62.95193862915039,92.08769989013672,69.08602142333984,46.663639068603516,80.35716247558594,35.16501998901367,67.71376037597656,52.4996223449707
2024-04-24,63.294273376464844,92.80037689208984,69.70849609375,47.179359436035156,81.11791229248047,35.361629486083984,68.20609283447266,52.55661392211914
2024-04-25,63.61759567260742,92.86602783203125,70.14234161376953,46.93992614746094,81.57811737060547,35.25864028930664,68.1492919921875,52.25265121459961
2024-04-26,62.75223922729492,91.6281967163086,69.04829406738281,46.461036682128906,80.07540130615234,34.9403190612793,67.52440643310547,51.25528335571289
2024-04-29,64.1120834350586,92.58470916748047,70.16121673583984,47.09647750854492,81.399658203125,35.3148193359375,68.43331146240234,51.74922180175781
