Date,PLD,AMT,CCI,SPG,O,PSA,WELL,EQIX
2023-09-08,113.89456939697266,167.642578125,87.36103820800781,102.27106475830078,48.69462966918945,249.8052978515625,78.74159240722656,734.9994506835938
2023-09-11,113.59699249267578,167.0772247314453,86.73603057861328,102.37813568115234,48.56259536743164,252.47987365722656,79.82833099365234,738.0292358398438
2023-09-12,113.42961883544922,166.06707763671875,86.2254638671875,103.0384292602539,48.54498291015625,251.4647216796875,79.68534088134766,736.5809936523438
2023-09-13,112.7414779663086,163.99111938476562,85.7765121459961,102.4049072265625,48.465763092041016,251.00331115722656,78.72252655029297,732.6079711914062
2023-09-14,115.61488342285156,167.8186492919922,88.24132537841797,104.73370361328125,48.51858901977539,254.7869415283203,80.56236267089844,745.2224731445312
2023-09-15,115.35266876220703,166.94747924804688,88.04448699951172,103.86822509765625,47.62074661254883,252.95970153808594,80.42891693115234,739.5535888671875
2023-09-18,114.93126678466797,166.3821563720703,87.25718688964844,101.94092559814453,47.29505920410156,249.05615234375,80.82927703857422,733.1224365234375
2023-09-19,113.84497833251953,164.37109375,86.75617218017578,101.94985961914062,47.532718658447266,249.50831604003906,79.82833099365234,720.5173950195312
2023-09-20,113.2269287109375,164.4174346923828,86.5503921508789,101.50372314453125,47.35667419433594,249.87741088867188,81.27733612060547,721.91796875
2023-09-21,107.27104949951172,156.91989135742188,83.11486053466797,99.61212921142578,45.825069427490234,242.84539794921875,79.82833099365234,698.8611450195312
2023-09-22,106.8215560913086,154.0376739501953,82.2917709350586,99.64781951904297,45.38494110107422,243.6114044189453,78.96084594726562,697.3367309570312
2023-09-25,106.05366516113281,153.58352661132812,82.58700561523438,100.04933166503906,45.05926513671875,243.38067626953125,79.30402374267578,698.7086791992188
2023-09-26,104.41487121582031,150.97935485839844,81.48656463623047,97.39039611816406,44.240631103515625,243.5560302734375,77.30211639404297,677.4430541992188
2023-09-27,104.18074035644531,147.99517822265625,80.25192260742188,96.53382873535156,43.71249008178711,244.53419494628906,76.45368957519531,673.6986694335938
2023-09-28,105.00482940673828,150.4325408935547,82.3812255859375,97.10487365722656,43.677284240722656,243.8882293701172,76.70155334472656,686.9134521484375
2023-09-29,105.07975006103516,152.40655517578125,82.33649444580078,96.39107513427734,44.18693542480469,243.18687438964844,78.09334564208984,691.95361328125
2023-10-02,102.54195404052734,149.8672332763672,81.35236358642578,93.35737609863281,43.34637451171875,240.62135314941406,77.9122314453125,679.0150756835938
2023-10-03,100.66903686523438,146.5216064453125,79.12462615966797,92.23311614990234,43.25789260864258,235.9794921875,75.60527038574219,668.0582275390625
2023-10-04,101.53057861328125,146.13235473632812,79.8672103881836,93.18785858154297,43.859554290771484,239.061767578125,77.83595275878906,682.1115112304688
2023-10-05,102.10182189941406,147.08689880371094,80.35032653808594,93.27706909179688,44.293113708496094,238.90487670898438,79.12289428710938,686.9325561523438
2023-10-06,101.98944854736328,147.8839569091797,81.57603454589844,93.16107177734375,44.33734893798828,243.60215759277344,77.67389678955078,689.476318359375
2023-10-09,102.50450134277344,150.1544952392578,83.36537170410156,94.0801010131836,44.726661682128906,249.56370544433594,78.28401184082031,696.8411865234375
2023-10-10,103.3192138671875,148.4320526123047,83.302734375,94.713623046875,44.4169807434082,250.5418701171875,79.76160430908203,703.8917236328125
2023-10-11,105.25767517089844,155.0410614013672,84.58212280273438,96.65873718261719,45.080570220947266,254.50091552734375,81.80164337158203,718.8215942382812
2023-10-12,102.68241882324219,153.74923706054688,84.3763427734375,95.78433227539062,44.48775863647461,251.8984832763672,81.02947998046875,708.21728515625
2023-10-13,102.68241882324219,156.2954864501953,84.58212280273438,95.4988021850586,44.76205062866211,251.123291015625,81.17247772216797,707.5597534179688
2023-10-16,103.87171936035156,158.37368774414062,84.61791229248047,96.65873718261719,44.89478302001953,254.45474243164062,81.66818237304688,715.91552734375
2023-10-17,101.25901794433594,156.2486572265625,83.56220245361328,98.28266143798828,45.09828567504883,251.95379638671875,82.51660919189453,707.82666015625
2023-10-18,97.7472915649414,152.38250732421875,81.35236358642578,96.85504150390625,44.1603889465332,246.05690002441406,81.75397491455078,698.3085327148438
2023-10-19,96.06168365478516,149.24644470214844,76.8432388305664,95.0259017944336,43.72682571411133,238.55422973632812,79.99993133544922,670.5640869140625
2023-10-20,95.92121887207031,149.8643035888672,77.06688690185547,94.713623046875,43.66490173339844,231.80824279785156,79.97132110595703,672.2884521484375
2023-10-23,94.4041519165039,149.11541748046875,77.48738861083984,93.87488555908203,43.36406707763672,228.79977416992188,79.11336517333984,666.4100341796875
2023-10-24,95.23758697509766,152.80374145507812,78.83834075927734,94.55300903320312,43.88610076904297,223.9272003173828,80.3526382446289,670.887939453125
2023-10-25,92.46569061279297,151.58677673339844,78.06891632080078,93.66967010498047,43.60295867919922,219.6267852783203,78.80831146240234,650.012939453125
2023-10-26,93.29911804199219,163.8780975341797,81.83547973632812,94.86529541015625,44.0542106628418,220.35577392578125,79.1610336303711,685.5223999023438
2023-10-27,91.13591003417969,161.0041961669922,80.40402221679688,93.27706909179688,43.35521697998047,220.16200256347656,77.54998016357422,676.833251953125
2023-10-30,92.59677124023438,161.61268615722656,80.68136596679688,93.9819564819336,40.89547348022461,220.39273071289062,78.04569244384766,681.5399169921875
2023-10-31,94.34796142578125,166.8081817626953,83.18643951416016,98.05066680908203,42.15532684326172,220.2912139892578,79.70441436767578,695.1739501953125
2023-11-01,95.14395141601562,166.98605346679688,82.69436645507812,100.37055969238281,42.698055267333984,223.87181091308594,81.43939971923828,704.2157592773438
2023-11-02,98.06568908691406,172.3874969482422,87.27508544921875,103.35963439941406,44.51311111450195,229.10430908203125,83.69868469238281,727.1390991210938
2023-11-03,99.7794189453125,178.39744567871094,88.0355453491211,105.18875885009766,45.24268341064453,233.71852111816406,84.31831359863281,734.3515014648438
2023-11-06,98.2623519897461,174.7746124267578,86.8993148803711,104.4660415649414,44.89568328857422,228.9751434326172,84.0228042602539,725.7384643554688
2023-11-07,97.60682678222656,173.6044464111328,86.38935089111328,102.82426452636719,45.109222412109375,228.84593200683594,81.64911651611328,722.1943359375
2023-11-08,98.44963073730469,172.64022827148438,86.49671936035156,103.00273895263672,45.55409622192383,231.34681701660156,82.33549499511719,724.0425415039062
2023-11-09,96.71719360351562,170.2250213623047,85.54837036132812,101.5304946899414,44.63766860961914,227.58163452148438,80.68629455566406,721.2509765625
2023-11-10,97.906494140625,172.05047607421875,85.56625366210938,102.90458679199219,44.53980255126953,225.89285278320312,81.96369934082031,731.0263671875
2023-11-13,95.9680404663086,171.89134216308594,85.47679138183594,103.09194946289062,44.397430419921875,227.32325744628906,82.0597152709961,726.5198364257812
2023-11-14,102.38275146484375,181.79554748535156,90.69273376464844,107.77632904052734,46.390438079833984,239.9384765625,83.47106170654297,753.1074829101562
2023-11-15,103.48776245117188,183.3682403564453,92.38365936279297,107.55326080322266,46.68404006958008,240.48294067382812,82.83740234375,748.2880859375
2023-11-16,103.26302337646484,186.39190673828125,93.15306091308594,107.44617462158203,47.23567199707031,239.48629760742188,83.3078384399414,747.6845092773438
2023-11-17,103.07572937011719,185.10943603515625,92.97412109375,108.57044219970703,47.07551574707031,237.81594848632812,83.99909973144531,742.194580078125
2023-11-20,103.94664001464844,186.8880615234375,93.43041229248047,109.52516174316406,47.35134506225586,238.16659545898438,85.01680755615234,751.4883422851562
2023-11-21,103.5814208984375,184.92221069335938,92.68782806396484,108.63290405273438,47.64494705200195,237.36373901367188,85.1992416381836,755.3016357421875
2023-11-22,104.45232391357422,186.0923614501953,92.24049377441406,108.05292510986328,47.43141555786133,235.06588745117188,85.16082763671875,761.0790405273438
2023-11-23,,,,,,,,
2023-11-24,104.88309478759766,186.58853149414062,92.66995239257812,107.82093048095703,47.965267181396484,235.35195922851562,86.04412841796875,761.7017822265625
2023-11-27,104.7613525390625,188.35780334472656,95.8639144897461,108.59719848632812,48.160987854003906,236.8192596435547,86.52417755126953,763.0623168945312
2023-11-28,104.9861068725586,190.2393798828125,99.42469024658203,108.9451904296875,47.87628173828125,236.85618591308594,85.74649047851562,763.5413208007812
2023-11-29,105.85700225830078,193.0102996826172,103.76385498046875,109.53407287597656,47.751708984375,238.00051879882812,84.68077850341797,774.4542846679688
2023-11-30,107.62691497802734,195.44422912597656,104.92691040039062,111.4345932006836,48.23984146118164,238.79417419433594,85.54486846923828,780.8737182617188
2023-12-01,110.74531555175781,197.0262908935547,106.0810546875,114.94119262695312,48.811988830566406,245.47552490234375,85.89051055908203,789.8894653320312
2023-12-04,112.68378448486328,195.39743041992188,105.95579528808594,116.75249481201172,49.643402099609375,248.5208740234375,86.23614501953125,787.8870849609375
2023-12-05,111.11052703857422,196.9701385498047,105.5263442993164,116.69001770019531,49.09807205200195,248.08712768554688,86.29373931884766,787.0726928710938
2023-12-06,111.48511505126953,197.29774475097656,104.75691986083984,117.53766632080078,48.910343170166016,248.85311889648438,83.93191528320312,774.4447021484375
2023-12-07,111.3914566040039,197.26034545898438,105.2490005493164,118.91377258300781,48.8924446105957,252.0184783935547,84.01832580566406,776.178955078125
2023-12-08,112.2342758178711,193.26309204101562,103.84436798095703,120.29890441894531,48.15044403076172,252.6829071044922,84.2199478149414,768.188232421875
2023-12-11,114.2476577758789,192.46737670898438,102.45763397216797,122.01901245117188,48.62425231933594,255.4699249267578,84.55598449707031,763.7904663085938
2023-12-12,114.3132095336914,191.9525146484375,101.9655532836914,121.75647735595703,48.70471954345703,254.69554138183594,85.0648193359375,769.232666015625
2023-12-13,121.0276107788086,197.55990600585938,104.4616928100586,126.07483673095703,50.617855072021484,263.6051940917969,87.22503662109375,775.6998291015625
2023-12-14,128.40689086914062,198.61773681640625,103.87678527832031,132.70176696777344,51.690650939941406,271.5819396972656,88.20435333251953,771.560791015625
2023-12-15,126.53141784667969,198.5989990234375,102.32611083984375,130.6829376220703,51.216835021972656,270.6116638183594,87.16744232177734,770.066162109375
2023-12-18,125.04237365722656,197.23226928710938,101.94525146484375,130.0220184326172,50.519508361816406,269.62274169921875,86.54336547851562,771.9920043945312
2023-12-19,126.05078125,197.52243041992188,103.36895751953125,131.4162139892578,51.06485366821289,275.0898132324219,86.68739318847656,775.5848999023438
2023-12-20,122.95957946777344,197.62542724609375,103.74983215332031,130.46563720703125,50.68936538696289,273.34521484375,84.99761962890625,761.1556396484375
2023-12-21,123.42137908935547,200.5929412841797,103.92213439941406,128.75457763671875,50.92181396484375,277.2169494628906,86.3609619140625,768.0253295898438
2023-12-22,124.77848815917969,201.44482421875,104.13069915771484,128.8270263671875,50.859230041503906,277.9539489746094,86.37055969238281,766.185791015625
2023-12-25,,,,,,,,
2023-12-26,125.77747344970703,202.42774963378906,104.81988525390625,130.05824279785156,51.583370208740234,281.63909912109375,86.8506088256836,770.4589233398438
2023-12-27,126.45601654052734,204.4846649169922,105.27328491210938,130.06729125976562,51.851566314697266,284.8111267089844,87.41706848144531,773.0746459960938
2023-12-28,127.40787506103516,204.8998260498047,105.29143524169922,130.61953735351562,52.37008285522461,287.1622009277344,87.52267456054688,779.9922485351562
2023-12-29,125.62670135498047,203.6920928955078,104.45716094970703,129.1348114013672,51.55924606323242,284.5499572753906,86.57218170166016,771.6566162109375
2024-01-01,,,,,,,,
2024-01-02,126.87068939208984,206.4566650390625,105.75391387939453,129.48788452148438,52.59186935424805,290.9219665527344,86.63939666748047,776.533447265625
2024-01-03,123.0067138671875,202.5692901611328,102.91555786132812,126.82624053955078,51.837608337402344,282.6933898925781,85.36246490478516,763.1389770507812
2024-01-04,122.78995513916016,203.29580688476562,103.37803649902344,126.98014831542969,51.80168533325195,280.0531311035156,85.16082763671875,761.5869140625
2024-01-05,123.0444107055664,202.1824188232422,103.16946411132812,127.33322143554688,52.008216857910156,278.58837890625,84.98802185058594,755.3687133789062
2024-01-08,125.5041732788086,203.8808135986328,104.06722259521484,128.8270263671875,53.40898895263672,279.99713134765625,86.2265396118164,769.6158447265625
2024-01-09,125.40994262695312,199.89906311035156,103.16039276123047,128.69122314453125,53.238380432128906,276.9930419921875,86.01531982421875,765.2371826171875
2024-01-10,125.86229705810547,197.17221069335938,102.843017578125,130.98165893554688,53.076751708984375,275.4256896972656,87.10984802246094,770.6986083984375
2024-01-11,123.76067352294922,195.92674255371094,102.21730041503906,130.7100830078125,53.220428466796875,270.8822326660156,86.3897705078125,767.4887084960938
2024-01-12,123.9774398803711,197.60623168945312,102.20822143554688,132.7379608154297,52.88819885253906,275.2484130859375,88.261962890625,780.88330078125
2024-01-15,,,,,,,,
2024-01-16,122.48837280273438,196.30416870117188,100.50340270996094,131.75119018554688,52.385345458984375,275.0804748535156,87.6762924194336,784.8115234375
2024-01-17,119.55740356445312,193.379150390625,98.3905029296875,128.66404724121094,51.37067413330078,274.75396728515625,86.0633316040039,765.400146484375
2024-01-18,118.991943359375,192.39788818359375,97.74665069580078,128.40151977539062,50.391944885253906,271.46063232421875,85.4584732055664,760.4945678710938
2024-01-19,121.04644775390625,192.36013793945312,97.90988159179688,128.2113800048828,50.751102447509766,272.3469543457031,86.26496124267578,769.0696411132812
2024-01-22,121.32918548583984,192.50167846679688,98.62627410888672,128.5735321044922,49.90705490112305,273.9609069824219,85.3912582397461,768.6673583984375
2024-01-23,120.64119720458984,190.84103393554688,97.8917465209961,129.0985870361328,50.27521514892578,272.28167724609375,84.5463638305664,765.5343017578125
2024-01-24,118.21914672851562,185.6515655517578,95.72443389892578,128.0937042236328,49.37727737426758,269.3521728515625,83.65347290039062,761.91259765625
2024-01-25,118.93539428710938,188.90679931640625,100.48526763916016,129.30682373046875,49.763389587402344,272.123046875,83.73988342285156,781.1610717773438
2024-01-26,119.56683349609375,186.151611328125,98.4811782836914,128.51919555664062,49.35932159423828,270.4437255859375,83.90310668945312,777.0123901367188
2024-01-29,120.5280990600586,187.86886596679688,98.79856872558594,128.3109893798828,49.31441879272461,270.37841796875,83.69187927246094,796.922119140625
2024-01-30,119.24639129638672,184.51930236816406,97.91896057128906,126.0567398071289,49.547889709472656,265.6670227050781,83.46145629882812,806.3308715820312
2024-01-31,119.39718627929688,184.60418701171875,98.16378784179688,125.48638153076172,49.06703186035156,264.2023010253906,83.05821228027344,795.0154418945312
2024-02-01,122.93132019042969,187.1895294189453,100.71197509765625,126.20156860351562,49.842872619628906,267.25299072265625,84.70960235595703,810.8818969726562
2024-02-02,121.80982208251953,182.5850372314453,98.22725677490234,124.87982177734375,48.88661193847656,261.7486267089844,84.42154693603516,808.1416625976562
2024-02-05,119.60453033447266,178.77313232421875,95.75164031982422,123.83869934082031,47.497337341308594,255.7777557373047,83.05821228027344,801.3773193359375
2024-02-06,122.98786926269531,180.84890747070312,97.6287612915039,129.81381225585938,48.489681243896484,259.9666748046875,83.0774154663086,802.9103393554688
2024-02-07,121.65901947021484,182.68882751464844,96.9123764038086,129.8590545654297,48.137847900390625,262.3551025390625,83.2982406616211,811.2650146484375
2024-02-08,124.08108520507812,182.70770263671875,97.48367309570312,130.45660400390625,47.957420349121094,265.797607421875,83.50946807861328,819.5048828125
2024-02-09,124.85388946533203,183.46250915527344,98.29981231689453,133.01861572265625,47.59657287597656,265.0233154296875,84.1623306274414,819.9169311523438
2024-02-12,124.44865417480469,180.9432830810547,98.10939025878906,131.90509033203125,47.5153694152832,262.4763488769531,84.05671691894531,814.3790283203125
2024-02-13,123.34598541259766,177.7823944091797,95.42517852783203,129.93148803710938,46.47793197631836,258.0914611816406,83.78789520263672,797.8036499023438
2024-02-14,122.98786926269531,177.84844970703125,95.94207763671875,129.33399963378906,46.36064529418945,261.6740417480469,89.64450073242188,797.9281616210938
2024-02-15,125.43820190429688,178.76368713378906,97.92801666259766,133.98731994628906,46.92898941040039,267.06646728515625,89.99972534179688,838.322265625
2024-02-16,125.71150207519531,176.56521606445312,98.13658142089844,135.7617645263672,47.208648681640625,262.64422607421875,89.41407012939453,820.3671264648438
2024-02-19,,,,,,,,
2024-02-20,125.67381286621094,177.76351928710938,98.7713623046875,134.8021240234375,47.33495330810547,265.0699462890625,89.10684204101562,818.9396362304688
2024-02-21,125.73977661132812,177.59368896484375,97.65597534179688,136.0514373779297,47.533416748046875,269.2682189941406,90.4893798828125,828.5111694335938
2024-02-22,125.75863647460938,177.39552307128906,97.90988159179688,137.1649932861328,47.65068435668945,266.2547912597656,90.66333770751953,843.92724609375
2024-02-23,125.54188537597656,179.2071533203125,98.56280517578125,136.11483764648438,47.758949279785156,265.6856384277344,90.26713562011719,845.335693359375
2024-02-26,124.92929077148438,177.12191772460938,96.05995178222656,135.37249755859375,47.35299301147461,259.9386901855469,88.76927947998047,840.861328125
2024-02-27,124.86333465576172,176.14060974121094,95.79698944091797,135.5263671875,47.190608978271484,260.8343200683594,89.02053833007812,840.5628051757812
2024-02-28,126.27698516845703,182.82090759277344,98.45397186279297,135.67123413085938,46.92898941040039,261.49676513671875,88.76927947998047,858.6825561523438
2024-02-29,125.5984115600586,187.6330108642578,99.69631958007812,134.11407470703125,47.24358367919922,264.8367004394531,89.0591812133789,855.7459106445312
2024-03-01,126.85185241699219,190.36924743652344,100.71197509765625,136.19630432128906,47.36144256591797,264.2489318847656,89.600341796875,867.0203857421875
2024-03-04,125.91883850097656,194.5113983154297,102.28984832763672,137.97979736328125,47.78754806518555,265.9655456542969,90.2574691772461,879.6616821289062
2024-03-05,124.81619262695312,193.8226318359375,101.17445373535156,135.67123413085938,47.37051010131836,260.76904296875,88.46971130371094,862.2256469726562
2024-03-06,125.41935729980469,194.37930297851562,101.62786102294922,137.89833068847656,47.288909912109375,264.70611572265625,88.97220611572266,872.9028930664062
2024-03-07,125.09892272949219,193.17156982421875,101.2107162475586,137.2838897705078,47.36144256591797,266.8984680175781,88.94322204589844,872.3445434570312
2024-03-08,127.29480743408203,195.60592651367188,102.3986587524414,138.43939208984375,47.968868255615234,273.475830078125,88.90457153320312,876.2341918945312
2024-03-11,126.39947509765625,195.07754516601562,101.80016326904297,137.37557983398438,48.13206100463867,272.123046875,89.58100891113281,860.3095703125
2024-03-12,126.82357788085938,192.65261840820312,100.6303482055664,138.10923767089844,47.941673278808594,273.8952331542969,89.73563385009766,859.5875854492188
2024-03-13,125.65496826171875,190.92596435546875,99.83234405517578,138.9254150390625,47.397705078125,272.2832946777344,89.56169128417969,834.9593505859375
2024-03-14,123.2234878540039,187.9443817138672,97.68438720703125,136.9720916748047,46.83560562133789,264.5442199707031,88.61466217041016,832.5427856445312
2024-03-15,122.49243927001953,186.1988067626953,97.29801177978516,138.26513671875,47.31611251831055,261.1506042480469,88.27644348144531,818.7460327148438
2024-03-18,121.6569595336914,184.8495330810547,95.99175262451172,139.34725952148438,47.33423614501953,261.65966796875,89.19447326660156,828.624267578125
2024-03-19,121.38162231445312,185.52890014648438,96.1849365234375,141.31893920898438,47.23451614379883,261.4051818847656,90.50872039794922,813.1522216796875
2024-03-20,122.18861389160156,183.64183044433594,96.14814758300781,142.51113891601562,47.54277038574219,265.85443115234375,89.86125183105469,794.185302734375
2024-03-21,123.31842041015625,182.99075317382812,95.35702514648438,142.88711547851562,47.58809280395508,265.69415283203125,89.96755981445312,781.43798828125
2024-03-22,122.1126708984375,181.9056854248047,94.56591796875,139.26473999023438,47.21638488769531,263.3470153808594,88.98187255859375,771.1649169921875
2024-03-25,120.69805145263672,184.51930236816406,95.22824096679688,138.5310821533203,47.297977447509766,259.9629211425781,88.19912719726562,763.0294189453125
2024-03-26,118.80874633789062,183.14173889160156,93.7656021118164,138.17343139648438,47.68782043457031,259.50103759765625,87.94786834716797,770.2984619140625
2024-03-27,122.34053039550781,186.23655700683594,97.13243103027344,141.5298614501953,48.748558044433594,271.5762939453125,89.67764282226562,784.9713134765625
2024-03-28,123.63172149658203,186.4346923828125,97.35322570800781,143.51072692871094,49.28329086303711,273.42388916015625,90.2961196899414,794.6185913085938
2024-03-29,,,,,,,,
2024-04-01,121.44807434082031,182.11325073242188,95.90896606445312,140.75038146972656,48.70027160644531,270.0680847167969,88.89490509033203,770.2791748046875
2024-04-02,119.22647094726562,181.33013916015625,94.61190795898438,137.59568786621094,48.162803649902344,267.12701416015625,87.91889190673828,763.1738891601562
2024-04-03,119.71067810058594,181.4527587890625,93.98637390136719,137.32974243164062,48.071720123291016,264.2425231933594,88.19912719726562,759.5537109375
2024-04-04,118.38150024414062,179.5562744140625,93.19525909423828,135.67901611328125,47.93506622314453,264.5442199707031,87.39706420898438,751.9766235351562
2024-04-05,118.42896270751953,179.43360900878906,92.70771026611328,137.69654846191406,48.290340423583984,266.3634948730469,88.67263793945312,755.2212524414062
2024-04-08,119.78662872314453,177.5842742919922,92.16497039794922,137.88914489746094,48.8642578125,271.12384033203125,88.70164489746094,758.8604736328125
2024-04-09,119.8720703125,181.92457580566406,93.82998657226562,137.73324584960938,49.53837585449219,276.5157470703125,88.90457153320312,771.4249267578125
2024-04-10,114.51742553710938,171.68711853027344,89.87442016601562,133.47808837890625,47.497802734375,260.0289001464844,87.16513061523438,747.0952758789062
2024-04-11,114.1661376953125,170.06866455078125,89.3040771484375,134.679443359375,47.588897705078125,259.3973388671875,87.32942199707031,745.0253295898438
2024-04-12,112.97937774658203,170.60182189941406,88.96371459960938,132.79946899414062,47.388492584228516,256.5317077636719,86.7689208984375,735.6188354492188
2024-04-15,109.93177795410156,169.5736083984375,87.98860931396484,130.58016967773438,47.051429748535156,250.51760864257812,86.10213470458984,716.4208984375
2024-04-16,108.9349136352539,163.9471893310547,86.43397521972656,128.70938110351562,46.2771110534668,247.1806182861328,85.3387222290039,714.524169921875
2024-04-17,101.10230255126953,163.76632690429688,85.59687805175781,129.25045776367188,46.71437454223633,246.79412841796875,86.68194580078125,707.2261352539062
2024-04-18,99.39337921142578,162.7952423095703,86.81114196777344,128.7277069091797,47.397586822509766,245.35189819335938,87.75460052490234,712.3193359375
2024-04-19,98.25408172607422,163.0808563232422,87.57465362548828,128.79190063476562,48.31766891479492,245.4461669921875,88.24744415283203,720.1661376953125
2024-04-22,98.8142318725586,164.03286743164062,87.46427154541016,130.59852600097656,48.581851959228516,246.44537353515625,88.5276870727539,726.6551513671875
2024-04-23,99.52629089355469,165.82266235351562,87.82303619384766,131.85488891601562,48.636505126953125,247.1806182861328,89.80328369140625,733.5488891601562
2024-04-24,97.95977020263672,165.03250122070312,87.79542541503906,130.96531677246094,48.89157485961914,247.1334991455078,90.54737091064453,728.6771240234375
2024-04-25,98.12116241455078,164.6040802001953,86.66395568847656,130.89195251464844,49.010009765625,243.84365844726562,90.8372802734375,710.8751831054688
2024-04-26,98.79524230957031,163.4521484375,86.08441162109375,130.55267333984375,48.92802047729492,242.9481658935547,91.16583251953125,704.3859252929688
2024-04-29,99.69718170166016,166.59378051757812,87.68505096435547,132.81777954101562,49.474605560302734,247.84988403320312,92.55738067626953,699.3120727539062
2024-04-30,96.8869400024414,163.328369140625,86.26839447021484,128.8744354248047,49.00504684448242,244.56951904296875,92.07421112060547,684.6487426757812
2024-05-01,96.72553253173828,168.3550262451172,87.60225677490234,128.553466796875,49.35285949707031,245.2293243408203,91.1851577758789,669.4559326171875
2024-05-02,99.24147033691406,171.0206756591797,88.71533966064453,129.63560485839844,50.259002685546875,248.7925567626953,92.84729766845703,672.7005615234375
2024-05-03,100.53266906738281,173.01992797851562,89.58924865722656,131.07537841796875,50.57936477661133,250.51760864257812,92.58637237548828,674.12548828125
2024-05-06,99.37438201904297,170.11627197265625,88.23697662353516,132.4601593017578,50.753273010253906,253.7508544921875,93.52373504638672,667.9154663085938
2024-05-07,102.30805206298828,172.58200073242188,88.44857025146484,135.67901611328125,50.35969543457031,257.5308532714844,94.18086242675781,685.3804931640625
2024-05-08,100.5231704711914,172.629638671875,89.5156478881836,135.61485290527344,50.14917755126953,253.59060668945312,95.0892333984375,666.9335327148438
2024-05-09,102.6783218383789,177.42776489257812,91.87979888916016,136.76113891601562,50.00271987915039,259.59527587890625,95.82366943359375,743.68701171875
2024-05-10,102.05170440673828,175.6379852294922,91.53943634033203,135.46812438964844,50.35054016113281,260.1137390136719,96.09590911865234,729.4857788085938
2024-05-13,102.23209381103516,176.12351989746094,92.0269775390625,134.78030395507812,50.304779052734375,261.0281066894531,96.72793579101562,747.9810791015625
2024-05-14,102.8017349243164,177.98948669433594,92.96527862548828,137.13714599609375,50.2224006652832,263.7806091308594,96.08619689941406,760.429931640625
2024-05-15,104.42522430419922,182.80670166015625,95.22824096679688,137.78826904296875,50.442073822021484,270.20947265625,98.20587921142578,779.5508422851562
2024-05-16,105.18474578857422,185.5865936279297,95.68817901611328,136.33013916015625,50.51529312133789,270.5582275390625,98.15727233886719,769.7496948242188
2024-05-17,105.85882568359375,185.17721557617188,94.64869689941406,136.4493408203125,50.46037673950195,272.1136169433594,98.48785400390625,770.0674438476562
2024-05-20,106.38101196289062,182.55914306640625,92.5605239868164,134.2300567626953,50.32307815551758,269.50244140625,98.05030059814453,765.6867065429688
2024-05-21,105.00436401367188,184.81546020507812,92.68011474609375,135.69735717773438,50.41462326049805,266.7970886230469,98.30311584472656,766.8675537109375
2024-05-22,103.69418334960938,182.1593017578125,92.19257354736328,134.06500244140625,49.1698112487793,266.77825927734375,99.05181884765625,756.4329223632812
2024-05-23,100.29530334472656,177.64674377441406,91.07948303222656,132.66189575195312,47.879241943359375,258.62432861328125,97.19464111328125,742.9490966796875
2024-05-24,99.4503402709961,177.00888061523438,90.26078796386719,135.61485290527344,47.76024627685547,256.7673645019531,98.07947540283203,741.584228515625
2024-05-27,,,,,,,,
2024-05-28,99.68768310546875,176.15206909179688,89.87442016601562,134.97288513183594,47.20191192626953,254.9762725830078,98.04058837890625,744.0912475585938
2024-05-29,99.68768310546875,176.42816162109375,90.03079223632812,134.8995361328125,46.83579635620117,248.67001342773438,97.85584259033203,735.6795043945312
2024-05-30,102.12767028808594,181.62619018554688,91.64981079101562,136.12838745117188,47.366661071777344,252.85533142089844,99.32408142089844,736.27001953125
2024-05-31,104.89993286132812,186.34820556640625,94.2899398803711,138.76034545898438,48.56570816040039,258.124755859375,100.80201721191406,738.5447998046875
2024-06-03,101.96627044677734,187.5191650390625,94.85107421875,139.02630615234375,49.03759765625,258.6526794433594,101.18122863769531,727.3937377929688
2024-06-04,103.26695251464844,190.7941131591797,95.32023620605469,139.8241729736328,50.06783676147461,262.9699401855469,101.59933471679688,740.1903076171875
2024-06-05,103.23846435546875,188.68064880371094,94.17955017089844,140.72286987304688,49.699893951416016,261.24493408203125,102.1049575805664,734.314697265625
2024-06-06,104.4442138671875,189.9182586669922,93.49882507324219,141.02548217773438,49.91146469116211,260.30224609375,101.75491333007812,738.3995361328125
2024-06-07,104.62459564208984,184.93919372558594,92.5605239868164,141.03477478027344,49.046791076660156,258.1153259277344,100.93814849853516,729.261962890625
2024-06-10,105.54551696777344,185.3771209716797,91.8521957397461,141.26707458496094,48.485679626464844,258.30389404296875,100.66588592529297,738.1091918945312
2024-06-11,105.93478393554688,183.9967041015625,92.22935485839844,140.09634399414062,48.0533447265625,258.8883056640625,100.59783172607422,735.9312744140625
2024-06-12,107.10254669189453,184.5203094482422,91.6866226196289,142.30770874023438,48.467281341552734,262.7958068847656,100.02415466308594,737.063720703125
2024-06-13,106.69429779052734,187.3383026123047,91.83380126953125,141.10911560058594,48.954811096191406,269.3337707519531,100.99649047851562,742.0487670898438
2024-06-14,106.60885620117188,189.13336181640625,92.61415100097656,138.28453063964844,49.09278869628906,269.95330810546875,101.16178131103516,741.7197265625
2024-06-17,106.56097412109375,184.57373046875,90.03478240966797,137.2067108154297,48.816837310791016,270.47747802734375,100.918701171875,737.9639892578125
2024-06-18,105.38314819335938,185.05368041992188,89.1002426147461,136.5098419189453,48.844417572021484,277.7683410644531,101.0645523071289,749.056884765625
2024-06-19,,,,,,,,
