Date,LIN,APD,ECL,SHW,PPG,MLM,VMC,NUE,STLD,FCX,ALB,DD
2024-01-04,398.3034362792969,258.27734375,192.1616973876953,290.7221984863281,138.29161071777344,480.6881103515625,217.5054473876953,167.41973876953125,113.4664077758789,40.41342544555664,131.52716064453125,30.75888442993164
2024-01-05,398.820068359375,258.18170166015625,191.92578125,291.61669921875,139.27456665039062,481.40997314453125,218.43191528320312,165.9602508544922,113.23258972167969,40.277252197265625,131.430419921875,30.811113357543945
2024-01-08,398.010986328125,260.7525634765625,192.64334106445312,294.35906982421875,140.6583251953125,491.14105224609375,220.7777099609375,168.0813446044922,114.03150177001953,41.0456428527832,132.15611267089844,30.803075790405273
2024-01-09,396.4512939453125,256.2129821777344,192.59417724609375,292.43255615234375,139.5513153076172,491.81353759765625,220.20603942871094,162.59376525878906,110.10509490966797,40.559326171875,129.3403778076172,30.65843963623047
2024-01-10,395.66168212890625,255.13304138183594,194.02932739257812,293.3073425292969,140.56289672851562,494.40447998046875,222.85733032226562,164.29647827148438,109.93946075439453,40.17026901245117,128.634033203125,30.60621452331543
2024-01-11,395.7396240234375,252.86805725097656,194.64862060546875,292.34405517578125,139.70399475097656,491.82342529296875,221.13250732421875,163.64459228515625,110.21227264404297,40.053123474121094,124.48297882080078,30.43747329711914
2024-01-12,398.62518310546875,252.4284210205078,195.5332794189453,297.3471984863281,138.90237426757812,490.3894348144531,220.73828125,164.32565307617188,110.3096923828125,39.96526336669922,121.96719360351562,30.345067977905273
2024-01-15,,,,,,,,,,,,
2024-01-16,396.41229248046875,248.91146850585938,195.65122985839844,294.9586486816406,137.19410705566406,490.3399963378906,219.18099975585938,166.18406677246094,108.73133087158203,37.97383499145508,121.87042236328125,29.61787986755371
2024-01-17,396.5097351074219,248.61520385742188,194.07847595214844,295.7450256347656,136.54515075683594,487.6402282714844,218.0771026611328,164.48135375976562,109.46204376220703,37.32954788208008,116.79048156738281,29.36075210571289
2024-01-18,397.58209228515625,248.51007080078125,197.04705810546875,301.1413269042969,138.3297882080078,497.4306335449219,221.88157653808594,161.90293884277344,109.79332733154297,37.300262451171875,114.16825866699219,29.4652099609375
2024-01-19,397.1239013671875,249.0930938720703,196.46710205078125,298.8314208984375,134.932373046875,499.8831481933594,222.82777404785156,162.28240966796875,109.95894622802734,37.8469352722168,111.4009017944336,29.601806640625
2024-01-22,396.2367858886719,249.37017822265625,197.45008850097656,302.2323913574219,135.6481170654297,502.4148254394531,224.01051330566406,165.83380126953125,112.462890625,36.587646484375,116.83885955810547,29.88705825805664
2024-01-23,397.62109375,251.5778350830078,195.78884887695312,300.246826171875,135.93441772460938,494.7901611328125,219.59495544433594,167.09861755371094,113.15463256835938,37.2612190246582,118.61925506591797,30.007587432861328
2024-01-24,391.1774597167969,245.76722717285156,193.2724151611328,295.92193603515625,134.5888214111328,489.2027587890625,216.6381072998047,167.964599609375,113.54435729980469,38.77430725097656,117.7484130859375,25.793107986450195
2024-01-25,393.3123474121094,251.9696807861328,195.23838806152344,298.72332763671875,136.26841735839844,499.2304992675781,220.19618225097656,169.97865295410156,112.92080688476562,38.5009765625,114.61335754394531,25.756948471069336
2024-01-26,393.8680419921875,250.2971954345703,195.11061096191406,296.6985168457031,136.5070037841797,496.0461120605469,219.16131591796875,170.3678436279297,113.01823425292969,38.64741134643555,115.95832824707031,25.98193359375
2024-01-29,395.3984375,249.5613555908203,195.857666015625,302.8320007324219,136.33523559570312,507.4583435058594,226.0704345703125,171.86619567871094,113.85612487792969,39.27217102050781,119.20950317382812,25.515892028808594
2024-01-30,397.58209228515625,247.7932891845703,197.32229614257812,302.3797912597656,136.53565979003906,511.7701110839844,227.72628784179688,183.7948760986328,119.30243682861328,39.01836395263672,116.41311645507812,25.29090118408203
2024-01-31,394.6380920410156,244.3814697265625,194.84523010253906,299.1853332519531,134.5983428955078,502.7906494140625,222.75877380371094,181.8781280517578,117.58768463134766,38.74502182006836,111.02352905273438,24.828876495361328
2024-02-01,398.3619384765625,248.0608673095703,196.6243896484375,303.8050842285156,135.03733825683594,509.80206298828125,227.0462188720703,180.60353088378906,116.7108154296875,39.22336196899414,112.99745178222656,24.89316177368164
2024-02-02,396.8412170410156,246.7324981689453,195.93629455566406,304.6994934082031,133.69174194335938,514.1533813476562,231.0675506591797,178.43377685546875,117.07130432128906,39.145259857177734,110.54940032958984,25.053863525390625
2024-02-05,390.54388427734375,208.36122131347656,192.22067260742188,299.2934265136719,131.28683471679688,502.8993835449219,226.34642028808594,177.38299560546875,118.36710357666016,37.759071350097656,105.20820617675781,24.591838836669922
2024-02-06,405.09796142578125,208.389892578125,196.54574584960938,302.6255798339844,133.50086975097656,508.8132629394531,228.2486572265625,176.4489288330078,117.08104705810547,39.21359634399414,109.35923767089844,26.411819458007812
2024-02-07,406.33599853515625,205.83816528320312,199.5438232421875,304.57171630859375,133.00462341308594,518.6727294921875,233.11756896972656,181.17759704589844,121.35819244384766,38.26669692993164,111.32349395751953,26.709125518798828
2024-02-08,403.5772399902344,210.16748046875,199.4356689453125,306.8226318359375,132.29844665527344,519.5924072265625,235.0099639892578,181.2554168701172,121.63099670410156,37.212406158447266,110.62681579589844,26.958215713500977
2024-02-09,408.86077880859375,210.10060119628906,199.26858520507812,306.41961669921875,133.20506286621094,521.3033447265625,236.54754638671875,181.49864196777344,121.77713775634766,36.47050094604492,112.02983093261719,27.191238403320312
2024-02-12,409.0459899902344,212.728759765625,199.52413940429688,305.12225341796875,134.46473693847656,526.4061889648438,236.6756591796875,181.070556640625,120.62747192382812,36.792640686035156,116.20024108886719,27.50863265991211
2024-02-13,405.7706298828125,207.96939086914062,217.41427612304688,301.96697998046875,132.4033966064453,521.412109375,233.70895385742188,174.62945556640625,115.32730865478516,35.787166595458984,108.5657958984375,26.853757858276367
2024-02-14,407.8664855957031,207.39596557617188,213.27598571777344,305.7218322753906,133.7012939453125,533.4869995117188,237.63172912597656,176.166748046875,116.66209411621094,36.314308166503906,110.68487548828125,27.179183959960938
2024-02-15,417.8974609375,216.89559936523438,212.7845001220703,307.17657470703125,136.54885864257812,529.709228515625,238.97215270996094,181.3235321044922,120.91976928710938,37.33931350708008,113.69412994384766,27.500595092773438
2024-02-16,420.7633972167969,216.80001831054688,211.71304321289062,303.8050842285156,136.0598907470703,533.8924560546875,251.4795684814453,180.5646209716797,120.16954803466797,37.9055061340332,118.61925506591797,27.500595092773438
2024-02-19,,,,,,,,,,,,
2024-02-20,424.9844055175781,217.98509216308594,212.70587158203125,305.9478759765625,135.34080505371094,527.2368774414062,247.76382446289062,179.01759338378906,119.45832061767578,37.23193359375,111.10093688964844,27.30774688720703
2024-02-21,428.3962707519531,217.99465942382812,213.2366485595703,308.92620849609375,136.76937866210938,530.3619384765625,249.78433227539062,179.37757873535156,118.9127197265625,37.93478775024414,114.71011352539062,27.745668411254883
2024-02-22,435.77569580078125,221.24403381347656,215.97914123535156,315.1481628417969,137.46929931640625,542.0904541015625,253.2438507080078,181.60568237304688,121.57254791259766,37.74930953979492,114.35209655761719,28.09520149230957
2024-02-23,436.2923278808594,222.47686767578125,218.55455017089844,317.2415466308594,138.41845703125,542.6048583984375,253.52967834472656,184.85543823242188,123.7452163696289,38.032405853271484,116.74210357666016,28.107255935668945
2024-02-26,433.73834228515625,219.1988067626953,216.5296173095703,317.7143859863281,136.47218322753906,547.18359375,257.3242492675781,186.4121856689453,127.70086669921875,37.124549865722656,117.58392333984375,28.08716583251953
2024-02-27,433.601806640625,221.46383666992188,218.30880737304688,322.846923828125,135.1011199951172,552.8896484375,259.7685546875,187.9008331298828,129.55201721191406,37.2514533996582,124.4249267578125,27.962617874145508
2024-02-28,439.8407287597656,222.1136932373047,221.17909240722656,324.7778015136719,134.68881225585938,559.8319702148438,258.5267333984375,186.9959716796875,129.08436584472656,36.519309997558594,127.78251647949219,28.128246307373047
2024-02-29,437.5206604003906,223.6714630126953,221.01199340820312,327.0928649902344,135.76268005371094,571.3134155273438,262.0256652832031,187.10301208496094,130.3801727294922,36.909786224365234,133.38499450683594,27.95050048828125
2024-03-01,437.90081787109375,225.54466247558594,221.6705780029297,330.2452392578125,133.76840209960938,584.1661987304688,264.039794921875,185.5462646484375,130.27301025390625,37.02693176269531,138.17465209960938,28.0999698638916
2024-03-04,444.12994384765625,227.84791564941406,222.05393981933594,332.0874328613281,133.4807891845703,595.9990234375,264.4544677734375,182.10191345214844,126.8921890258789,37.40764617919922,128.8856201171875,28.132286071777344
2024-03-05,449.35498046875,228.966064453125,219.6063232421875,328.3241882324219,133.06849670410156,596.9891357421875,261.62091064453125,179.80569458007812,125.19691467285156,36.2362174987793,105.85649108886719,27.873748779296875
2024-03-06,451.93829345703125,232.33010864257812,219.73410034179688,331.4864807128906,134.34365844726562,601.3955078125,263.9509582519531,179.6597442626953,126.61942291259766,37.23193359375,115.71642303466797,28.390825271606445
2024-03-07,453.57598876953125,234.30841064453125,220.74659729003906,339.5350646972656,135.0915069580078,605.910888671875,267.732421875,181.37216186523438,129.0063934326172,38.8621711730957,118.68699645996094,28.758440017700195
2024-03-08,450.90496826171875,230.9061279296875,219.65548706054688,335.62408447265625,134.92852783203125,590.9984130859375,263.319091796875,180.7981414794922,128.10032653808594,38.90121841430664,114.49725341796875,28.84326934814453
2024-03-11,457.66046142578125,236.9556884765625,220.08799743652344,335.32855224609375,136.62557983398438,589.8696899414062,261.59130859375,179.8251495361328,126.58041381835938,39.457645416259766,120.70928955078125,29.1462459564209
2024-03-12,459.6004333496094,234.02169799804688,219.7537841796875,337.60418701171875,135.48460388183594,597.24658203125,266.1625671386719,177.9473114013672,127.96391296386719,39.399078369140625,119.91585540771484,29.101810455322266
2024-03-13,464.30316162109375,236.33447265625,221.34620666503906,331.8017272949219,136.0311279296875,598.9893188476562,265.9058532714844,179.12460327148438,130.50680541992188,42.3764533996582,121.71561431884766,29.804712295532227
2024-03-14,463.3743591308594,234.27975463867188,221.00213623046875,329.9398193359375,133.2314910888672,600.5934448242188,267.2979736328125,177.16893005371094,128.7628173828125,42.288604736328125,116.37678527832031,29.816831588745117
2024-03-15,457.7916564941406,233.79232788085938,222.84030151367188,329.6837158203125,132.1768341064453,590.4241333007812,263.47698974609375,183.38623046875,134.3553009033203,43.54788589477539,118.56084442138672,29.6633243560791
2024-03-18,455.7188720703125,234.72894287109375,224.80136108398438,330.2846374511719,133.3369598388672,590.909423828125,266.0046081542969,184.67054748535156,136.37208557128906,43.420982360839844,120.9293441772461,29.699676513671875
2024-03-19,456.3251037597656,231.1068115234375,224.03273010253906,331.57513427734375,135.76268005371094,596.3653564453125,265.59979248046875,185.78945922851562,137.2587127685547,43.27455520629883,117.00774383544922,29.780475616455078
2024-03-20,456.3837585449219,228.36395263671875,225.2842559814453,335.9786682128906,136.39544677734375,597.7219848632812,268.2951965332031,188.2705535888672,139.0513916015625,44.914554595947266,120.80316162109375,30.099607467651367
2024-03-21,455.9046936035156,225.05728149414062,225.49122619628906,342.06683349609375,137.68980407714844,606.9407348632812,272.0963439941406,191.07273864746094,140.162109375,45.13908386230469,121.2011489868164,30.321788787841797
2024-03-22,457.8013916015625,226.22320556640625,225.93466186523438,337.7716369628906,136.68309020996094,601.1677856445312,270.8819580078125,189.18516540527344,140.30824279785156,44.02621841430664,117.31836700439453,30.596487045288086
2024-03-25,456.4913024902344,227.0355682373047,223.7666473388672,336.9145812988281,135.33120727539062,598.8804931640625,269.1640319824219,190.19705200195312,140.4446258544922,44.270267486572266,114.88191223144531,30.67728042602539
2024-03-26,457.1268310546875,227.2935791015625,224.90975952148438,336.9145812988281,135.9735870361328,604.11865234375,270.3981628417969,188.81544494628906,141.10716247558594,43.66503143310547,115.52257537841797,30.51569366455078
2024-03-27,455.83624267578125,232.33010864257812,228.38841247558594,341.73187255859375,138.5814666748047,605.861328125,269.3319091796875,193.73289489746094,143.66795349121094,44.78765106201172,125.02570343017578,30.90350341796875
2024-03-28,453.9688415527344,233.2350616455078,227.54090881347656,342.1653137207031,138.92660522460938,607.9209594726562,269.460205078125,193.08895874023438,144.8799285888672,45.900508880615234,127.87954711914062,30.972177505493164
2024-03-29,,,,,,,,,,,,
2024-04-01,453.0693359375,234.34217834472656,224.61412048339844,333.13165283203125,137.46929931640625,598.4942626953125,266.27117919921875,195.13790893554688,145.88662719726562,46.20313262939453,125.39453887939453,31.186281204223633
2024-04-02,451.0552062988281,230.89566040039062,224.14111328125,328.9941101074219,135.82020568847656,596.1771850585938,262.8747863769531,193.54754638671875,144.55740356445312,47.22813034057617,122.773681640625,31.036813735961914
2024-04-03,452.1600341796875,230.66464233398438,224.93934631347656,329.31927490234375,135.88731384277344,604.3958740234375,265.3628234863281,195.28424072265625,144.3912353515625,48.4288444519043,125.09364318847656,31.153959274291992
2024-04-04,447.06622314453125,228.26748657226562,221.3128662109375,324.955078125,134.0081024169922,598.1675415039062,262.5193786621094,194.25978088378906,143.39427185058594,48.00908279418945,117.57074737548828,30.600522994995117
2024-04-05,454.3403625488281,229.77894592285156,224.43678283691406,326.91546630859375,133.30816650390625,613.3372802734375,266.7253112792969,196.0843048095703,143.94161987304688,48.292179107666016,119.83245849609375,30.511655807495117
2024-04-08,451.37786865234375,228.76809692382812,223.49072265625,327.3587646484375,134.142333984375,615.4365844726562,266.3007507324219,195.9965057373047,144.50851440429688,48.80956268310547,127.83100128173828,30.81463050842285
2024-04-09,447.73101806640625,230.72238159179688,222.50527954101562,329.5753173828125,136.33792114257812,604.6434326171875,262.25274658203125,195.02081298828125,143.413818359375,50.078609466552734,125.3751449584961,31.218599319458008
2024-04-10,440.44708251953125,227.1122589111328,218.91822814941406,316.3844299316406,132.0522003173828,600.6033935546875,261.2061767578125,193.36215209960938,141.38084411621094,49.70764923095703,123.90939331054688,30.778274536132812
2024-04-11,442.9011535644531,227.43955993652344,217.53858947753906,315.1629333496094,131.92758178710938,601.128173828125,262.1342468261719,192.54254150390625,140.9703369140625,49.53194046020508,126.49143981933594,30.798471450805664
2024-04-12,437.4358215332031,222.89556884765625,218.4649200439453,313.5177001953125,128.8882293701172,596.2069091796875,259.4486999511719,189.80088806152344,137.4517059326172,48.43536376953125,118.98796081542969,29.81279182434082
2024-04-15,434.8350830078125,222.5393829345703,215.8534698486328,309.3013610839844,129.4539031982422,593.3651123046875,257.1680603027344,189.29351806640625,137.78399658203125,48.9738655090332,116.96890258789062,29.6673641204834
2024-04-16,435.8421325683594,219.26617431640625,217.17398071289062,303.7944641113281,128.0061492919922,589.4041748046875,255.2624969482422,187.43971252441406,136.61114501953125,48.37662124633789,110.76617431640625,29.3159122467041
2024-04-17,436.8296203613281,220.46957397460938,216.0604248046875,305.54803466796875,129.3964080810547,587.1069946289062,254.9860382080078,188.0934295654297,135.7901153564453,48.77804183959961,111.0379638671875,29.525976181030273
2024-04-18,436.4775695800781,224.3300018310547,216.02099609375,304.7796325683594,129.54022216796875,581.373779296875,251.8365020751953,186.1322784423828,132.9947509765625,49.11092758178711,108.52384948730469,29.703718185424805
2024-04-19,436.3505859375,223.00148010253906,214.9862823486328,301.4104919433594,125.50375366210938,570.2439575195312,248.86463928222656,186.70794677734375,133.80596923828125,48.57243728637695,108.86360168457031,29.849149703979492
2024-04-22,437.00555419921875,225.6200408935547,216.1195526123047,304.6614074707031,125.75305938720703,578.5913696289062,251.2539825439453,186.9713897705078,134.1969451904297,47.926239013671875,108.9994888305664,29.857227325439453
2024-04-23,435.13818359375,224.99427795410156,216.46446228027344,297.8639831542969,125.05313873291016,588.5626831054688,256.0523681640625,170.39442443847656,131.1279296875,46.986324310302734,110.86322784423828,29.81279182434082
2024-04-24,434.4147033691406,225.92811584472656,217.5681610107422,299.21368408203125,125.1394271850586,586.017822265625,253.14962768554688,168.56011962890625,126.98373413085938,47.2310905456543,111.89215850830078,29.877426147460938
2024-04-25,433.9355773925781,226.31320190429688,216.59255981445312,300.277587890625,123.90259552001953,591.21630859375,255.2624969482422,171.60427856445312,130.0234375,48.36682891845703,111.61066436767578,29.691600799560547
2024-04-26,433.30010986328125,227.27590942382812,217.88351440429688,301.8932189941406,124.79426574707031,599.0587158203125,257.92828369140625,171.15545654296875,131.0106201171875,49.443824768066406,113.45498657226562,29.776430130004883
2024-04-29,435.1479797363281,229.23983764648438,218.4451904296875,301.53851318359375,125.3503646850586,596.7317504882812,258.1356201171875,170.97982788085938,132.01734924316406,51.313873291015625,122.04564666748047,29.85318946838379
2024-04-30,431.1295471191406,227.52621459960938,222.8600311279297,295.1549072265625,123.68209075927734,581.3143310546875,254.36407470703125,164.43295288085938,127.17921447753906,48.895530700683594,116.78447723388672,29.287633895874023
2024-05-01,432.7525329589844,228.63333129882812,221.70704650878906,298.8294372558594,125.55171203613281,585.0672607421875,256.4374084472656,164.56954956054688,126.71984100341797,48.86616134643555,115.51286315917969,31.634681701660156
2024-05-02,410.26531982421875,234.60211181640625,223.46115112304688,299.9327697753906,126.798095703125,584.1760864257812,261.0580749511719,166.37457275390625,127.83406066894531,47.759796142578125,121.62825775146484,31.40846061706543
2024-05-03,414.1565856933594,236.7008056640625,224.1903839111328,306.6710205078125,127.44048309326172,585.235595703125,261.0877380371094,169.69189453125,132.40829467773438,49.394866943359375,124.34620666503906,31.37614631652832
2024-05-06,417.10931396484375,238.36630249023438,225.6193084716797,310.3061828613281,127.55553436279297,593.90966796875,263.230224609375,166.86244201660156,129.6031951904297,49.92356872558594,126.94766998291016,31.723556518554688
2024-05-07,420.41387939453125,239.3771209716797,229.5315399169922,314.01031494140625,128.6773223876953,592.9392700195312,264.94818115234375,167.6136932373047,129.71070861816406,50.315208435058594,127.69510650634766,32.03057098388672
2024-05-08,418.1749572753906,237.08587646484375,229.83702087402344,314.256591796875,127.92943572998047,590.79052734375,264.53350830078125,165.6720733642578,127.8634033203125,48.91511535644531,126.63705444335938,31.590248107910156
2024-05-09,420.2770080566406,241.26405334472656,230.18194580078125,315.68499755859375,129.44210815429688,597.2862548828125,267.2584533691406,170.1309814453125,131.79254150390625,50.01169204711914,129.63650512695312,31.832630157470703
2024-05-10,424.7060852050781,241.20626831054688,230.12281799316406,316.0888671875,130.3863067626953,604.4453735351562,268.6209716796875,170.2285614013672,132.12486267089844,50.511024475097656,125.8216552734375,31.81647300720215
2024-05-13,425.08734130859375,240.9270782470703,228.37855529785156,311.1731262207031,130.7813262939453,602.088623046875,266.66607666015625,169.51629638671875,131.80233764648438,50.95161437988281,127.65628814697266,31.860904693603516
2024-05-14,422.4768371582031,239.2904815673828,228.52639770507812,309.3801574707031,130.4344940185547,600.1875,264.35577392578125,168.42352294921875,132.01734924316406,52.36149215698242,131.4905242919922,31.650842666625977
2024-05-15,421.21563720703125,242.21713256835938,229.56109619140625,311.6656799316406,130.1068878173828,606.6732177734375,267.0709228515625,171.92626953125,133.83529663085938,52.48877716064453,123.83173370361328,31.598323822021484
2024-05-16,420.1108093261719,247.45423889160156,229.2457733154297,310.0513610839844,129.8563995361328,575.9871215820312,256.7040100097656,169.2138214111328,131.90005493164062,50.95161437988281,125.40426635742188,31.33574676513672
2024-05-17,422.87774658203125,252.90318298339844,230.2607879638672,308.4518127441406,129.52883911132812,575.0563354492188,255.8154296875,167.9356689453125,130.9031219482422,53.09581756591797,127.2777099609375,32.28103256225586
2024-05-20,422.9656982421875,256.2822570800781,231.27578735351562,305.509521484375,128.88330078125,577.3832397460938,256.9113464355469,166.7745819091797,130.0723114013672,53.7126350402832,126.33613586425781,32.26487731933594
2024-05-21,425.341552734375,254.7900848388672,231.58128356933594,306.04266357421875,128.8447723388672,575.61083984375,258.8563232421875,167.9356689453125,131.31362915039062,53.18392562866211,122.92898559570312,32.12348556518555
2024-05-22,425.0971374511719,254.7804412841797,230.30018615722656,303.3373107910156,129.77932739257812,567.6298217773438,257.5629577636719,166.9404754638672,129.73023986816406,50.15855407714844,122.773681640625,31.73163414001465
2024-05-23,422.66265869140625,253.19198608398438,229.73849487304688,299.2594299316406,126.23375701904297,567.8378295898438,254.39797973632812,167.3600311279297,130.55126953125,50.12918472290039,119.34711456298828,31.885143280029297
2024-05-24,425.8597412109375,254.74192810058594,230.90130615234375,300.98736572265625,126.61914825439453,573.4818115234375,256.4156799316406,167.10633850097656,130.32644653320312,50.4522819519043,123.85114288330078,32.76982498168945
2024-05-27,,,,,,,,,,,,
2024-05-28,420.3357238769531,254.76121520996094,225.57000732421875,297.91668701171875,124.86563110351562,564.7285766601562,251.20326232910156,164.2963409423828,131.24520874023438,52.50836181640625,124.01616668701172,33.161678314208984
2024-05-29,416.6790771484375,250.56378173828125,222.84031677246094,293.6709899902344,122.50514221191406,558.2922973632812,249.15589904785156,162.5498809814453,128.75282287597656,51.666351318359375,119.82276153564453,32.83042526245117
2024-05-30,420.5214538574219,250.78518676757812,225.37295532226562,298.23260498046875,124.40316009521484,561.5698852539062,251.30218505859375,162.61817932128906,130.4828338623047,51.21596908569336,120.15279388427734,33.05260467529297
2024-05-31,425.8108215332031,256.7539978027344,228.82203674316406,299.96051025390625,126.60950469970703,566.4713134765625,252.9737091064453,164.74517822265625,130.84445190429688,51.62718200683594,118.99765014648438,33.344825744628906
2024-06-03,424.64739990234375,260.8069763183594,229.5315399169922,298.21282958984375,126.85040283203125,558.6089477539062,249.43284606933594,162.75477600097656,129.61293029785156,50.95161437988281,117.34748840332031,32.7238655090332
2024-06-04,422.88189697265625,260.2197265625,232.09373474121094,301.9747314453125,126.86963653564453,551.0638427734375,247.72177124023438,157.26162719726562,124.36430358886719,48.66055679321289,114.84308624267578,32.606170654296875
2024-06-05,426.74639892578125,260.2486267089844,235.7103271484375,304.3345642089844,128.34376525878906,554.1175537109375,248.4338836669922,157.75924682617188,124.28611755371094,49.43403244018555,115.1731185913086,32.71981430053711
2024-06-06,425.53997802734375,259.661376953125,237.02098083496094,300.21722412109375,125.84835815429688,546.582275390625,245.86233520507812,159.369140625,125.44923400878906,50.17813491821289,114.71688842773438,32.56964874267578
2024-06-07,425.3928527832031,269.10552978515625,235.7103271484375,288.26025390625,123.7191162109375,546.1758422851562,244.8831329345703,157.0860137939453,122.68317413330078,48.23954772949219,111.57183074951172,32.47224044799805
2024-06-10,423.7253723144531,271.7818298339844,235.2964630126953,289.4056396484375,123.76728057861328,547.6332397460938,245.10072326660156,153.4857177734375,120.87499237060547,48.95428466796875,110.7176284790039,32.41947937011719
2024-06-11,427.13873291015625,270.3377990722656,237.1096954345703,292.25909423828125,124.83673858642578,541.27783203125,241.96539306640625,151.65142822265625,118.78335571289062,48.30808639526367,110.6302490234375,32.33019256591797
2024-06-12,425.85382080078125,272.4942321777344,238.16409301757812,295.5075378417969,125.64605712890625,552.035400390625,246.39639282226562,150.68548583984375,118.05030059814453,48.1710090637207,109.34894561767578,32.683284759521484
2024-06-13,431.37603759765625,274.66998291015625,238.0162811279297,296.6528625488281,125.0486831665039,562.9616088867188,251.17359924316406,150.37327575683594,118.67584228515625,46.986324310302734,105.0584716796875,32.500648498535156
2024-06-14,428.58062744140625,264.8793029785156,236.55783081054688,293.2365417480469,122.66891479492188,562.01953125,249.8779296875,150.92941284179688,117.96234893798828,47.10380172729492,100.8495101928711,32.33019256591797
2024-06-17,432.19012451171875,262.9249572753906,239.66200256347656,299.0224914550781,123.584228515625,569.009521484375,253.54737854003906,153.55401611328125,123.68990325927734,46.271583557128906,98.04351806640625,32.638641357421875
2024-06-18,431.5917663574219,264.4556579589844,240.3139190673828,296.3961181640625,123.18919372558594,553.8597412109375,252.81546020507812,151.8465576171875,122.17493438720703,46.69259262084961,96.9815444946289,32.76039505004883
2024-06-19,,,,,,,,,,,,
2024-06-20,434.15179443359375,261.9237060546875,240.90658569335938,297.5414733886719,123.76728057861328,535.874267578125,243.76548767089844,152.9978790283203,122.83956909179688,48.327667236328125,91.37933349609375,32.41542434692383
2024-06-21,434.26947021484375,262.732421875,241.00537109375,297.4526062011719,123.89253234863281,539.4932250976562,245.10072326660156,153.7491455078125,125.2830581665039,48.52348709106445,92.22697448730469,32.39918518066406
2024-06-24,434.65203857421875,260.79736328125,241.64743041992188,296.7515563964844,123.46859741210938,536.558349609375,244.87326049804688,151.7782440185547,123.4846420288086,49.32632827758789,93.92224884033203,32.90650177001953
2024-06-25,432.7197570800781,257.1294860839844,238.229736328125,290.9557800292969,120.64563751220703,530.43115234375,243.45887756347656,147.7974395751953,120.79679870605469,48.8367919921875,90.38555908203125,32.65487289428711
2024-06-26,430.02239990234375,253.86585998535156,237.70620727539062,293.10821533203125,120.6745376586914,531.115234375,243.1918182373047,150.80258178710938,121.95990753173828,48.43536376953125,97.70252227783203,32.4803581237793
2024-06-27,431.7879638671875,253.25936889648438,236.61968994140625,293.2464599609375,120.33734130859375,533.7030639648438,245.05126953125,150.9489288330078,122.22380065917969,47.309417724609375,93.79558563232422,32.46006393432617
2024-06-28,430.4049377441406,248.42657470703125,235.08863830566406,294.65838623046875,121.29115295410156,537.1830444335938,245.96121215820312,154.7772216796875,127.04054260253906,47.58356475830078,93.06486511230469,32.66704559326172
2024-07-01,420.7240295410156,239.76052856445312,232.6192169189453,292.0517578125,119.45094299316406,527.5161743164062,241.05543518066406,153.71978759765625,126.69718933105469,47.39753341674805,94.90630340576172,32.17190933227539
2024-07-02,421.85198974609375,243.30836486816406,232.76736450195312,290.9261474609375,120.31806182861328,530.2724609375,242.39068603515625,153.1910858154297,125.86334228515625,47.69125747680664,94.5652847290039,32.20843505859375
2024-07-03,424.64739990234375,245.2470703125,232.96495056152344,293.4636535644531,120.30841827392578,528.7753295898438,241.2532501220703,153.15191650390625,124.71556091308594,49.5906867980957,97.51740264892578,32.13943862915039
2024-07-04,,,,,,,,,,,,
2024-07-05,427.3741149902344,244.9272003173828,235.2763214111328,291.9629211425781,120.65528106689453,532.1661987304688,241.54010009765625,150.62579345703125,122.05702209472656,50.44248962402344,95.82213592529297,32.05827331542969
2024-07-08,427.39373779296875,247.0888671875,239.90896606445312,296.45538330078125,122.3606185913086,525.4638061523438,239.3245849609375,149.28443908691406,121.90988159179688,50.06064987182617,96.60157775878906,32.253082275390625
2024-07-09,422.9407653808594,246.8949737548828,239.28665161132812,295.1323547363281,120.68417358398438,526.14794921875,239.6015167236328,147.11082458496094,121.8902587890625,49.737545013427734,88.14466857910156,31.871578216552734
2024-07-10,426.618896484375,247.82559204101562,240.29417419433594,301.5106506347656,122.01376342773438,540.4747924804688,245.01170349121094,150.1558380126953,124.86271667480469,50.511024475097656,94.4094009399414,32.293670654296875
2024-07-11,426.5600891113281,250.09385681152344,241.5091094970703,310.001953125,124.97162628173828,551.0142822265625,251.905517578125,155.6388397216797,127.30542755126953,50.432701110839844,95.43241119384766,32.7563362121582
2024-07-12,432.25872802734375,253.3024444580078,243.1092987060547,314.3463439941406,125.84835815429688,549.794677734375,249.7493438720703,157.73416137695312,126.765869140625,50.2075080871582,95.3544692993164,32.82533264160156
2024-07-15,429.7870178222656,251.87747192382812,238.8915252685547,314.445068359375,126.09886932373047,551.8272094726562,251.12413024902344,161.42535400390625,129.40476989746094,49.51031494140625,93.03562927246094,32.54935073852539
2024-07-16,437.1924133300781,259.33184814453125,242.19068908691406,322.2748718261719,128.36300659179688,572.5392456054688,259.9367370605469,162.66885375976562,130.18960571289062,49.16663360595703,95.1985855102539,33.36511993408203
2024-07-17,440.6842346191406,262.18170166015625,240.3435821533203,321.6824645996094,128.87367248535156,559.541015625,253.00340270996094,160.5735321044922,127.5997314453125,47.62495422363281,92.63617706298828,33.25147247314453
2024-07-18,437.49652099609375,258.420654296875,239.306396484375,321.3467712402344,126.89856719970703,559.2533569335938,253.29022216796875,162.20864868164062,126.67756652832031,45.09150314331055,91.39881896972656,32.6102294921875
