Date,JPM,BAC,C,WFC,GS,MS,BLK,BK,STT,TROW,SCHW,AXP,COF,USB,PNC,TFC,CMA,MTB,RF,CB,TRV,AIG,MET,PRU
2023-06-09,132.9652862548828,27.4478816986084,44.21555709838867,39.508216857910156,316.2556457519531,79.20494842529297,645.9827270507812,41.43017578125,67.85306549072266,101.81946563720703,53.093624114990234,166.62139892578125,107.10547637939453,29.149314880371094,116.68621063232422,28.54526710510254,36.833919525146484,116.83952331542969,16.46207618713379,185.08538818359375,167.71795654296875,53.840843200683594,49.91861343383789,74.872314453125
2023-06-12,132.95590209960938,27.31659507751465,44.35287857055664,39.22688674926758,319.5215148925781,80.33501434326172,644.0760498046875,40.76811218261719,67.08189392089844,98.43052673339844,52.09933090209961,168.484375,107.43209838867188,28.528364181518555,115.31057739257812,27.95039176940918,35.914825439453125,115.39421844482422,16.248170852661133,184.5044403076172,166.92518615722656,53.21611022949219,50.04834747314453,74.92545318603516
2023-06-13,133.91769409179688,27.569787979125977,44.57257843017578,39.995853424072266,322.3545227050781,81.10674285888672,650.409423828125,41.15975570678711,67.99995422363281,99.4801025390625,52.85228729248047,169.9398193359375,109.18053436279297,29.00738525390625,116.62288665771484,28.344058990478516,38.20819091796875,116.63699340820312,16.444250106811523,185.80194091796875,168.21458435058594,53.60420227050781,51.12326431274414,76.59024810791016
2023-06-14,133.41790771484375,27.307220458984375,44.16062927246094,39.461334228515625,318.5145263671875,80.83113098144531,653.5807495117188,41.18772888183594,67.20125579833984,99.9477310180664,52.46614456176758,169.2897491455078,107.91242980957031,28.475135803222656,114.50508880615234,27.749181747436523,36.86458206176758,112.21823120117188,16.05208396911621,182.84869384765625,165.7599639892578,52.856414794921875,49.98348617553711,75.74899291992188
2023-06-15,134.9266357421875,27.54165267944336,44.45357131958008,39.723907470703125,319.7568359375,81.81420135498047,671.2688598632812,41.84046173095703,68.53243255615234,103.14024353027344,53.5859375,168.64932250976562,107.25918579101562,29.530759811401367,116.55951690673828,28.18659019470215,38.15480041503906,114.86027526855469,16.32838249206543,186.03915405273438,168.0713348388672,53.942501068115234,51.11399841308594,76.8293685913086
2023-06-16,135.08692932128906,27.372859954833984,44.114864349365234,39.55510711669922,318.41094970703125,80.93218994140625,663.3309326171875,41.63532257080078,67.72454071044922,102.68161010742188,52.51441192626953,167.09683227539062,105.7413101196289,29.672693252563477,116.2699203491211,27.906648635864258,37.7454833984375,113.37815856933594,16.150127410888672,189.61871337890625,168.81631469726562,54.59034729003906,51.42905807495117,77.06845092773438
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,134.39859008789062,27.07278060913086,43.58390808105469,39.28314971923828,311.2674255371094,79.6827163696289,652.1651611328125,41.36490249633789,67.16451263427734,101.12581634521484,52.06071090698242,164.3799591064453,104.82867431640625,29.788009643554688,114.45079803466797,27.425498962402344,37.64760971069336,112.4944076538086,15.92730712890625,187.99429321289062,167.67970275878906,53.42804718017578,50.52094268798828,75.3150863647461
2023-06-21,134.20059204101562,26.79145622253418,43.400814056396484,39.05809020996094,305.94970703125,79.32439422607422,650.3622436523438,41.02920913696289,67.04518127441406,99.13838958740234,52.09933090209961,162.93418884277344,104.02171325683594,29.654951095581055,114.63179016113281,27.556720733642578,37.46075439453125,112.44837951660156,15.766873359680176,188.6265411376953,167.4218292236328,53.790069580078125,50.54874038696289,75.61615753173828
2023-06-22,131.6168670654297,26.21942901611328,42.68678665161133,38.50480651855469,300.78265380859375,77.63390350341797,641.2445068359375,40.32984161376953,66.29238891601562,95.82896423339844,51.365665435791016,163.26409912109375,102.7055892944336,28.590457916259766,111.71758270263672,26.778135299682617,36.34849548339844,108.25054931640625,15.285577774047852,189.81326293945312,167.1544189453125,53.323246002197266,49.90935134887695,74.96971893310547
2023-06-23,130.92855834960938,26.022504806518555,42.12836837768555,38.08280944824219,296.1990661621094,76.78865814208984,642.25439453125,39.947532653808594,65.24580383300781,95.62214660644531,51.327049255371094,163.07977294921875,102.40779113769531,28.27998161315918,111.34652709960938,26.244497299194336,36.12604522705078,106.66716766357422,15.10732364654541,187.96511840820312,165.9223175048828,52.60871124267578,49.41823196411133,74.28785705566406
2023-06-26,131.24911499023438,26.341339111328125,42.32976150512695,38.06405258178711,293.9873046875,76.7978286743164,641.9901123046875,40.12469482421875,65.10809326171875,96.24263763427734,51.55873489379883,162.1482696533203,102.042724609375,28.6702938079834,111.98004150390625,26.323232650756836,36.79339599609375,109.70504760742188,15.437098503112793,185.57225036621094,164.6520233154297,53.03742218017578,50.09468078613281,75.4744873046875
2023-06-27,131.258544921875,26.48200225830078,42.47623062133789,38.364139556884766,295.01318359375,77.569580078125,646.2091674804688,40.88001251220703,66.64124298095703,98.23009490966797,53.30600357055664,163.1962127685547,104.4251708984375,28.874326705932617,112.23345184326172,26.67315673828125,37.46965026855469,112.14459228515625,15.6153564453125,184.57040405273438,164.84304809570312,53.78054428100586,50.94719696044922,76.74080657958984
2023-06-28,130.68338012695312,26.322582244873047,42.32061004638672,38.092185974121094,295.2108459472656,77.16534423828125,646.7566528320312,40.618919372558594,66.22811889648438,99.32723999023438,53.846588134765625,164.739013671875,104.96317291259766,28.6702938079834,111.82618713378906,26.65566062927246,37.46965026855469,111.94205474853516,15.481661796569824,179.8722381591797,160.8124542236328,53.790069580078125,50.845272064208984,76.41313934326172
2023-06-29,135.24722290039062,26.8758544921875,42.375526428222656,39.80830764770508,304.086181640625,78.31375885009766,649.5787963867188,41.21570587158203,67.14617156982422,99.98372650146484,55.15945053100586,166.970703125,104.96317291259766,29.498708724975586,113.74488067626953,26.804378509521484,38.12809753417969,114.3447494506836,15.766873359680176,183.93814086914062,163.3148651123047,54.49508285522461,52.059181213378906,77.78572845458984
2023-06-30,137.14256286621094,26.90398597717285,42.14667510986328,40.02398681640625,303.5685729980469,78.46077728271484,652.3443603515625,41.514095306396484,67.76661682128906,100.73912811279297,54.71539306640625,169.02772521972656,105.06884002685547,29.750831604003906,113.98922729492188,26.550682067871094,37.692100524902344,113.93048858642578,15.88274097442627,187.30368041992188,165.8650360107422,54.819000244140625,52.383506774902344,78.12224578857422
2023-07-03,138.2458038330078,27.382238388061523,42.78748321533203,40.699188232421875,307.3991394042969,79.38870239257812,654.6473999023438,42.0269660949707,68.84078979492188,101.85424041748047,55.71934509277344,170.23094177246094,106.68276977539062,30.237079620361328,115.419189453125,27.460493087768555,39.15137481689453,117.32742309570312,16.301647186279297,187.05078125,165.32058715820312,55.2000846862793,53.078495025634766,78.94578552246094
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,137.32489013671875,27.269710540771484,42.842403411865234,40.77420425415039,301.2249755859375,78.93852233886719,653.9395141601562,41.476802825927734,68.0907211303711,100.64019775390625,54.72504806518555,170.35708618164062,104.82867431640625,30.19205093383789,114.3421859741211,27.110563278198242,38.706478118896484,115.55072021484375,16.159038543701172,185.90298461914062,164.84304809570312,54.98095703125,52.61516571044922,78.61813354492188
2023-07-06,135.96719360351562,26.51951026916504,41.5424919128418,40.22092056274414,294.5896301269531,76.55896759033203,642.4243774414062,40.861358642578125,67.46101379394531,98.75167846679688,54.02034378051758,166.43333435058594,103.04182434082031,29.705814361572266,112.11579895019531,26.96184539794922,38.09251403808594,115.35738372802734,15.900566101074219,186.96322631835938,163.23843383789062,54.87615966796875,52.55030059814453,78.51188659667969
2023-07-07,137.04002380371094,26.75394630432129,41.87204360961914,40.1083869934082,296.63201904296875,76.58653259277344,645.6995849609375,41.383548736572266,68.41482543945312,99.12938690185547,54.82157897949219,165.3233642578125,103.79114532470703,30.20106315612793,113.68151092529297,27.889150619506836,39.391624450683594,118.3492660522461,16.337297439575195,186.30177307128906,163.9452362060547,55.447792053222656,53.3842887878418,79.565673828125
2023-07-10,137.80906677246094,26.8758544921875,41.80796432495117,39.68639373779297,297.8555603027344,76.62327575683594,657.0919189453125,41.13178634643555,68.98896026611328,101.6563949584961,55.82552719116211,167.18301391601562,105.14569854736328,30.381153106689453,113.45525360107422,28.160343170166016,39.99669647216797,119.18699645996094,16.453161239624023,182.95567321777344,161.48106384277344,55.33347702026367,53.19895935058594,79.18488311767578
2023-07-11,139.96426391601562,27.21344566345215,42.595237731933594,40.080257415771484,302.00616455078125,78.0565185546875,670.33447265625,41.63532257080078,70.06315612792969,103.32909393310547,55.584197998046875,170.03575134277344,107.78755950927734,31.443675994873047,114.47794342041016,28.41404151916504,41.046661376953125,121.0097427368164,16.67598533630371,186.86595153808594,164.6233673095703,55.971778869628906,54.89472961425781,81.36331939697266
2023-07-12,140.65736389160156,27.532278060913086,43.373355865478516,40.567893981933594,307.20147705078125,78.80070495605469,685.2476196289062,42.16683578491211,70.2298355102539,104.74999237060547,56.38542556762695,169.73394775390625,108.30630493164062,31.61475944519043,115.14767456054688,28.88644027709961,42.327980041503906,121.04654693603516,16.836416244506836,185.08590698242188,163.43902587890625,55.87651062011719,54.39434051513672,81.389892578125
2023-07-13,141.34092712402344,27.822980880737305,43.647987365722656,40.98989486694336,309.34735107421875,79.20494842529297,698.27294921875,42.48388671875,71.72999572753906,106.73744201660156,57.85273742675781,169.64633178710938,109.6896743774414,32.24507522583008,117.46455383300781,29.411331176757812,43.075408935546875,122.70361328125,17.14836883544922,184.8135528564453,160.6692352294922,56.105159759521484,54.82986068725586,82.18685150146484
2023-07-14,142.19540405273438,27.29784393310547,41.881195068359375,40.8492317199707,307.0038146972656,78.80989074707031,687.1636352539062,39.65845489501953,63.06239700317383,104.74999237060547,56.491615295410156,168.8187255859375,107.1631088256836,31.812868118286133,115.22042083740234,28.9564208984375,42.061031341552734,120.40214538574219,16.8898983001709,183.18914794921875,158.50108337402344,54.923797607421875,53.893943786621094,81.07109069824219
2023-07-17,145.6228485107422,27.569787979125977,42.34806823730469,41.9557991027832,307.9544677734375,79.35196685791016,687.0125122070312,40.60026550292969,61.590023040771484,105.99999237060547,56.607460021972656,170.76600646972656,108.96918487548828,31.74983024597168,116.47529602050781,29.245119094848633,42.763980865478516,120.91768646240234,17.11271858215332,186.43797302246094,161.0225830078125,56.30522918701172,54.672325134277344,81.91234588623047
2023-07-18,145.8887176513672,28.788860321044922,43.043800354003906,42.76227569580078,317.4320983886719,84.46935272216797,697.4518432617188,42.269405364990234,63.238338470458984,107.65471649169922,63.72199630737305,173.34613037109375,111.50535583496094,32.91141128540039,119.39726257324219,30.189918518066406,44.49909591674805,124.05683898925781,17.5048828125,187.73167419433594,163.34352111816406,56.562461853027344,55.01519012451172,82.96614074707031
2023-07-19,146.44886779785156,29.56719398498535,43.501522064208984,43.381202697753906,320.5191650390625,85.5902328491211,705.3518676757812,42.521175384521484,64.2477035522461,109.05760192871094,63.750953674316406,172.4503631591797,113.32101440429688,35.036468505859375,121.24752807617188,31.134723663330078,46.047367095947266,127.13157653808594,17.84357261657715,187.91647338867188,162.90419006347656,56.32427978515625,55.83990478515625,83.50633239746094
2023-07-20,148.25274658203125,29.71723175048828,43.400814056396484,44.19706344604492,330.2227478027344,86.17822265625,708.7310791015625,42.549156188964844,65.13668823242188,108.14032745361328,65.58511352539062,172.440673828125,110.46781158447266,35.24357986450195,122.7314224243164,28.921438217163086,47.097328186035156,127.5365982055664,18.137699127197266,193.94723510742188,165.83636474609375,57.391319274902344,56.47003173828125,84.14390563964844
2023-07-21,147.11346435546875,29.98917579650879,43.071258544921875,43.099876403808594,331.25811767578125,86.37114715576172,709.0424194335938,41.961692810058594,65.07186126708984,107.64570617675781,64.17571258544922,165.7322998046875,111.02500915527344,34.595245361328125,122.97871398925781,28.912687301635742,45.15755844116211,126.91064453125,17.57618522644043,194.35574340820312,165.06272888183594,57.11503601074219,56.71096420288086,83.92251586914062
2023-07-24,150.00917053222656,30.617467880249023,43.629676818847656,43.53125,337.818115234375,86.97752380371094,714.1111450195312,42.437255859375,65.97010803222656,108.53601837158203,64.25294494628906,163.36634826660156,112.6101303100586,35.35162353515625,124.2061538696289,29.306358337402344,46.118553161621094,128.68734741210938,17.82575035095215,195.06582641601562,166.9920654296875,57.41037368774414,57.433746337890625,85.47221374511719
2023-07-25,148.88890075683594,30.14859390258789,43.107879638671875,42.649742126464844,333.8369445800781,86.74784851074219,704.1437377929688,41.77519226074219,65.49784851074219,107.34896087646484,63.17176818847656,162.11036682128906,110.00669860839844,34.090999603271484,122.31919860839844,28.50152587890625,44.70375442504883,126.91983795166016,17.772268295288086,190.18287658691406,164.39413452148438,57.05786895751953,57.19282150268555,84.47156524658203
2023-07-26,149.7813262939453,30.39240837097168,43.47405242919922,43.55000305175781,336.5287170410156,85.93936157226562,701.4442749023438,42.53982925415039,66.18310546875,106.83636474609375,64.31085205078125,163.32742309570312,109.55518341064453,35.018463134765625,124.58169555664062,29.183879852294922,47.577823638916016,129.2857208251953,18.030744552612305,200.26980590820312,166.3425750732422,57.96294403076172,58.239925384521484,85.74673461914062
2023-07-27,148.1293487548828,29.96104621887207,43.83107376098633,42.92169952392578,333.6581115722656,85.21353149414062,688.1452026367188,42.48336410522461,65.26634979248047,105.31654357910156,63.538578033447266,159.28683471679688,109.53597259521484,34.95542907714844,121.93452453613281,27.985380172729492,46.599037170410156,127.24203491210938,17.79009437561035,205.43484497070312,167.0207061767578,57.77240753173828,57.74880599975586,85.34822845458984
2023-07-28,148.97433471679688,29.91415786743164,43.400814056396484,43.26866912841797,332.4533996582031,84.90755462646484,696.8949584960938,42.33277130126953,65.90528869628906,114.02172088623047,63.673736572265625,161.06857299804688,110.33332824707031,35.603759765625,124.11453247070312,28.8776912689209,47.960445404052734,128.9267120361328,18.048568725585938,200.35733032226562,165.4829864501953,57.31509780883789,57.9712028503418,85.25968933105469
2023-07-31,149.97122192382812,30.007932662963867,43.629676818847656,43.28742980957031,334.93804931640625,84.89826202392578,697.376220703125,42.6904182434082,67.08135986328125,110.84722137451172,63.80887985229492,164.42762756347656,112.41798400878906,35.72981643676758,125.38774871826172,29.0614070892334,48.013832092285156,128.7517852783203,18.1555233001709,198.83021545410156,164.8621368408203,57.42942810058594,58.35112762451172,85.44564056396484
2023-08-01,149.2306365966797,29.65159034729004,43.089569091796875,42.86543273925781,336.6792907714844,84.3233871459961,691.1561279296875,42.50218200683594,66.79427337646484,108.89574432373047,63.44205093383789,165.17733764648438,111.89923858642578,34.85638427734375,124.05040740966797,28.69398307800293,46.77700424194336,127.68390655517578,18.137699127197266,197.6726837158203,164.57557678222656,57.52470016479492,58.21213150024414,85.31281280517578
2023-08-02,147.5406951904297,29.24835968017578,42.39384460449219,42.29338836669922,330.4486999511719,82.82125854492188,677.1679077148438,42.56806182861328,67.33136749267578,106.5935287475586,63.07521438598633,162.35377502441406,108.79627227783203,34.60425567626953,122.8504867553711,28.265323638916016,46.19862365722656,127.43534851074219,18.05748176574707,199.9390869140625,163.41993713378906,58.37261199951172,58.14726638793945,84.40071868896484
2023-08-03,148.44265747070312,29.454660415649414,42.30229949951172,42.67143249511719,332.38751220703125,82.65434265136719,670.3062133789062,42.87864685058594,67.59992218017578,105.23560333251953,63.58686065673828,162.0227508544922,108.47923278808594,35.52271270751953,121.84291076660156,28.239078521728516,47.106224060058594,128.7149658203125,18.271390914916992,197.3614044189453,161.79624938964844,58.24876022338867,59.69477462768555,85.7113037109375
2023-08-04,148.1293487548828,29.35150718688965,42.330074310302734,42.387901306152344,332.4440002441406,82.32981872558594,670.4099731445312,42.71864700317383,67.72956085205078,103.9226303100586,62.66977310180664,161.0491180419922,109.50298309326172,35.89189910888672,120.41400146484375,28.055368423461914,47.18631362915039,128.76097106933594,18.36943244934082,195.4354705810547,161.0799102783203,57.82004165649414,58.87005615234375,85.4633560180664
2023-08-07,148.8319091796875,29.895402908325195,42.44120788574219,42.58637237548828,334.6462707519531,82.5987319946289,672.5525512695312,43.60332489013672,68.43335723876953,104.87588500976562,63.683380126953125,162.55824279785156,111.32836151123047,36.126014709472656,121.27501678466797,28.519020080566406,47.46215057373047,130.30755615234375,18.69920539855957,197.4781494140625,162.48388671875,58.98234558105469,59.96318054199219,86.89793395996094
2023-08-08,147.9963836669922,29.323375701904297,41.82074737548828,42.03821563720703,327.77569580078125,82.0331039428711,657.8564453125,43.02922058105469,67.34989929199219,103.24816131591797,63.24897384643555,161.49697875976562,110.67161560058594,36.225059509277344,119.12248992919922,28.352800369262695,47.1151237487793,128.4111785888672,18.627904891967773,195.59109497070312,160.34445190429688,58.591739654541016,59.32786560058594,86.1717758178711
2023-08-09,146.01211547851562,28.938901901245117,41.15398406982422,41.3199348449707,322.5333251953125,81.18929290771484,653.2410278320312,42.60570526123047,66.88687896728516,101.62943267822266,63.02695846557617,159.50103759765625,107.9866714477539,35.70280456542969,116.64934539794922,27.530479431152344,46.00287628173828,124.36984252929688,18.36943244934082,195.51327514648438,159.78091430664062,57.48658752441406,58.515018463134766,84.18817138671875
2023-08-10,145.79373168945312,29.0139217376709,41.06137466430664,41.272674560546875,320.37799072265625,81.26348876953125,657.8849487304688,43.18921661376953,67.72029876708984,102.28590393066406,62.54243469238281,159.22840881347656,106.76010131835938,35.55873107910156,117.3271713256836,27.99302864074707,46.340999603271484,124.36984252929688,18.44073486328125,196.1066436767578,159.4466552734375,57.56280517578125,58.54304504394531,83.78968811035156
2023-08-11,146.63873291015625,29.342134475708008,41.27437210083008,41.32938766479492,320.68865966796875,81.3191146850586,656.5634155273438,43.302154541015625,68.22962951660156,101.01791381835938,62.09667205810547,160.91281127929688,106.6055679321289,35.531715393066406,119.02172088623047,28.22429847717285,46.376583099365234,125.10628509521484,18.378347396850586,196.26226806640625,159.37022399902344,57.667606353759766,59.46799850463867,84.31214904785156
2023-08-14,146.94253540039062,29.004545211791992,40.8391227722168,41.338836669921875,317.8744812011719,80.97603607177734,654.0338134765625,42.5210075378418,66.0627212524414,101.02690887451172,59.86785125732422,161.7014617919922,105.42730712890625,34.865386962890625,116.58522033691406,27.192462921142578,44.570289611816406,122.31694030761719,18.0842227935791,196.1649932861328,158.8067169189453,56.99117660522461,59.39325714111328,84.25016784667969
2023-08-15,143.2018280029297,28.076171875,40.014930725097656,40.38428497314453,312.66973876953125,79.89118194580078,635.0526733398438,41.78691101074219,64.41439819335938,98.7247085571289,59.08292770385742,157.64137268066406,103.25423431396484,33.89289855957031,113.21443176269531,26.329635620117188,42.56822967529297,117.08808135986328,17.594011306762695,193.92776489257812,156.14195251464844,56.0003547668457,57.79561233520508,82.61193084716797
2023-08-16,142.59417724609375,27.466636657714844,39.48707962036133,39.902286529541016,309.7520446777344,79.73353576660156,634.5052490234375,41.52339172363281,63.7383918762207,98.10418701171875,58.57902145385742,156.5216827392578,101.332275390625,33.36163330078125,112.41754913330078,25.88487434387207,41.90977478027344,118.09151458740234,17.371191024780273,196.51516723632812,157.94712829589844,55.838401794433594,57.60874938964844,82.51451110839844
2023-08-17,141.11309814453125,27.457260131835938,39.32039260864258,40.13855743408203,308.2555847167969,79.548095703125,636.16650390625,41.50456619262695,63.247596740722656,97.72648620605469,57.920074462890625,156.346435546875,101.47714233398438,33.14552307128906,113.12284088134766,25.76923942565918,42.42585754394531,118.51498413085938,17.4692325592041,194.57949829101562,156.07508850097656,55.31441116333008,57.77692794799805,82.28426361083984
2023-08-18,141.43589782714844,27.29784393310547,39.12592315673828,40.166908264160156,305.8179016113281,78.71356964111328,632.6268920898438,41.42927932739258,62.92348098754883,96.77323913574219,57.67780303955078,156.00564575195312,101.44817352294922,33.17253875732422,112.84803771972656,25.600229263305664,42.061031341552734,117.53916931152344,17.415756225585938,194.44329833984375,155.17730712890625,55.209617614746094,58.16933059692383,82.17801666259766
2023-08-21,141.9200897216797,27.335351943969727,38.959232330322266,40.15746307373047,303.11676025390625,78.1201400756836,633.8917236328125,41.184574127197266,62.43268585205078,96.65633392333984,57.5615234375,156.63858032226562,100.82039642333984,33.10050964355469,112.60073852539062,25.449012756347656,42.11442947387695,118.1927719116211,17.282058715820312,194.5892333984375,154.34634399414062,55.05718231201172,57.87969970703125,81.872802734375
2023-08-22,138.97686767578125,26.669551849365234,37.98686599731445,39.221805572509766,300.03912353515625,76.94254302978516,628.4645385742188,40.29048538208008,60.97883224487305,96.59336853027344,54.71250915527344,154.88600158691406,96.8702621459961,32.2720947265625,109.01927185058594,24.95088005065918,40.379310607910156,115.71641540527344,16.417512893676758,193.66514587402344,152.7608642578125,54.628456115722656,57.29109191894531,80.98416900634766
2023-08-23,139.91680908203125,26.678930282592773,38.04243087768555,39.325767517089844,303.37091064453125,77.32270050048828,640.668701171875,40.968109130859375,62.5530891418457,99.25528717041016,56.22422409057617,155.23651123046875,98.14511108398438,32.64127731323242,109.37650299072266,25.3333740234375,40.9932746887207,116.4804916381836,16.756200790405273,195.78565979003906,153.70639038085938,54.89521026611328,57.674156188964844,82.0702896118164
2023-08-24,139.78387451171875,26.838346481323242,38.04243087768555,39.1556510925293,301.1402587890625,77.36907196044922,635.3735961914062,41.00575256347656,62.73828887939453,98.48189544677734,56.049800872802734,153.62997436523438,98.00990295410156,32.533226013183594,107.78270721435547,25.671390533447266,41.295799255371094,116.2779769897461,16.729461669921875,195.67864990234375,154.5755615234375,55.342987060546875,58.17867660522461,83.85657501220703
2023-08-25,139.6129913330078,26.72581672668457,38.19060516357422,38.96662521362305,301.319091796875,77.16508483886719,638.0164794921875,41.156341552734375,62.5530891418457,98.65275573730469,56.3502082824707,154.1460418701172,97.40144348144531,31.974945068359375,107.84683227539062,25.62691307067871,40.859798431396484,115.60596466064453,16.52446746826172,196.1260986328125,154.3845672607422,55.11433792114258,58.309478759765625,84.14381408691406
2023-08-28,140.09719848632812,26.96963119506836,38.264686584472656,39.58094787597656,306.79681396484375,78.24067687988281,640.8859252929688,41.64574432373047,63.34020233154297,99.27326202392578,57.22235107421875,154.9930877685547,98.11614227294922,32.434165954589844,108.46053314208984,26.125045776367188,41.838592529296875,117.00523376464844,16.729461669921875,195.28956604003906,153.6109161376953,55.133392333984375,58.42158889770508,84.07200622558594
2023-08-29,141.2364959716797,27.354106903076172,38.63511276245117,39.694358825683594,312.9897155761719,79.32555389404297,652.2405395507812,41.730438232421875,63.45132064819336,100.48731231689453,57.60996627807617,156.0154266357422,99.98013305664062,32.84838104248047,110.45735168457031,26.978979110717773,42.95973587036133,118.00865936279297,16.818593978881836,196.41790771484375,154.0407257080078,55.590694427490234,58.72056198120117,84.76318359375
2023-08-30,140.6668701171875,27.232200622558594,38.31098937988281,39.259605407714844,311.8318786621094,79.05665588378906,656.7521362304688,41.871612548828125,63.38649368286133,100.3884048461914,57.929752349853516,155.947265625,99.05297088623047,32.75833511352539,110.35659790039062,26.90781593322754,42.701698303222656,116.38843536376953,16.560117721557617,196.25253295898438,154.07891845703125,55.581172943115234,58.80465316772461,84.77217102050781
2023-08-31,138.9293975830078,27.109275817871094,38.236907958984375,39.02333450317383,311.00628662109375,78.95465087890625,661.2166137695312,42.229244232177734,63.65504837036133,100.92797088623047,57.31925964355469,153.82472229003906,98.88878631591797,32.893402099609375,110.58560180664062,27.17466926574707,42.8084716796875,116.31404113769531,16.560117721557617,195.38682556152344,153.99295043945312,55.752655029296875,59.178367614746094,84.97860717773438
2023-09-01,139.39463806152344,27.40239906311035,38.51472091674805,39.36357116699219,310.7120666503906,79.5110092163086,666.549560546875,42.74687576293945,64.68293762207031,101.53050231933594,58.627471923828125,155.41175842285156,99.96083068847656,33.379642486572266,111.95039367675781,27.486000061035156,43.33346176147461,116.97442626953125,16.758766174316406,197.74078369140625,155.01492309570312,56.4386100769043,60.075294494628906,86.25324249267578
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,137.8565673828125,27.090364456176758,38.301734924316406,39.259605407714844,307.24810791015625,78.66719818115234,656.865478515625,42.539825439453125,64.89592742919922,100.5502700805664,57.83285140991211,155.78173828125,98.26101684570312,32.8843994140625,110.36576080322266,27.076826095581055,43.17328643798828,115.16065216064453,16.632354736328125,194.5989532470703,153.19065856933594,55.82887268066406,59.58012008666992,84.7811279296875
2023-09-06,137.62869262695312,26.844518661499023,38.31098937988281,38.76816177368164,304.7616882324219,78.03668975830078,655.2136840820312,42.05043411254883,64.69219970703125,100.27149963378906,56.46649932861328,153.83445739746094,97.99058532714844,32.52421569824219,108.41474151611328,26.43637466430664,41.42927551269531,113.28177642822266,16.35244369506836,196.42764282226562,153.40078735351562,56.390968322753906,59.047569274902344,84.66444396972656
2023-09-07,136.45140075683594,26.59867286682129,37.71831512451172,38.21054458618164,305.5494079589844,77.73995971679688,657.0010375976562,42.21043014526367,64.36808776855469,98.94952392578125,56.030418395996094,152.6466522216797,96.50324249267578,32.0829963684082,106.04236602783203,26.03609275817871,40.49498748779297,110.9936294555664,16.063499450683594,198.45086669921875,154.41957092285156,56.8292236328125,58.64582443237305,84.6285400390625
2023-09-08,136.55584716796875,26.816150665283203,37.58866882324219,38.74925231933594,308.92791748046875,78.74138641357422,656.5827026367188,42.14454650878906,64.97000885009766,98.23906707763672,57.49368667602539,153.27947998046875,96.50324249267578,32.51521301269531,107.10488891601562,26.489744186401367,41.58055114746094,113.27247619628906,16.180879592895508,199.08311462402344,153.6698760986328,56.8387451171875,59.15034103393555,85.3556137084961
2023-09-11,137.15399169921875,26.929616928100586,37.58866882324219,39.06114196777344,308.1022644042969,77.4339828491211,661.6309814453125,42.27630615234375,66.1090087890625,99.01246643066406,57.9685173034668,153.66896057128906,96.6094970703125,32.59625244140625,108.10330963134766,26.783287048339844,41.21573257446289,117.34649658203125,16.22602653503418,200.71725463867188,154.86167907714844,56.86732482910156,59.23442459106445,85.50820922851562
2023-09-12,138.9388885498047,27.3929443359375,38.59806442260742,40.2047119140625,314.0337219238281,79.32555389404297,662.9716186523438,42.70923614501953,66.20161437988281,99.17434692382812,58.64685821533203,154.32127380371094,97.59461212158203,33.316612243652344,114.35942077636719,26.6943302154541,40.459388732910156,120.55548858642578,16.424678802490234,202.60426330566406,156.4378662109375,57.705711364746094,59.785667419433594,86.7110366821289
2023-09-13,139.00535583496094,27.30784034729004,39.23704528808594,39.930633544921875,317.9057312011719,80.90186309814453,662.8668823242188,42.60570526123047,65.97938537597656,98.07720947265625,56.912254333496094,154.9444122314453,96.90888977050781,31.65078353881836,113.22359466552734,25.457908630371094,39.329341888427734,117.35578918457031,16.126705169677734,204.14112854003906,156.78387451171875,57.78193664550781,59.59880065917969,86.6930923461914
2023-09-14,141.70172119140625,27.610424041748047,39.950111389160156,40.686710357666016,327.0069274902344,82.58943939208984,671.974853515625,43.12333297729492,67.03504943847656,100.0871353149414,57.91037368774414,157.5148162841797,98.76323699951172,32.164039611816406,116.30128479003906,26.16952133178711,39.636810302734375,119.9322738647461,16.235055923461914,207.04197692871094,159.50375366210938,58.65407943725586,61.598201751708984,88.99101257324219
2023-09-15,141.28396606445312,27.270021438598633,39.551902770996094,40.59220504760742,325.0804443359375,81.97747802734375,663.0379638671875,42.54924011230469,66.53499603271484,99.70515441894531,56.41804504394531,159.4329071044922,100.88800811767578,31.65078353881836,115.73336791992188,25.795923233032227,39.40168380737305,120.26713562011719,16.216995239257812,207.25685119628906,158.38888549804688,58.634910583496094,61.33659362792969,88.58707427978516
2023-09-18,141.5782928466797,27.194377899169922,39.48707962036133,41.04585647583008,325.8206481933594,82.25563049316406,660.6422119140625,42.163368225097656,65.98863983154297,99.17765808105469,56.06917953491211,155.42152404785156,99.07230377197266,31.290603637695312,114.20368957519531,25.502384185791016,39.121337890625,117.8394775390625,16.072525024414062,209.12234497070312,160.359130859375,59.11410140991211,61.94388961791992,88.7845687866211
