Date,AMZN,TSLA,HD,LOW,MCD,SBUX,NKE,TGT,BKNG,MAR,HLT,MGM,ROST,TJX,GM,F,ULTA,ORLY,AZO,PVH,TPR,CCL,RCL,EBAY,LULU
2024-03-20,178.14999389648438,175.66000366210938,368.2819519042969,243.61741638183594,272.9339294433594,88.44102478027344,96.66050720214844,159.72813415527344,3529.88916015625,249.6477813720703,209.6050567626953,44.61000061035156,144.30287170410156,96.66484069824219,42.09897232055664,11.527339935302734,523.9600219726562,76.35266876220703,3187.3798828125,136.99203491210938,45.627967834472656,16.850000381469727,133.64395141601562,50.48100662231445,469.04998779296875
2024-03-21,178.14999389648438,172.82000732421875,378.6192626953125,252.35809326171875,272.0511474609375,87.54324340820312,97.19072723388672,159.45640563964844,3598.267822265625,250.84666442871094,209.64486694335938,44.75,144.50904846191406,96.95811462402344,42.65897750854492,11.545211791992188,523.5499877929688,77.52933502197266,3210.39990234375,137.54039001464844,46.292171478271484,17.020000457763672,133.9003143310547,50.51014709472656,478.8399963378906
2024-03-22,178.8699951171875,170.8300018310547,373.9056396484375,249.9408416748047,271.1876220703125,86.63591766357422,90.48126220703125,158.01333618164062,3575.501220703125,250.7385711669922,210.3916473388672,44.470001220703125,142.72218322753906,97.25139617919922,42.3052864074707,11.536274909973145,520.3699951171875,77.83533477783203,3239.320068359375,133.9510955810547,45.19478225708008,17.079999923706055,134.1271209716797,49.94676208496094,403.19000244140625
2024-03-25,179.7100067138672,172.6300048828125,367.41973876953125,245.58987426757812,267.3399353027344,86.59770965576172,90.37522888183594,161.7896270751953,3577.68115234375,247.74142456054688,209.21670532226562,44.54999923706055,141.95640563964844,95.98050689697266,42.78670120239258,11.527339935302734,505.57000732421875,75.8046646118164,3170.820068359375,134.36985778808594,43.84712600708008,17.110000610351562,134.37362670898438,49.762210845947266,388.8999938964844
2024-03-26,178.3000030517578,177.6699981689453,363.98992919921875,243.09527587890625,267.3399353027344,86.30162811279297,89.2473373413086,161.77088928222656,3611.357666015625,247.81019592285156,212.12417602539062,46.459999084472656,141.93678283691406,97.07542419433594,43.22882080078125,11.116286277770996,514.3400268554688,75.6520004272461,3191.47998046875,136.583251953125,43.71236038208008,17.030000686645508,134.9652862548828,49.61651611328125,386.1400146484375
2024-03-27,179.8300018310547,179.8300018310547,369.6998596191406,244.94204711914062,270.60223388671875,87.39043426513672,90.74154663085938,163.673095703125,3623.60888671875,249.16629028320312,213.41856384277344,46.599998474121094,144.50904846191406,98.8155517578125,43.8084716796875,11.670313835144043,513.52001953125,75.70133209228516,3192.7900390625,138.986083984375,44.93488311767578,17.190000534057617,137.775634765625,50.432437896728516,389.4599914550781
2024-03-28,180.3800048828125,175.7899932861328,367.50592041015625,246.29568481445312,270.53515625,87.2853775024414,90.5969467163086,166.05319213867188,3578.6083984375,247.93795776367188,212.39300537109375,47.209999084472656,144.08688354492188,99.1479263305664,44.55514907836914,11.86690616607666,522.8800048828125,75.2586669921875,3151.64990234375,140.19252014160156,45.70497512817383,16.34000015258789,137.07550048828125,51.26780319213867,390.6499938964844
2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,180.97000122070312,175.22000122070312,352.58917236328125,241.02613830566406,268.87518310546875,87.41908264160156,89.22805786132812,166.62477111816406,3520.400146484375,246.9749298095703,211.78562927246094,47.779998779296875,142.44729614257812,97.46644592285156,44.604278564453125,11.875840187072754,529.010009765625,75.35199737548828,3168.60009765625,139.31512451171875,46.30180358886719,16.260000228881836,138.60394287109375,50.77241516113281,385.20001220703125
2024-04-02,180.69000244140625,166.6300048828125,347.77020263671875,236.35606384277344,266.49554443359375,85.28925323486328,87.67601013183594,165.1442413330078,3517.657958984375,243.4471435546875,209.4656524658203,46.41999816894531,141.06297302246094,97.24161529541016,44.103214263916016,11.86690616607666,519.6799926757812,76.01399993896484,3170.0400390625,108.3573226928711,44.376564025878906,15.479999542236328,135.53721618652344,50.37416076660156,378.05999755859375
2024-04-03,182.41000366210938,168.3800048828125,344.80023193359375,232.730224609375,264.3846130371094,84.71619415283203,87.07833862304688,164.4414520263672,3583.047119140625,246.24774169921875,211.25791931152344,46.75,138.9423065185547,95.10066986083984,44.37831115722656,12.197532653808594,439.9800109863281,75.52999877929688,3146.6298828125,105.1767807006836,43.4813346862793,15.34000015258789,136.562744140625,50.36444854736328,374.010009765625
2024-04-04,180.0,171.11000061035156,342.6734313964844,230.12928771972656,259.1552429199219,83.6846923828125,85.86369323730469,161.37733459472656,3474.09716796875,244.57720947265625,207.89242553710938,45.86000061035156,137.16529846191406,93.6049575805664,42.91442108154297,11.804353713989258,448.6400146484375,73.30867004394531,3085.0400390625,106.07411193847656,41.42134094238281,15.0600004196167,133.16075134277344,49.927337646484375,357.55999755859375
2024-04-05,185.07000732421875,164.89999389648438,342.85540771484375,231.3959197998047,255.89291381835938,82.94928741455078,85.6419677734375,160.95567321777344,3552.9814453125,249.52987670898438,210.7799835205078,46.529998779296875,136.98855590820312,94.64120483398438,43.45478439331055,11.86690616607666,444.75,74.50399780273438,3104.93994140625,108.3373794555664,41.325077056884766,15.119999885559082,134.1271209716797,50.56842803955078,356.8699951171875
2024-04-08,185.19000244140625,172.97999572753906,346.860107421875,234.55764770507812,256.7276611328125,83.27401733398438,86.76020812988281,159.01597595214844,3552.261474609375,250.26687622070312,210.6704559326172,46.29999923706055,137.715087890625,94.0741958618164,43.56285858154297,11.983070373535156,452.7799987792969,73.81600189208984,3076.090087890625,109.0053939819336,41.527225494384766,15.65999984741211,136.3655242919922,50.10218048095703,360.4599914550781
2024-04-09,185.6699981689453,176.8800048828125,346.2565002441406,236.29806518554688,258.5316162109375,83.21670532226562,87.7242202758789,160.82449340820312,3532.838623046875,250.5223846435547,209.0076446533203,46.40999984741211,137.37144470214844,94.9247055053711,43.94601821899414,12.099237442016602,454.79998779296875,73.04933166503906,3043.6201171875,110.19184875488281,41.094051361083984,15.5,131.32664489746094,50.471290588378906,358.79998779296875
2024-04-10,185.9499969482422,171.75999450683594,335.8521423339844,229.30746459960938,257.79278564453125,82.0896987915039,85.79620361328125,160.81509399414062,3537.425537109375,249.94261169433594,208.68898010253906,44.68000030517578,135.77113342285156,94.12307739257812,43.16986846923828,11.670313835144043,450.95001220703125,72.87333679199219,3025.75,109.42414855957031,39.890785217285156,14.949999809265137,129.078369140625,50.95696258544922,350.25
2024-04-11,189.0500030517578,174.60000610351562,332.79595947265625,227.6444091796875,257.7447814941406,82.04194641113281,88.68821716308594,160.54335021972656,3588.462890625,254.06983947753906,209.85397338867188,44.720001220703125,137.39109802246094,93.71247863769531,43.071617126464844,11.652441024780273,447.9100036621094,72.19999694824219,3006.760009765625,108.05819702148438,40.256568908691406,14.970000267028809,131.8887176513672,50.40330123901367,349.9200134277344
2024-04-12,186.1300048828125,171.0500030517578,328.4847717285156,224.3666229248047,256.5646057128906,81.10595703125,88.68821716308594,155.66136169433594,3483.83349609375,246.70960998535156,204.21829223632812,42.47999954223633,133.51307678222656,92.30474853515625,42.32494354248047,11.268197059631348,442.32000732421875,71.76599884033203,2962.320068359375,105.27649688720703,39.60199737548828,14.359999656677246,125.89332580566406,49.83992004394531,336.1300048828125
2024-04-15,183.6199951171875,161.47999572753906,323.7519836425781,222.39418029785156,255.45150756835938,81.3447265625,89.74862670898438,154.62124633789062,3438.290283203125,244.10552978515625,203.55117797851562,42.849998474121094,131.21568298339844,90.89701843261719,41.9417724609375,10.928630828857422,433.239990234375,71.28466796875,2903.510009765625,106.01428985595703,39.303585052490234,14.0600004196167,125.40028381347656,49.431949615478516,334.760009765625
2024-04-16,183.32000732421875,157.11000061035156,320.78204345703125,220.78915405273438,254.6839141845703,81.58350372314453,90.02818298339844,153.03765869140625,3420.673095703125,241.36386108398438,201.62948608398438,42.70000076293945,131.3923797607422,91.28804016113281,41.91230773925781,10.8035306930542,424.1700134277344,72.63400268554688,2910.27001953125,107.280517578125,39.33246612548828,13.899999618530273,124.83821105957031,48.81028747558594,338.9800109863281
2024-04-17,181.27999877929688,155.4499969482422,318.865966796875,221.2822723388672,259.02093505859375,82.33802032470703,91.42597961425781,154.11526489257812,3397.13671875,234.32794189453125,199.61817932128906,42.029998779296875,130.37132263183594,91.04364013671875,41.71580505371094,10.758849143981934,424.54998779296875,72.98666381835938,2938.260009765625,105.43600463867188,38.976295471191406,14.119999885559082,126.18915557861328,48.033206939697266,344.8599853515625
2024-04-18,179.22000122070312,149.92999267578125,318.9234924316406,221.214599609375,260.0092468261719,83.23580169677734,92.29358673095703,156.0924072265625,3383.553955078125,232.2053680419922,197.96531677246094,42.040000915527344,129.39935302734375,90.58417510986328,41.69615173339844,10.77672290802002,425.1099853515625,73.40399932861328,2973.169921875,105.99435424804688,38.98591995239258,14.180000305175781,125.86373901367188,48.518882751464844,347.510009765625
2024-04-19,174.6300048828125,147.0500030517578,321.28985595703125,222.6165771484375,260.9783020019531,83.6751480102539,91.12714385986328,157.7041473388672,3368.442138671875,231.91058349609375,193.63400268554688,42.41999816894531,130.91128540039062,91.26849365234375,41.62738037109375,10.848209381103516,413.5,72.72933197021484,2985.5400390625,106.46295166015625,39.101436614990234,14.119999885559082,127.41190338134766,48.94627380371094,352.4700012207031
2024-04-22,177.22999572753906,142.0500030517578,322.0083312988281,223.57379150390625,264.42303466796875,84.21955108642578,90.79938507080078,156.5890350341797,3415.968017578125,233.296142578125,194.3011016845703,42.43000030517578,131.33348083496094,91.97237396240234,42.45266342163086,11.509468078613281,417.9800109863281,72.76399993896484,2961.659912109375,109.24467468261719,38.80302810668945,14.279999732971191,130.15321350097656,49.48052215576172,361.7900085449219
2024-04-23,179.5399932861328,144.67999267578125,324.7771301269531,226.90606689453125,265.67034912109375,83.92346954345703,90.63549041748047,156.0268096923828,3485.993408203125,235.53663635253906,196.1929473876953,42.849998474121094,130.6658477783203,92.38296508789062,44.30953598022461,11.563082695007324,419.2699890136719,72.82333374023438,2961.0400390625,112.3055648803711,37.965545654296875,14.789999961853027,134.76808166503906,49.78163528442383,364.67999267578125
2024-04-24,176.58999633789062,162.1300048828125,319.0384216308594,223.72923278808594,265.54559326171875,84.76393127441406,91.23319244384766,154.93051147460938,3469.747314453125,239.83090209960938,203.8200225830078,42.709999084472656,130.194580078125,93.14547729492188,44.28989028930664,11.572017669677734,410.54998779296875,72.84666442871094,2988.510009765625,112.53487396240234,38.53349685668945,15.010000228881836,134.82725524902344,49.71364212036133,364.5899963378906
2024-04-25,173.6699981689453,170.17999267578125,318.0516662597656,223.4086456298828,264.44219970703125,83.89480590820312,90.55839538574219,154.087158203125,3454.91162109375,237.7476348876953,203.05331420898438,42.18000030517578,129.74298095703125,94.25995635986328,44.82041931152344,11.652441024780273,408.010009765625,70.27532958984375,2945.25,110.46104431152344,37.91741943359375,15.180000305175781,135.5569305419922,49.869056701660156,360.0
2024-04-26,179.6199951171875,168.2899932861328,321.0311584472656,223.32119750976562,262.0337829589844,84.28640747070312,90.73190307617188,154.36827087402344,3473.259033203125,236.66668701171875,201.2510986328125,41.09000015258789,131.17637634277344,94.2012939453125,45.03656768798828,11.429043769836426,406.3900146484375,69.59532928466797,2945.97998046875,110.70033264160156,38.55274200439453,15.079999923706055,138.63352966308594,50.529571533203125,364.70001220703125
2024-04-29,180.9600067138672,194.0500030517578,322.6694030761719,224.36070251464844,262.47515869140625,84.36280822753906,90.67406463623047,153.42185974121094,3467.064208984375,236.32278442382812,201.2909393310547,41.61000061035156,128.67283630371094,92.74465942382812,45.233062744140625,11.393301010131836,410.0400085449219,69.13600158691406,2998.780029296875,112.56478118896484,39.44797897338867,15.130000114440918,141.36495971679688,51.2386589050293,363.9599914550781
2024-04-30,175.0,183.27999877929688,320.1976623535156,221.49476623535156,261.9858093261719,84.51561737060547,88.93885803222656,150.844970703125,3405.14697265625,232.03834533691406,196.4319305419922,39.439998626708984,127.19034576416016,91.98213195800781,43.74952697753906,10.857144355773926,404.8399963378906,67.55066680908203,2956.39990234375,108.47695922851562,38.42760467529297,14.819999694824219,137.68687438964844,50.06332778930664,360.6000061035156
2024-05-01,179.0,179.99000549316406,318.0420837402344,221.0381622314453,263.3195495605469,71.09664154052734,87.08795928955078,146.58145141601562,3369.25048828125,229.80764770507812,196.88995361328125,39.75,125.49185180664062,91.71820068359375,43.69057846069336,10.901825904846191,402.1099853515625,67.00733184814453,2946.81005859375,109.37427520751953,38.01367950439453,14.470000267028809,135.6062469482422,49.59708023071289,354.3999938964844
2024-05-02,184.72000122070312,180.00999450683594,321.4527282714844,223.03944396972656,262.216064453125,71.56465148925781,89.0834732055664,148.1650390625,3425.7431640625,231.47821044921875,196.68084716796875,40.869998931884766,125.35440063476562,92.78376770019531,43.88706588745117,11.160966873168945,397.3299865722656,67.08200073242188,2962.090087890625,110.23172760009766,37.3398551940918,14.460000038146973,135.46820068359375,47.97493362426758,350.79998779296875
2024-05-03,186.2100067138672,181.19000244140625,328.4656066894531,225.51681518554688,259.3759765625,69.8263931274414,88.83282470703125,148.09007263183594,3528.79443359375,230.52499389648438,196.6907958984375,41.040000915527344,128.4568328857422,92.97930145263672,44.0737419128418,11.10735034942627,397.3900146484375,67.52999877929688,2952.199951171875,112.88383483886719,37.77302551269531,14.4399995803833,136.2866668701172,48.227474212646484,355.1499938964844
2024-05-06,188.6999969482422,184.75999450683594,327.9290771484375,225.09906005859375,258.397216796875,69.62581634521484,89.99925994873047,148.3805694580078,3549.53857421875,232.71636962890625,199.23980712890625,41.0099983215332,130.06695556640625,95.26686096191406,44.27023696899414,11.169902801513672,394.8800048828125,67.73933410644531,2967.699951171875,114.2198486328125,38.004051208496094,14.600000381469727,141.25650024414062,47.96521759033203,350.239990234375
2024-05-07,188.75999450683594,177.80999755859375,326.3962097167969,224.86590576171875,256.67010498046875,69.24378204345703,90.40414428710938,150.3108673095703,3556.443115234375,231.90074157714844,198.8514862060547,40.63999938964844,129.18336486816406,95.72633361816406,44.48638153076172,11.007102012634277,393.6700134277344,68.04733276367188,2990.64990234375,113.24276733398438,37.53237533569336,14.119999885559082,139.61961364746094,48.63544464111328,349.8500061035156
2024-05-08,188.0,174.72000122070312,324.6142272949219,225.4585418701172,257.6200256347656,70.19886779785156,90.22099304199219,149.54249572753906,3610.29248046875,231.27183532714844,199.52853393554688,40.040000915527344,130.34185791015625,96.2933349609375,44.26041030883789,10.989012718200684,388.4800109863281,68.02266693115234,2962.52001953125,113.61166381835938,37.52274703979492,14.300000190734863,139.70835876464844,48.26633071899414,345.6099853515625
2024-05-09,189.5,171.97000122070312,332.863037109375,229.40286254882812,257.1019287109375,72.28096771240234,90.02818298339844,153.97470092773438,3728.692138671875,233.42385864257812,202.60525512695312,40.849998474121094,132.41342163085938,96.69416046142578,44.564979553222656,10.970924377441406,396.6700134277344,68.71466827392578,2987.050048828125,115.05736541748047,38.860782623291016,14.5600004196167,139.7675323486328,48.897708892822266,352.95001220703125
2024-05-10,187.47999572753906,168.47000122070312,331.8953857421875,228.3341827392578,263.8664855957031,72.69165802001953,87.6663818359375,152.859619140625,3754.062744140625,236.29327392578125,207.1854705810547,40.56999969482422,131.0487518310547,96.59639739990234,44.417606353759766,10.844303131103516,401.5899963378906,67.95532989501953,2979.320068359375,113.6714859008789,38.57200241088867,14.430000305175781,139.07725524902344,49.53879928588867,352.9599914550781
2024-05-13,186.57000732421875,171.88999938964844,326.6549072265625,226.3425750732422,260.3354797363281,72.75850677490234,89.38229370117188,150.77000427246094,3694.1376953125,233.38458251953125,205.20404052734375,40.93000030517578,131.16659545898438,96.5377426147461,44.37831115722656,11.151814460754395,403.9599914550781,67.51667022705078,2937.919921875,113.21286010742188,39.804141998291016,14.5600004196167,138.88003540039062,50.50043869018555,347.1600036621094
2024-05-14,187.07000732421875,177.5500030517578,326.2142028808594,224.98248291015625,259.70220947265625,72.23320770263672,89.44978332519531,149.9774932861328,3721.609619140625,231.7828369140625,204.41746520996094,41.290000915527344,130.4400634765625,96.82125091552734,44.240760803222656,11.251301765441895,401.67999267578125,67.11799621582031,2921.429931640625,115.96466064453125,40.53573226928711,14.520000457763672,138.84059143066406,50.607276916503906,352.3500061035156
2024-05-15,185.99000549316406,173.99000549316406,334.04144287109375,229.35427856445312,262.7822265625,72.30005645751953,88.37010192871094,148.60940551757812,3741.0224609375,231.91058349609375,203.6905975341797,41.54999923706055,130.57749938964844,96.63970184326172,44.69270324707031,11.133726119995117,403.4100036621094,67.3586654663086,2930.169921875,116.23385620117188,41.07479476928711,14.859999656677246,138.6828155517578,50.91811752319336,346.8500061035156
2024-05-16,183.6300048828125,174.83999633789062,328.3506164550781,225.64309692382812,262.4367980957031,72.44441223144531,88.46648406982422,151.5719757080078,3684.28369140625,234.8192901611328,205.05567932128906,41.650001525878906,131.89308166503906,97.07147979736328,45.0660400390625,11.197035789489746,401.0400085449219,67.0653305053711,2900.989990234375,116.03443908691406,40.93040466308594,14.899999618530273,140.87193298339844,51.19009017944336,338.2799987792969
2024-05-17,184.6999969482422,177.4600067138672,329.7685546875,224.52586364746094,261.3525390625,74.91761016845703,88.86173248291016,151.0813751220703,3657.98583984375,233.61058044433594,203.46139526367188,41.029998779296875,129.91970825195312,98.41587829589844,44.95796585083008,11.106592178344727,399.55999755859375,67.47066497802734,2917.5,113.74127960205078,40.737884521484375,15.0,139.9450225830078,50.005043029785156,334.95001220703125
2024-05-20,183.5399932861328,174.9499969482422,323.6466369628906,222.64114379882812,257.025146484375,74.6192855834961,88.46648406982422,147.85462951660156,3717.4375,236.16552734375,204.83648681640625,41.36000061035156,129.12448120117188,95.96258544921875,44.31936264038086,10.989012718200684,386.5,66.35533142089844,2924.0400390625,113.7512435913086,40.87264633178711,16.09000015258789,145.6445770263672,49.77192306518555,327.07000732421875
2024-05-21,183.14999389648438,186.60000610351562,322.0466613769531,218.4539337158203,255.10614013671875,74.7925033569336,89.47870635986328,146.9771728515625,3770.42724609375,234.1510772705078,205.06565856933594,40.810001373291016,129.89027404785156,95.87428283691406,44.132694244384766,10.989012718200684,381.8299865722656,66.37266540527344,2820.830078125,113.79113006591797,40.76675796508789,16.200000762939453,148.65213012695312,50.675270080566406,322.9800109863281
2024-05-22,183.1300048828125,180.11000061035156,316.7200012207031,214.83021545410156,255.01011657714844,77.67949676513672,89.17022705078125,135.17408752441406,3773.14990234375,232.06781005859375,203.7005615234375,40.20000076293945,129.11460876464844,99.23037719726562,43.1993408203125,10.880480766296387,378.3299865722656,66.09600067138672,2772.639892578125,110.93961334228516,39.929283142089844,15.649999618530273,145.3191680908203,51.287227630615234,299.6300048828125
2024-05-23,181.0500030517578,173.74000549316406,313.17523193359375,211.28416442871094,247.48756408691406,75.36027526855469,88.10981750488281,136.24969482421875,3701.713623046875,228.64878845214844,199.31625366210938,38.93000030517578,129.45828247070312,98.28832244873047,42.96354293823242,10.952835083007812,376.1400146484375,65.05799865722656,2777.5400390625,111.82698822021484,39.81376647949219,14.779999732971191,144.27392578125,51.29694366455078,299.739990234375
2024-05-24,180.75,179.24000549316406,311.4603576660156,209.078857421875,247.6602783203125,75.8991928100586,88.44721221923828,137.02333068847656,3743.80419921875,233.11221313476562,202.51478576660156,39.720001220703125,139.5411834716797,100.2313003540039,43.33688735961914,10.99805736541748,381.7799987792969,65.79733276367188,2792.89990234375,114.99754333496094,40.7186279296875,15.130000114440918,146.36441040039062,52.851097106933594,303.010009765625
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,182.14999389648438,176.75,314.9093017578125,209.23426818847656,243.27528381347656,74.56155395507812,88.68821716308594,138.78765869140625,3738.645263671875,230.69822692871094,199.286376953125,38.97999954223633,135.13299560546875,99.5247573852539,42.33477020263672,10.563925743103027,381.1300048828125,63.83399963378906,2800.0,114.44918060302734,39.86189651489258,15.649999618530273,148.040771484375,51.38436508178711,295.25
2024-05-29,182.02000427246094,176.19000244140625,312.2363586425781,208.16563415527344,239.2741241455078,73.98414611816406,88.37010192871094,139.39151000976562,3683.57373046875,225.10174560546875,195.7789306640625,38.70000076293945,136.56642150878906,99.54438781738281,41.89265441894531,10.455390930175781,378.2799987792969,63.86000061035156,2739.10009765625,114.84799194335938,39.96779251098633,15.220000267028809,145.90097045898438,50.597564697265625,298.5400085449219
2024-05-30,179.32000732421875,178.7899932861328,317.5614929199219,209.32174682617188,241.86480712890625,75.7933349609375,90.08602142333984,141.40113830566406,3703.62744140625,225.59439086914062,195.82875061035156,38.529998779296875,137.29290771484375,101.43831634521484,42.6491584777832,10.645325660705566,385.5799865722656,64.24266815185547,2772.56005859375,114.65853881835938,40.76675796508789,15.199999809265137,145.43751525878906,51.821468353271484,302.8999938964844
2024-05-31,176.44000244140625,178.0800018310547,323.0506591796875,214.98562622070312,248.40870666503906,77.19833374023438,91.62843322753906,147.33570861816406,3725.062255859375,227.77188110351562,199.88421630859375,40.16999816894531,137.21438598632812,101.17337036132812,44.20146560668945,10.970924377441406,395.0899963378906,64.21733093261719,2769.93994140625,119.65367889404297,41.864139556884766,15.079999923706055,145.62484741210938,52.93444061279297,311.989990234375
2024-06-03,178.33999633789062,176.2899932861328,316.43280029296875,210.5555419921875,250.85203552246094,78.98828125,91.3574447631836,144.382568359375,3712.524658203125,225.02288818359375,197.4529266357422,40.209999084472656,138.64776611328125,103.46965026855469,44.93832778930664,11.025190353393555,389.9100036621094,63.77399826049805,2772.6201171875,122.11634826660156,42.624603271484375,16.010000228881836,148.86907958984375,52.338905334472656,306.6199951171875
2024-06-04,179.33999633789062,174.77000427246094,316.6739807128906,210.36126708984375,253.72030639648438,79.67152404785156,91.68648529052734,142.042724609375,3749.732421875,227.12158203125,199.7247772216797,39.439998626708984,138.3728790283203,103.89160919189453,44.466732025146484,10.880480766296387,389.4100036621094,64.6866683959961,2790.97998046875,118.89593505859375,41.45021438598633,16.940000534057617,153.00079345703125,52.475582122802734,306.7799987792969
2024-06-05,181.27999877929688,175.0,318.6033935546875,213.2174835205078,251.0837860107422,78.10293579101562,91.280029296875,139.02352905273438,3779.00927734375,229.34835815429688,201.8571319580078,40.380001068115234,141.71096801757812,105.77572631835938,44.82041931152344,10.916658401489258,387.1600036621094,65.1240005493164,2776.280029296875,123.42189025878906,41.87376403808594,16.950000762939453,154.1544952392578,51.75312805175781,308.2699890136719
2024-06-06,185.0,177.94000244140625,319.4137268066406,212.22653198242188,251.78878784179688,78.40125274658203,92.6349105834961,136.92898559570312,3758.314453125,228.61924743652344,200.45217895507812,40.09000015258789,141.5244140625,104.93180084228516,44.81059646606445,10.916658401489258,384.8800048828125,65.49466705322266,2764.68994140625,120.98836517333984,41.921897888183594,16.6200008392334,152.3992462158203,52.124114990234375,323.0299987792969
2024-06-07,184.3000030517578,177.47999572753906,315.48736572265625,210.4972381591797,247.4332733154297,78.3627700805664,93.43814849853516,137.7498321533203,3769.9609375,227.7029266357422,201.45858764648438,40.689998626708984,141.65203857421875,105.43226623535156,45.03716278076172,10.989012718200684,382.6099853515625,65.24666595458984,2800.699951171875,119.62200164794922,42.09657669067383,16.700000762939453,152.4189910888672,51.82147216796875,317.8599853515625
2024-06-10,187.05999755859375,173.7899932861328,320.82220458984375,211.8865203857422,245.11550903320312,78.52635955810547,92.90587615966797,140.12745666503906,3745.866455078125,229.3385009765625,204.08914184570312,40.77000045776367,142.12330627441406,105.31451416015625,46.859535217285156,11.197035789489746,382.5,65.00933074951172,2780.949951171875,120.26029968261719,42.882606506347656,16.530000686645508,153.23741149902344,51.88981246948242,318.260009765625
2024-06-11,187.22999572753906,170.66000366210938,323.87066650390625,212.12940979003906,245.56939697265625,76.8807601928711,92.78007507324219,137.92909240722656,3745.84716796875,229.22027587890625,205.14537048339844,40.77000045776367,142.30833435058594,105.0790023803711,47.48997116088867,10.952835083007812,387.69000244140625,66.66867065429688,2811.030029296875,117.48767852783203,41.747222900390625,16.34000015258789,151.05816650390625,51.74336242675781,318.0400085449219
2024-06-12,186.88999938964844,177.2899932861328,331.9935607910156,218.609375,245.76255798339844,76.38996887207031,90.66065979003906,138.48574829101562,3832.564697265625,233.0826416015625,209.95814514160156,40.470001220703125,142.12132263183594,105.08880615234375,48.13026809692383,10.925702095031738,390.1199951171875,66.94933319091797,2817.929931640625,115.55281066894531,41.56284713745117,16.739999771118164,155.28848266601562,51.92885971069336,309.80999755859375
2024-06-13,183.8300018310547,182.47000122070312,335.6014709472656,220.39695739746094,245.00927734375,77.21758270263672,91.14453887939453,136.50442504882812,3812.52392578125,236.93519592285156,210.88482666015625,40.529998779296875,143.36151123046875,106.2369384765625,46.93833541870117,10.799079895019531,396.3900146484375,66.38533020019531,2813.39990234375,112.91981506347656,41.10675048828125,16.510000228881836,153.1190948486328,52.41699981689453,307.489990234375
2024-06-14,183.66000366210938,178.00999450683594,334.5981750488281,216.98695373535156,244.89337158203125,76.64981079101562,90.3800048828125,133.183349609375,3815.45068359375,235.93017578125,209.5695343017578,39.849998474121094,143.6371307373047,106.47245788574219,46.07148742675781,10.591057777404785,390.82000732421875,67.15399932861328,2835.820068359375,112.95970916748047,40.573020935058594,15.34000015258789,146.43345642089844,50.89399337768555,306.010009765625
2024-06-17,184.05999755859375,187.44000244140625,337.1642761230469,220.3095245361328,244.82577514648438,78.26654052734375,91.9381103515625,136.77801513671875,3908.35791015625,241.10299682617188,213.8541717529297,40.38999938964844,148.0172119140625,108.16031646728516,46.692073822021484,10.717679023742676,389.1499938964844,69.55000305175781,2938.830078125,114.08671569824219,40.67976760864258,15.6899995803833,147.04481506347656,51.88005065917969,312.9100036621094
2024-06-18,182.80999755859375,184.86000061035156,341.38006591796875,221.28103637695312,242.19895935058594,77.17909240722656,91.7251968383789,134.48532104492188,3928.239990234375,239.4772491455078,215.229248046875,40.529998779296875,146.35377502441406,108.19956970214844,46.73147201538086,10.654370307922363,382.5899963378906,70.4433364868164,2968.75,113.0195541381836,39.796688079833984,15.949999809265137,149.37196350097656,53.25661087036133,313.2300109863281
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,186.10000610351562,181.57000732421875,340.9652404785156,221.04786682128906,245.10585021972656,76.7171630859375,92.48973083496094,135.2778778076172,3927.15283203125,240.39358520507812,217.0327911376953,41.70000076293945,145.05450439453125,108.31730651855469,47.056549072265625,10.799079895019531,378.3999938964844,72.03800201416016,3008.22998046875,111.63323211669922,40.08781814575195,16.059999465942383,148.11965942382812,52.563453674316406,310.7699890136719
2024-06-21,189.0800018310547,183.00999450683594,343.241943359375,222.07766723632812,250.50436401367188,76.9000244140625,94.0478515625,137.8724822998047,3943.97998046875,239.95018005371094,215.1096954345703,42.0,146.9443359375,108.93555450439453,47.00728988647461,10.708634376525879,383.8500061035156,72.11933135986328,2990.35009765625,114.12661743164062,40.408050537109375,16.06999969482422,149.01699829101562,52.8661003112793,311.82000732421875
2024-06-24,185.57000732421875,182.5800018310547,338.49560546875,221.88336181640625,251.46044921875,76.72679901123047,94.03816986083984,141.23130798339844,3936.16943359375,242.04888916015625,216.2655487060547,42.45000076293945,146.90496826171875,108.97480010986328,47.39146423339844,11.061368942260742,389.7200012207031,72.23466491699219,2985.43994140625,113.8373794555664,41.46580123901367,16.389999389648438,152.36968994140625,52.72941207885742,312.2799987792969
2024-06-25,186.33999633789062,187.35000610351562,326.3788757324219,211.0607147216797,248.56321716308594,76.29373931884766,91.6961669921875,138.476318359375,3968.97412109375,241.2310791015625,214.3125457763672,41.959999084472656,146.12738037109375,108.60189819335938,45.716861724853516,10.934746742248535,388.19000244140625,70.51933288574219,2936.409912109375,112.21170043945312,40.631248474121094,17.81999969482422,158.4932403564453,52.67084503173828,309.07000732421875
