Date,XOM,CVX,COP,EOG,SLB,HAL,DVN,OXY,MPC,VLO,PSX,KMI,WMB,EQT
2023-06-30,98.32805633544922,141.3143310546875,96.02659606933594,104.75662994384766,46.02731704711914,31.109844207763672,44.49490737915039,56.28080368041992,110.6161117553711,108.74681091308594,87.38744354248047,15.066941261291504,29.66141128540039,39.634456634521484
2023-07-03,98.52058410644531,141.18862915039062,96.60122680664062,104.99462890625,46.35527801513672,31.713369369506836,44.945926666259766,56.67323684692383,111.50787353515625,108.8673324584961,87.64398956298828,15.09319019317627,29.743221282958984,39.2008171081543
2023-07-04,,,,,,,,,,,,,,
2023-07-05,98.01632690429688,140.38031005859375,96.40660095214844,104.61932373046875,46.19598388671875,31.307884216308594,44.64217758178711,56.366939544677734,110.24613952636719,108.2369155883789,88.07460021972656,14.94444465637207,29.506874084472656,38.930999755859375
2023-07-06,94.35826873779297,137.2998809814453,92.9959487915039,102.75194549560547,46.02731704711914,31.128705978393555,43.767738342285156,55.141780853271484,107.52342224121094,105.18679809570312,87.40577697753906,14.751954078674316,29.425060272216797,37.851722717285156
2023-07-07,94.57830047607422,138.50332641601562,95.6744155883789,106.36771392822266,49.99099349975586,33.552242279052734,44.96433639526367,56.09894561767578,111.96324157714844,106.50325775146484,91.10723876953125,14.804452896118164,29.75230598449707,38.26608657836914
2023-07-10,95.98101806640625,139.4283447265625,96.71244812011719,105.97409057617188,50.243988037109375,33.948299407958984,45.27729034423828,56.185089111328125,111.7924575805664,104.3987808227539,91.92266845703125,14.83070182800293,29.91593360900879,38.82500076293945
2023-07-11,97.154541015625,142.00584411621094,99.57628631591797,109.48001098632812,52.520992279052734,35.38167190551758,46.53832244873047,57.9558219909668,113.85110473632812,107.49524688720703,93.012939453125,15.09319019317627,30.49770736694336,39.08518600463867
2023-07-12,97.63127899169922,143.37098693847656,101.30939483642578,111.41148376464844,53.111324310302734,35.75887680053711,47.026161193847656,58.692832946777344,113.80368041992188,106.65160369873047,93.41606140136719,15.346933364868164,31.00676155090332,38.33354949951172
2023-07-13,95.84349060058594,141.4580535888672,102.45865631103516,112.1987075805664,53.80473709106445,35.598567962646484,47.04457092285156,58.80768966674805,113.76571655273438,107.08733367919922,93.98412322998047,15.399430274963379,31.143110275268555,37.97699737548828
2023-07-14,92.54296112060547,137.9285430908203,99.25188446044922,109.60444641113281,53.53299331665039,34.78757858276367,45.01036071777344,56.83595275878906,112.33322143554688,105.20535278320312,92.04176330566406,15.05819034576416,30.343175888061523,36.82062911987305
2023-07-17,92.94635772705078,137.8028106689453,98.64946746826172,109.3740463256836,52.9520263671875,35.230796813964844,45.028770446777344,56.74980926513672,112.06758117675781,105.41858673095703,90.7407455444336,14.988192558288574,30.0068359375,37.06154251098633
2023-07-18,92.52464294433594,138.08120727539062,100.79039001464844,113.1433334350586,53.392433166503906,35.938053131103516,46.49229431152344,57.50595474243164,113.30086517333984,107.00389099121094,92.68312072753906,15.119439125061035,30.30681800842285,38.19863510131836
2023-07-19,93.1664047241211,138.92543029785156,101.46697235107422,112.83922576904297,53.748512268066406,34.90073776245117,46.59354782104492,57.58253860473633,115.84333038330078,109.41431427001953,93.87416076660156,15.128190994262695,30.288633346557617,38.4202766418457
2023-07-20,94.80750274658203,140.46115112304688,103.51522827148438,113.80687713623047,53.65480422973633,34.372657775878906,47.31150817871094,57.86967849731445,117.8735122680664,111.92670440673828,95.33094024658203,15.434427261352539,30.543161392211914,39.335731506347656
2023-07-21,95.24757385253906,142.5177764892578,104.62738800048828,114.83905792236328,52.48350143432617,34.8347282409668,48.103092193603516,58.1376838684082,119.36294555664062,114.02190399169922,96.87016296386719,15.574421882629395,30.77041244506836,38.449188232421875
2023-07-24,96.7419662475586,145.3288116455078,106.32344818115234,116.2583236694336,53.42992401123047,36.07949447631836,48.8670768737793,59.649993896484375,121.80105590820312,116.54356384277344,97.89630126953125,15.84566593170166,30.87040901184082,38.25645065307617
2023-07-25,96.88866424560547,145.993408203125,107.67658233642578,118.42404174804688,54.23577117919922,36.23038101196289,49.15241622924805,60.69329071044922,122.00975799560547,115.45887756347656,98.68424224853516,15.801913261413574,30.888591766357422,38.19863510131836
2023-07-26,96.34772491455078,144.89768981933594,108.27901458740234,119.17973327636719,54.03899383544922,36.0323486328125,48.922306060791016,60.157283782958984,123.66047668457031,116.97929382324219,100.40670013427734,15.705668449401855,30.970401763916016,40.010276794433594
2023-07-27,96.6502914428711,143.38893127441406,107.30586242675781,118.66364288330078,53.42992401123047,35.768310546875,48.066287994384766,59.20012283325195,122.92997741699219,116.3210678100586,99.76536560058594,15.574421882629395,30.95221710205078,39.91390609741211
2023-07-28,95.49510955810547,142.67941284179688,107.44488525390625,120.4515151977539,53.551734924316406,35.985198974609375,48.78423309326172,59.4202766418457,125.06449127197266,119.65857696533203,101.10301208496094,15.621548652648926,30.9613094329834,40.74264907836914
2023-07-31,98.31888580322266,146.9812774658203,109.10387420654297,122.13803100585938,54.666812896728516,36.85276794433594,49.704689025878906,60.42529296875,126.1934585571289,119.51023864746094,102.20246887207031,15.746020317077637,31.315824508666992,40.646278381347656
2023-08-01,97.75045013427734,145.7598876953125,108.78875732421875,121.419189453125,53.98277282714844,37.03193664550781,49.410152435302734,59.95627975463867,128.014892578125,119.38043975830078,102.71552276611328,15.612655639648438,30.99767303466797,40.154823303222656
2023-08-02,96.5311050415039,143.4517822265625,107.12977600097656,119.84326934814453,53.85158920288086,36.80561447143555,45.78354263305664,58.83641052246094,128.89715576171875,118.0347900390625,99.85697174072266,15.434834480285645,30.615880966186523,39.3742790222168
2023-08-03,98.2088623046875,143.3979034423828,106.57368469238281,121.3638916015625,54.329471588134766,37.428001403808594,46.786842346191406,59.54470443725586,129.2292022705078,117.37129974365234,101.15798950195312,15.523740768432617,31.30674171447754,40.212642669677734
2023-08-04,98.48390197753906,143.0745849609375,105.38736724853516,119.62210083007812,54.03899383544922,37.29597854614258,46.75922775268555,60.7985725402832,130.8704071044922,118.5767822265625,101.22210693359375,15.434834480285645,31.2340145111084,40.28009796142578
2023-08-07,98.2822036743164,143.59552001953125,106.10102081298828,117.62225341796875,54.320106506347656,37.333702087402344,46.76844024658203,61.16230010986328,132.81520080566406,120.81954193115234,102.10167694091797,15.452615737915039,31.334012985229492,40.617366790771484
2023-08-08,98.76812744140625,143.37991333007812,107.12977600097656,118.33187866210938,54.82611083984375,37.512874603271484,46.73161315917969,61.01872253417969,134.50387573242188,122.7352523803711,103.2377700805664,15.541525840759277,31.661256790161133,41.49740982055664
2023-08-09,100.44589233398438,143.56854248046875,107.91755676269531,120.55289459228516,55.76314163208008,38.15411376953125,47.118202209472656,61.07615280151367,136.65737915039062,125.17426300048828,104.83196258544922,15.60376262664795,32.05213165283203,42.59988021850586
2023-08-10,100.95931243896484,144.43971252441406,107.35220336914062,120.77411651611328,55.21028518676758,38.059818267822266,46.722412109375,60.99958038330078,137.8242645263672,126.02462768554688,105.0610122680664,15.594873428344727,31.870332717895508,41.3813591003418
2023-08-11,102.52705383300781,147.4213104248047,109.1872787475586,121.95372772216797,55.89433288574219,38.38044357299805,46.40025329589844,63.019168853759766,142.06484985351562,129.949462890625,106.86592864990234,15.808259010314941,32.161224365234375,41.6328010559082
2023-08-14,102.60955810546875,147.31356811523438,109.07606506347656,121.17035675048828,55.772518157958984,38.01266860961914,46.28980255126953,62.320457458496094,140.9169464111328,127.55717468261719,105.0610122680664,15.710453987121582,31.843061447143555,41.48774719238281
2023-08-15,99.97523498535156,143.01173400878906,107.52155303955078,119.01383972167969,54.65743637084961,37.23940658569336,45.27729034423828,60.827293395996094,135.9873809814453,122.54834747314453,103.92491912841797,15.434834480285645,31.597631454467773,40.810787200927734
2023-08-16,98.29293823242188,142.46389770507812,106.71173095703125,118.51620483398438,54.13269805908203,37.05080032348633,44.660587310791016,59.87013244628906,134.82411193847656,122.3614501953125,103.77832794189453,15.301466941833496,31.334012985229492,40.598026275634766
2023-08-17,100.19707489013672,144.8485565185547,108.65718841552734,119.55758666992188,54.245140075683594,37.03193664550781,45.15763473510742,60.45399856567383,135.86343383789062,123.3707046508789,105.0452651977539,15.417051315307617,31.461273193359375,41.49740982055664
2023-08-18,101.71296691894531,145.8912811279297,109.17845153808594,120.38703155517578,54.37632369995117,37.154537200927734,46.0136604309082,61.32501983642578,137.8943634033203,124.8284912109375,105.64636993408203,15.497071266174316,31.606712341308594,42.038978576660156
2023-08-21,100.48360443115234,145.40164184570312,109.10399627685547,120.14741516113281,53.82347106933594,36.77732467651367,46.17934036254883,60.99958038330078,136.20672607421875,122.56703186035156,104.80484008789062,15.434834480285645,31.661256790161133,43.102760314941406
2023-08-22,99.91976165771484,144.2047882080078,108.11730194091797,119.10601806640625,52.85832595825195,36.381263732910156,45.78354263305664,60.2147216796875,136.30203247070312,122.31472778320312,104.44416809082031,15.337032318115234,31.47945785522461,41.971290588378906
2023-08-23,99.04166412353516,144.39520263671875,107.80081939697266,118.783447265625,54.245140075683594,36.51328659057617,45.41536331176758,59.17140579223633,136.5880889892578,120.89430236816406,103.81532287597656,15.345921516418457,31.543081283569336,40.37560272216797
2023-08-24,98.30219268798828,143.2073974609375,106.86065673828125,115.82515716552734,53.21440887451172,36.06064224243164,44.95513153076172,58.72154998779297,136.9218292236328,120.9784164428711,103.93553161621094,15.319250106811523,31.379465103149414,40.32724380493164
2023-08-25,100.05841827392578,144.27732849121094,108.46171569824219,117.1153793334961,52.90517044067383,35.97576904296875,46.418663024902344,59.190555572509766,137.28414916992188,124.39861297607422,105.32270050048828,15.417051315307617,31.515806198120117,40.65605163574219
2023-08-28,100.89956665039062,145.26565551757812,109.39256286621094,117.42872619628906,54.188926696777344,36.50385665893555,46.54752731323242,59.573421478271484,136.37831115722656,122.97821044921875,104.61988830566406,15.434834480285645,31.697620391845703,40.955848693847656
2023-08-29,101.5003662109375,145.0389862060547,109.52288055419922,117.82499694824219,54.55437088012695,36.54158401489258,46.694793701171875,59.726566314697266,136.60716247558594,122.7819595336914,104.21298217773438,15.514852523803711,31.70670509338379,41.333011627197266
2023-08-30,102.48938751220703,145.2384490966797,110.49095153808594,117.75126647949219,55.28525161743164,36.692447662353516,46.63036346435547,59.946712493896484,136.48318481445312,122.83804321289062,105.10076141357422,15.505962371826172,31.815793991088867,41.57477569580078
2023-08-31,102.77593994140625,146.07264709472656,110.7981185913086,118.53462982177734,55.24776840209961,36.41898727416992,47.026161193847656,60.099853515625,136.13040161132812,121.38957214355469,105.57239532470703,15.310359001159668,31.388547897338867,41.79720687866211
2023-09-01,104.92960357666016,148.97412109375,113.69303894042969,120.70956420898438,56.33474349975586,37.54116439819336,48.710601806640625,61.803592681884766,139.1720733642578,124.8284912109375,108.35597229003906,15.239232063293457,31.533994674682617,42.76428985595703
2023-09-04,,,,,,,,,,,,,,
2023-09-05,104.93887329101562,150.93264770507812,114.33531951904297,122.93059539794922,56.6546630859375,38.53532028198242,49.244468688964844,63.344627380371094,140.18276977539062,124.39861297607422,107.95831298828125,15.176992416381836,31.30674171447754,41.787532806396484
2023-09-06,105.8447036743164,151.0868377685547,114.55873107910156,122.68177032470703,57.39801788330078,38.705745697021484,49.235260009765625,62.760746002197266,141.01229858398438,125.24901580810547,107.86583709716797,14.785788536071777,30.761329650878906,40.9365119934082
2023-09-07,105.32706451416016,151.0958709716797,113.29277801513672,121.2348861694336,57.23805236816406,38.89510726928711,48.324005126953125,61.973724365234375,143.87278747558594,127.32354736328125,109.81710052490234,14.750224113464355,31.07948112487793,40.3852653503418
2023-09-08,106.86148071289062,151.6127166748047,114.23292541503906,122.32235717773438,56.61701965332031,39.084468841552734,48.471275329589844,62.65517044067383,148.0872039794922,132.7529296875,113.03533172607422,14.936934471130371,31.151329040527344,41.08156967163086
2023-09-11,105.52119445800781,148.48451232910156,112.11061096191406,119.96308898925781,57.18159866333008,39.122344970703125,46.740821838378906,61.27307891845703,146.90489196777344,134.32284545898438,113.13705444335938,14.8213529586792,31.031585693359375,40.82045364379883
2023-09-12,108.59919738769531,151.25001525878906,114.56803894042969,123.57571411132812,58.43305587768555,40.10702896118164,47.30229949951172,63.758949279785156,148.58302307128906,136.67774963378906,114.93112182617188,15.230338096618652,31.464496612548828,42.3291015625
2023-09-13,107.628662109375,150.69688415527344,113.8512954711914,122.48824310302734,57.04045486450195,39.67149353027344,46.621158599853516,63.653350830078125,148.24932861328125,135.94886779785156,113.90461730957031,15.257014274597168,31.556610107421875,41.536094665527344
2023-09-14,109.55126190185547,151.63082885742188,115.88983917236328,124.10103607177734,57.96257781982422,39.96500778198242,47.33684158325195,64.59394836425781,148.92633056640625,136.3880615234375,113.71965789794922,15.390377044677734,31.980310440063477,41.187950134277344
2023-09-15,107.86898803710938,150.9689483642578,115.02415466308594,121.81549072265625,57.002811431884766,39.870323181152344,46.17502975463867,63.49018859863281,146.656982421875,134.2667694091797,111.92559814453125,15.176992416381836,31.630298614501953,40.162837982177734
2023-09-18,108.73784637451172,151.62173461914062,115.87122344970703,121.53902435302734,57.595611572265625,40.372135162353516,46.007720947265625,63.653350830078125,149.0693359375,136.69644165039062,113.23877716064453,15.132538795471191,31.71319007873535,39.83403396606445
2023-09-19,108.4513168334961,151.6036376953125,114.64250183105469,118.88483428955078,56.86167526245117,39.22649383544922,45.53371047973633,63.163856506347656,145.0741729736328,133.31361389160156,111.17652893066406,15.05251693725586,31.584247589111328,39.64061737060547
2023-09-20,107.59168243408203,151.14117431640625,112.79012298583984,115.6592788696289,56.25946807861328,39.09394454956055,44.502017974853516,61.666587829589844,145.5699920654297,133.6033172607422,111.03781127929688,14.990283012390137,31.584247589111328,38.683204650878906
2023-09-21,106.07577514648438,149.78111267089844,110.83536529541016,112.9774398803711,55.346736907958984,38.592124938964844,43.13572692871094,60.04454803466797,147.57235717773438,136.71514892578125,110.91759490966797,14.723548889160156,30.81052017211914,37.464691162109375
2023-09-22,106.24217224121094,150.76943969726562,110.91915130615234,113.00511169433594,55.55374526977539,38.46904373168945,43.30302429199219,60.36126708984375,146.32325744628906,135.7526092529297,109.65989685058594,14.759117126464844,30.967111587524414,37.18423080444336
2023-09-25,107.4345474243164,152.97276306152344,112.6970443725586,115.79752349853516,56.30650329589844,38.8004264831543,44.158119201660156,60.62041091918945,147.02883911132812,136.93942260742188,111.2135238647461,14.89247989654541,31.2802791595459,37.638755798339844
2023-09-26,107.6009292602539,152.14767456054688,111.83135223388672,116.93106842041016,55.6384391784668,38.62053298950195,43.637630462646484,60.61081314086914,143.9967498779297,132.30438232421875,110.43669891357422,14.643531799316406,30.930269241333008,37.67744827270508
2023-09-27,111.1041259765625,155.08544921875,115.15242767333984,119.63133239746094,57.20981979370117,39.79457473754883,45.394283294677734,62.962303161621094,145.34117126464844,134.5190887451172,111.71290588378906,14.812458992004395,31.409236907958984,38.30604934692383
2023-09-28,110.42936706542969,154.6774139404297,114.80628967285156,119.31797790527344,57.341548919677734,39.56734085083008,45.36640548706055,63.23104476928711,147.24813842773438,137.5374755859375,114.09882354736328,14.8213529586792,31.694774627685547,39.10872268676758
2023-09-29,108.68238830566406,152.8911895751953,112.07460021972656,116.82047271728516,54.85744094848633,38.34595489501953,44.334712982177734,62.2712516784668,144.30184936523438,132.42587280273438,111.1117935180664,14.741334915161133,31.031585693359375,39.24411392211914
2023-10-02,106.87995147705078,151.0052032470703,109.54871368408203,113.96356964111328,54.51870346069336,37.65478515625,42.42934799194336,59.79499053955078,143.04327392578125,129.0430450439453,110.0667953491211,14.36790943145752,30.331560134887695,37.80316162109375
2023-10-03,107.06481170654297,151.3588104248047,110.0164566040039,114.4980697631836,55.14914321899414,37.929359436035156,42.52229309082031,59.94855880737305,140.42115783691406,124.8284912109375,106.93181610107422,14.314563751220703,30.368404388427734,38.31571578979492
2023-10-04,103.0624771118164,147.83168029785156,106.02182006835938,110.000732421875,52.53329849243164,36.234561920166016,40.29160690307617,57.625858306884766,135.2913360595703,120.24016571044922,102.17845916748047,14.252326011657715,30.331560134887695,38.34473419189453
2023-10-05,100.74241638183594,148.6114501953125,106.10601043701172,109.1712875366211,52.12868881225586,36.03573226928711,39.82688903808594,57.03079605102539,135.66319274902344,119.12814331054688,101.24444580078125,14.36790943145752,30.727628707885742,39.737327575683594
2023-10-06,99.06012725830078,147.0972137451172,107.89283752441406,111.21721649169922,52.41097640991211,36.63222122192383,40.61692428588867,58.93118667602539,136.52134704589844,118.2403793334961,100.97625732421875,14.456820487976074,31.022371292114258,41.3813591003418
2023-10-09,102.52638244628906,151.1683807373047,113.96432495117188,117.26284790039062,54.800994873046875,39.11288070678711,42.847599029541016,61.59939956665039,139.7537078857422,118.63285827636719,102.84430694580078,14.901372909545898,31.64872169494629,42.890010833740234
2023-10-10,102.09192657470703,151.0052032470703,112.62654876708984,116.77439880371094,55.15855026245117,38.96138381958008,42.81970977783203,61.40744400024414,141.98486328125,121.67929077148438,103.93553161621094,14.954716682434082,31.70398712158203,42.63856887817383
2023-10-11,98.43160247802734,146.07264709472656,112.29911804199219,117.38264465332031,55.290279388427734,39.42532730102539,43.45174026489258,60.80277633666992,141.613037109375,121.1092300415039,103.6950912475586,14.981391906738281,31.952680587768555,42.1163444519043
2023-10-12,98.41311645507812,146.19052124023438,113.30010223388672,118.84796905517578,54.92330551147461,39.510536193847656,43.39596939086914,60.67800521850586,140.7262725830078,117.96002960205078,102.41889190673828,15.034737586975098,32.05399703979492,41.98094940185547
2023-10-13,101.55583190917969,148.7565155029297,116.80828857421875,123.34529876708984,55.47846603393555,40.17331314086914,44.976036071777344,61.781761169433594,141.30789184570312,117.79181671142578,102.28018951416016,15.212555885314941,32.4132194519043,41.94226837158203
2023-10-16,101.62976837158203,149.9715118408203,117.22926330566406,124.28654479980469,55.939537048339844,40.10702896118164,45.9147834777832,62.74156951904297,143.7393035888672,120.73544311523438,103.37142181396484,15.3637056350708,32.910614013671875,42.0679931640625
2023-10-17,102.96080017089844,151.95726013183594,117.36959838867188,124.53690338134766,56.68289566040039,40.75086212158203,46.40738296508789,62.89512252807617,144.30184936523438,122.15586853027344,105.34120178222656,15.408161163330078,33.067203521728516,42.80297088623047
2023-10-18,104.40274810791016,153.16317749023438,118.42672729492188,125.89077758789062,57.01222229003906,40.83606719970703,46.54680633544922,63.82611846923828,146.82862854003906,125.24901580810547,107.50518035888672,15.239232063293457,32.8369255065918,42.2420654296875
2023-10-19,104.46744537353516,153.32640075683594,118.23027038574219,126.32660675048828,56.428836822509766,40.95915985107422,45.77536392211914,63.7877197265625,145.73208618164062,123.7444839477539,106.52490997314453,15.123647689819336,32.76323699951172,41.671485900878906
2023-10-20,102.67426300048828,151.2681427001953,116.05988311767578,123.544677734375,54.77275848388672,39.870323181152344,44.91097640991211,62.55919647216797,143.84417724609375,122.5857162475586,104.99903106689453,15.105865478515625,32.16453552246094,40.955848693847656
2023-10-23,101.1676025390625,145.69180297851562,113.5152816772461,122.07025909423828,55.36555862426758,39.434783935546875,44.34401321411133,60.29408645629883,142.49978637695312,122.1651840209961,104.54589080810547,15.096973419189453,32.09083938598633,40.87847900390625
2023-10-24,100.18783569335938,142.03773498535156,112.21492004394531,120.49385833740234,53.63420867919922,38.090309143066406,44.12094497680664,60.0157470703125,141.71792602539062,120.36165618896484,103.51014709472656,14.981391906738281,31.740821838378906,41.12992477416992
2023-10-25,100.37268829345703,141.33047485351562,112.64524841308594,120.29911804199219,53.276641845703125,38.23233413696289,44.47413635253906,60.72599411010742,140.4974365234375,118.54875183105469,102.40966796875,14.928045272827148,31.740821838378906,40.63671112060547
2023-10-26,99.45759582519531,140.31495666503906,110.68067169189453,118.6392593383789,52.5709342956543,37.351802825927734,43.84210205078125,60.72599411010742,141.1743927001953,117.14702606201172,101.81779479980469,14.848026275634766,31.851356506347656,41.40070343017578
2023-10-27,97.56272888183594,130.8850860595703,110.20356750488281,116.83099365234375,52.53329849243164,37.49382400512695,43.47032928466797,59.72780990600586,139.21018981933594,115.46495056152344,102.58536529541016,14.554621696472168,31.363178253173828,40.56901168823242
2023-10-30,97.86776733398438,132.46275329589844,110.52163696289062,116.33024597167969,53.069637298583984,37.32339859008789,42.91265869140625,59.19032287597656,140.03021240234375,116.10038757324219,103.98178100585938,14.593523979187012,31.52897834777832,39.82435607910156
2023-10-31,97.84001922607422,132.13632202148438,111.13908386230469,117.07211303710938,52.373329162597656,37.247650146484375,43.28444290161133,59.324703216552734,144.21604919433594,118.67958068847656,105.48916625976562,14.656859397888184,31.685564041137695,40.98485565185547
2023-11-01,97.64592742919922,130.54957580566406,109.14643096923828,115.189697265625,52.561519622802734,37.32339859008789,42.94983673095703,58.892791748046875,147.9918975830078,119.36175537109375,107.3572006225586,14.792569160461426,31.980310440063477,41.31366729736328
2023-11-02,100.85333251953125,134.88369750976562,114.15142822265625,119.29762268066406,53.97294998168945,38.43116760253906,43.935054779052734,60.72599411010742,148.52584838867188,120.51116180419922,109.23451232910156,15.290179252624512,32.965877532958984,42.890010833740234
2023-11-03,99.62399291992188,133.84097290039062,112.02781677246094,118.84326171875,53.51188659667969,38.147125244140625,44.000118255615234,60.476444244384766,143.76791381835938,118.14691925048828,108.00455474853516,15.263035774230957,33.233001708984375,43.247825622558594
2023-11-06,97.85851287841797,133.28787231445312,110.83036041259766,117.22975158691406,53.1449089050293,37.41807556152344,43.42385482788086,59.267112731933594,142.9478759765625,117.57689666748047,108.06002807617188,15.082087516784668,32.92903518676758,41.11058044433594
2023-11-07,96.32412719726562,130.93946838378906,107.81800842285156,113.72454071044922,50.18092346191406,35.931583404541016,42.09474563598633,57.77943801879883,139.36276245117188,114.98835754394531,105.29496002197266,14.973517417907715,32.51454544067383,39.56524658203125
2023-11-08,95.14100646972656,129.11697387695312,107.06959533691406,112.39849090576172,49.804534912109375,35.780086517333984,41.06306076049805,58.69123458862305,136.8264923095703,113.61468505859375,103.39915466308594,14.78352165222168,32.348751068115234,38.72074508666992
2023-11-09,95.1687240600586,128.6998748779297,106.78893280029297,112.4819564819336,49.625762939453125,35.78955841064453,41.02587890625,58.14415740966797,135.20550537109375,112.06342315673828,102.30793762207031,14.66590404510498,32.09083938598633,38.25481414794922
2023-11-10,95.89894104003906,129.6156463623047,108.15479278564453,113.78016662597656,50.152687072753906,36.25349426269531,42.40146255493164,58.52806854248047,138.3806610107422,114.63323974609375,104.90655517578125,14.873997688293457,32.127689361572266,37.9830207824707
2023-11-13,96.90646362304688,130.5677032470703,108.46507263183594,114.11399841308594,50.81135940551758,36.603816986083984,42.2155647277832,59.13274002075195,139.93482971191406,116.1284408569336,105.56314086914062,14.94637680053711,32.17374038696289,38.633384704589844
2023-11-14,97.27957153320312,131.51979064941406,108.63431549072266,116.02424621582031,51.14068603515625,37.09615707397461,42.51299285888672,59.2479133605957,143.66302490234375,117.8198471069336,106.3676986694336,15.19970417022705,32.50533676147461,38.73045349121094
2023-11-15,96.6919174194336,131.98220825195312,108.15477752685547,114.12327575683594,50.510250091552734,36.39552688598633,42.30851745605469,58.835201263427734,144.12802124023438,118.39923095703125,106.80233764648438,15.308274269104004,32.58823013305664,40.11853790283203
2023-11-16,95.57258605957031,129.89320373535156,105.29647827148438,111.9255599975586,49.03295135498047,35.20252990722656,41.16530227661133,57.885009765625,139.1138153076172,114.8570556640625,105.95307922363281,15.217799186706543,32.00794219970703,38.87605285644531
2023-11-17,97.90452575683594,132.3578643798828,107.74108123779297,114.98567199707031,49.72925567626953,35.96945571899414,42.15980911254883,58.50887680053711,141.79824829101562,116.9201889038086,108.6035385131836,15.344463348388672,32.63428497314453,39.186676025390625
2023-11-20,97.47544860839844,132.2845458984375,108.4932632446289,116.12625122070312,49.625762939453125,36.16828536987305,42.42934799194336,58.681636810302734,142.8433074951172,117.5042724609375,110.2274169921875,15.326367378234863,32.800086975097656,38.91488265991211
2023-11-21,97.43814086914062,131.97303771972656,108.28641510009766,115.21749877929688,49.606937408447266,36.17774963378906,42.05756759643555,58.30731964111328,141.5393829345703,116.0346450805664,109.57413482666016,15.48922348022461,33.11325454711914,38.8469352722168
2023-11-22,97.01840209960938,132.23873901367188,107.98554229736328,114.21600341796875,49.41874694824219,35.87477111816406,41.97391891479492,57.78902816772461,143.05421447753906,118.0977783203125,110.13409423828125,15.64303207397461,33.371158599853516,39.138145446777344
2023-11-23,,,,,,,,,,,,,,
2023-11-24,97.54075622558594,132.760986328125,108.58728790283203,114.52201080322266,49.49402618408203,36.03573226928711,42.1505126953125,57.74104309082031,143.33224487304688,117.72093963623047,110.71269989013672,15.697312355041504,33.45405578613281,39.65260314941406
2023-11-27,96.97176361083984,132.26625061035156,107.93852996826172,114.05836486816406,49.44697570800781,35.685401916503906,41.7601432800293,57.46269989013672,144.33892822265625,118.33329010009766,110.43272399902344,15.661123275756836,33.518531799316406,39.050785064697266
2023-11-28,96.91580200195312,133.31985473632812,108.10777282714844,114.6518325805664,49.22114944458008,35.52444839477539,41.657901763916016,57.64506149291992,143.8020477294922,117.9847183227539,110.124755859375,15.64303207397461,33.46327209472656,38.68191146850586
2023-11-29,95.46065521240234,131.8539276123047,107.15814971923828,114.28091430664062,48.807125091552734,35.31615447998047,41.71366882324219,57.90420913696289,141.33807373046875,116.89192199707031,114.06311798095703,15.670172691345215,33.5645866394043,38.58485412597656
2023-11-30,95.83377075195312,131.5699005126953,108.66252136230469,114.12327575683594,48.967098236083984,35.060508728027344,41.79731750488281,56.77165603637695,143.03504943847656,118.0977783203125,120.28794860839844,15.89635944366455,33.8869743347168,38.788692474365234
2023-12-01,96.06696319580078,132.6785125732422,108.34284210205078,114.61474609375,49.29642105102539,35.704345703125,41.98320770263672,56.46451950073242,145.1730499267578,119.05868530273438,121.04390716552734,16.05921173095703,34.33830642700195,39.06048583984375
2023-12-04,95.54460144042969,132.73350524902344,107.68467712402344,114.05836486816406,48.957679748535156,35.38243103027344,41.52778244018555,55.53352737426758,145.14430236816406,119.1340560913086,119.86799621582031,16.14968490600586,34.07119369506836,37.82771301269531
2023-12-05,93.68836975097656,130.8918914794922,106.37773895263672,113.0846939086914,47.8514518737793,34.397743225097656,40.6912727355957,54.97684097290039,142.7761688232422,118.3709716796875,119.1773681640625,15.833024024963379,33.39878845214844,37.235591888427734
2023-12-06,92.44778442382812,130.58953857421875,103.91433715820312,111.04463195800781,46.452117919921875,33.15192413330078,40.19866943359375,54.209007263183594,137.27297973632812,115.62013244628906,116.65756225585938,15.860170364379883,33.01193618774414,35.78926467895508
2023-12-07,91.80415344238281,130.48873901367188,104.22462463378906,109.74640655517578,45.81863784790039,32.73348617553711,40.39384841918945,54.305301666259766,135.73898315429688,114.99835968017578,116.30292510986328,15.833024024963379,32.58100128173828,35.90575408935547
2023-12-08,92.85821533203125,132.22042846679688,105.3717041015625,110.31206512451172,46.140106201171875,33.21849822998047,40.97940444946289,54.3726921081543,137.11959838867188,115.62954711914062,116.9561996459961,16.013973236083984,33.13132858276367,36.041648864746094
2023-12-11,92.92350006103516,132.257080078125,105.45632934570312,110.53460693359375,46.471031188964844,33.06633758544922,41.27682876586914,54.94078063964844,137.91534423828125,116.3266830444336,117.97347259521484,15.89635944366455,32.5436897277832,35.80868148803711
2023-12-12,91.45903015136719,130.5620574951172,104.42207336425781,109.11583709716797,46.36703109741211,32.75250244140625,40.28231430053711,53.486854553222656,137.4551544189453,113.89613342285156,116.8628921508789,15.579695701599121,32.09597396850586,34.95447540283203
2023-12-13,92.27054595947266,132.49530029296875,105.16484832763672,109.86695861816406,46.508853912353516,32.990257263183594,41.10023498535156,55.09484100341797,140.60943603515625,117.57022094726562,118.67341613769531,15.814929008483887,32.329158782958984,36.16783142089844
