Date,GOOGL,META,DIS,NFLX,VZ,T,TMUS,CMCSA,CHTR,EA,TTWO
2024-02-15,141.69937133789062,481.06439208984375,110.96659088134766,59.34600067138672,36.2033805847168,15.6546630859375,156.77511596679688,39.363338470458984,294.1400146484375,142.62010192871094,156.9600067138672
2024-02-16,139.4662322998047,470.4200134277344,110.1278076171875,58.39500045776367,36.11418533325195,15.5447416305542,155.64955139160156,38.83598327636719,293.0,140.8676300048828,153.3800048828125
2024-02-19,,,,,,,,,,,
2024-02-20,140.0617218017578,468.859619140625,107.99629974365234,57.51300048828125,36.123104095458984,15.48978042602539,157.24087524414062,39.231502532958984,295.1300048828125,139.63995361328125,151.94000244140625
2024-02-21,141.48101806640625,465.6559753417969,106.24964141845703,57.334999084472656,36.658260345458984,15.572222709655762,159.18150329589844,39.410423278808594,287.29998779296875,139.76866149902344,151.11000061035156
2024-02-22,143.0094757080078,483.66412353515625,106.22004699707031,58.84700012207031,36.3282470703125,15.196657180786133,158.6963653564453,39.46692657470703,297.0,142.09535217285156,152.44000244140625
2024-02-23,142.88043212890625,481.57476806640625,106.31871795654297,58.35599899291992,36.26581573486328,15.389019012451172,159.46292114257812,39.457515716552734,299.4200134277344,141.17454528808594,151.00999450683594
2024-02-26,136.53836059570312,479.2964172363281,106.259521484375,58.76499938964844,35.40064239501953,15.205817222595215,159.04566955566406,39.73060607910156,292.6400146484375,141.16465759277344,149.7100067138672
2024-02-27,137.83853149414062,484.5794677734375,107.97655487060547,60.16699981689453,35.61470031738281,15.416499137878418,159.734619140625,39.805938720703125,290.0,138.29953002929688,147.94000244140625
2024-02-28,135.35728454589844,481.5648193359375,109.33836364746094,59.64799880981445,35.76633071899414,15.535582542419434,158.93893432617188,39.69293975830078,288.3399963378906,138.87454223632812,147.47999572753906
2024-02-29,137.4217071533203,487.64385986328125,110.10807037353516,60.29199981689453,35.69498062133789,15.508098602294922,159.0850830078125,40.35213088989258,293.92999267578125,138.2797088623047,146.92999267578125
2024-03-01,136.111572265625,499.7520751953125,110.47318267822266,61.933998107910156,35.855525970458984,15.553900718688965,159.15325927734375,40.3050422668457,293.1600036621094,139.57843017578125,150.33999633789062
2024-03-04,132.35000610351562,495.6629943847656,112.19023895263672,61.58300018310547,35.95363998413086,15.389019012451172,159.12405395507812,39.410423278808594,279.05999755859375,137.61544799804688,146.3300018310547
2024-03-05,131.6750946044922,487.7333984375,111.38105773925781,59.849998474121094,35.98931121826172,15.727946281433105,161.61793518066406,39.608177185058594,280.8500061035156,135.10723876953125,143.94000244140625
2024-03-06,130.41464233398438,493.5736389160156,108.60812377929688,59.76900100708008,35.61470031738281,15.737106323242188,163.09872436523438,39.69293975830078,276.3299865722656,134.35377502441406,143.89999389648438
2024-03-07,133.37225341796875,509.59197998046875,108.7265396118164,60.85100173950195,35.2579345703125,15.618022918701172,160.14694213867188,39.30683517456055,282.0,134.2348175048828,145.00999450683594
2024-03-08,134.39454650878906,503.3836364746094,108.86469268798828,60.481998443603516,35.24009323120117,15.755426406860352,159.75726318359375,40.097869873046875,283.7799987792969,133.9869384765625,143.72999572753906
2024-03-11,136.6376190185547,481.1370544433594,110.82843780517578,60.09299850463867,35.793094635009766,15.874506950378418,160.5073699951172,41.00190353393555,298.25,135.55335998535156,145.8699951171875
2024-03-12,137.46139526367188,497.21502685546875,110.97645568847656,61.108001708984375,35.793094635009766,15.755426406860352,159.45526123046875,40.67230987548828,294.70001220703125,134.8494873046875,144.52999877929688
2024-03-13,138.74169921875,493.0562744140625,111.01593017578125,60.94499969482422,35.90903854370117,15.746264457702637,159.8546905517578,40.75706481933594,298.3999938964844,135.78140258789062,144.88999938964844
2024-03-14,142.02688598632812,489.335205078125,110.58173370361328,61.30099868774414,35.47200012207031,15.581382751464844,158.65643310546875,40.323883056640625,297.0,133.8679962158203,143.77000427246094
2024-03-15,140.12127685546875,481.6444396972656,110.47318267822266,60.5880012512207,35.22225570678711,15.618022918701172,157.63352966308594,40.276790618896484,290.6499938964844,133.11456298828125,143.91000366210938
2024-03-18,146.57254028320312,494.4591369628906,112.34811401367188,61.8390007019043,35.61470031738281,15.847025871276855,156.9905548095703,40.60639190673828,296.17999267578125,131.33993530273438,144.6199951171875
2024-03-19,145.92742919921875,493.72283935546875,112.99942016601562,62.07400131225586,35.65038299560547,15.727946281433105,156.5911407470703,40.48396682739258,298.5799865722656,131.81582641601562,145.1999969482422
2024-03-20,147.62461853027344,502.955810546875,114.92369842529297,62.76900100708008,35.78417205810547,15.764582633972168,157.0003204345703,40.587554931640625,295.29998779296875,131.1813201904297,148.42999267578125
2024-03-21,146.49313354492188,505.1844177246094,115.1605224609375,62.270999908447266,36.158782958984375,15.718786239624023,156.77622985839844,40.38979721069336,294.6099853515625,131.33993530273438,152.1699981689453
2024-03-22,149.63938903808594,506.99517822265625,114.34147644042969,62.80099868774414,36.00715255737305,15.553900718688965,156.4645233154297,40.24854278564453,290.6000061035156,130.566650390625,152.4600067138672
2024-03-25,148.9446258544922,500.46844482421875,117.78544616699219,62.74599838256836,36.453121185302734,15.682145118713379,156.96131896972656,40.15437698364258,290.6000061035156,129.39683532714844,146.13999938964844
2024-03-26,149.5401153564453,493.3746032714844,118.3479232788086,62.92399978637695,36.435279846191406,15.737106323242188,156.94186401367188,40.003692626953125,287.8900146484375,129.77352905273438,146.6699981689453
2024-03-27,149.73861694335938,491.3548889160156,119.38407135009766,61.35300064086914,37.05070877075195,16.076030731201172,157.82835388183594,40.55930709838867,293.510009765625,130.73516845703125,146.9199981689453
2024-03-28,149.79815673828125,483.1169128417969,120.74586486816406,60.733001708984375,37.42531967163086,16.121829986572266,159.00714111328125,40.82297897338867,290.6300048828125,131.52830505371094,148.49000549316406
2024-03-29,,,,,,,,,,,
2024-04-01,154.32398986816406,488.8576354980469,119.92681121826172,61.430999755859375,37.71073532104492,16.030231475830078,158.47132873535156,39.81535339355469,284.1499938964844,132.19252014160156,150.0
2024-04-02,153.40093994140625,494.84710693359375,121.19979858398438,61.42100143432617,37.9426383972168,16.048547744750977,157.89657592773438,39.663578033447266,278.0199890136719,131.01278686523438,149.57000732421875
2024-04-03,153.75823974609375,504.1695861816406,117.41044616699219,63.007999420166016,38.2102165222168,16.13098907470703,159.04608154296875,39.397945404052734,275.69000244140625,131.37960815429688,151.72999572753906
2024-04-04,149.40118408203125,508.32843017578125,115.54537963867188,61.7140007019043,37.862369537353516,16.094350814819336,157.43869018554688,38.999507904052734,271.2300109863281,128.44508361816406,149.58999633789062
2024-04-05,151.3563995361328,524.6651000976562,116.818359375,63.61800003051758,37.568031311035156,15.956949234008789,156.9515838623047,38.80029296875,267.489990234375,129.1687774658203,151.0399932861328
2024-04-08,153.6887664794922,516.6161499023438,115.80194854736328,62.840999603271484,37.22018051147461,15.801224708557129,156.7470245361328,38.62004089355469,273.04998779296875,128.8812713623047,153.64999389648438
2024-04-09,155.4256591796875,514.2780151367188,116.41377258300781,61.81999969482422,37.016239166259766,15.734190940856934,156.8444366455078,38.08879470825195,271.4599914550781,129.5653533935547,154.6999969482422
2024-04-10,154.96908569335938,517.1932373046875,115.6440658569336,61.858001708984375,36.72620391845703,15.575918197631836,156.24044799804688,37.680870056152344,262.8500061035156,128.1873321533203,152.1199951171875
2024-04-11,158.21458435058594,520.5062866210938,115.6045913696289,62.87799835205078,36.39990997314453,15.287304878234863,156.54241943359375,38.079307556152344,266.5299987792969,128.06834411621094,151.33999633789062
2024-04-12,156.5471649169922,509.30340576171875,112.50601196289062,62.28300094604492,36.00110626220703,15.184891700744629,155.91897583007812,37.34883499145508,260.5,126.78943634033203,147.27000427246094
2024-04-15,153.69871520996094,497.692626953125,111.45999145507812,60.71500015258789,36.35459518432617,15.119720458984375,155.6949005126953,37.40575408935547,256.8999938964844,125.95667266845703,145.3000030517578
2024-04-16,153.2421417236328,497.2250061035156,112.37772369384766,61.75199890136719,36.046424865722656,14.980069160461426,155.66566467285156,37.111671447753906,257.57000732421875,125.46097564697266,145.4499969482422
2024-04-17,154.3041229248047,491.66339111328125,111.45013427734375,61.36899948120117,36.055484771728516,15.008000373840332,155.95791625976562,36.988338470458984,258.0299987792969,125.22303771972656,143.16000366210938
2024-04-18,154.84007263183594,499.254638671875,110.94685363769531,61.055999755859375,36.372718811035156,15.203513145446777,156.69830322265625,37.58599853515625,259.9100036621094,124.54888916015625,140.63999938964844
2024-04-19,152.93446350097656,478.6297912597656,111.12448120117188,55.50400161743164,36.69901657104492,15.37109661102295,158.1400909423828,38.174171447753906,265.2099914550781,126.17477416992188,140.60000610351562
2024-04-22,155.10804748535156,479.2864990234375,110.51265716552734,55.459999084472656,34.985965728759766,15.184891700744629,158.16934204101562,38.48723220825195,265.0799865722656,126.02606201171875,139.9600067138672
2024-04-23,157.07321166992188,493.58355712890625,112.20996856689453,57.775001525878906,35.98297882080078,15.361786842346191,159.03636169433594,38.28800964355469,266.30999755859375,126.0458984375,141.72000122070312
2024-04-24,157.93666076660156,490.99676513671875,112.41719818115234,55.512001037597656,35.79264450073242,15.650402069091797,159.94235229492188,38.14570999145508,264.70001220703125,127.03729248046875,142.8300018310547
2024-04-25,154.83013916015625,439.1411437988281,111.2823715209961,56.47999954223633,35.54792022705078,15.436264991760254,159.81570434570312,35.92584228515625,259.1000061035156,126.21443176269531,143.42999267578125
2024-04-26,170.6605224609375,441.0414733886719,111.2428970336914,56.12300109863281,35.96485137939453,15.594538688659668,159.72804260253906,36.58990478515625,254.61000061035156,126.79936218261719,144.47000122070312
2024-04-29,164.90402221679688,430.425537109375,110.60147857666016,55.94900131225586,36.33646011352539,15.845915794372559,160.01055908203125,36.855525970458984,259.760009765625,126.79936218261719,144.27000427246094
2024-04-30,161.5592803955078,427.988037109375,109.6343994140625,55.06399917602539,35.79264450073242,15.724883079528809,159.93263244628906,36.15351867675781,255.94000244140625,125.72864532470703,142.80999755859375
2024-05-01,162.63121032714844,436.9622497558594,109.0225830078125,55.17100143432617,35.52979278564453,15.752813339233398,161.19908142089844,36.2389030456543,259.70001220703125,127.0769271850586,142.74000549316406
2024-05-02,165.37051391601562,439.4396057128906,111.13434600830078,56.51499938964844,35.285072326660156,15.659709930419922,160.65354919433594,36.390682220458984,262.0,127.39417266845703,143.07000732421875
2024-05-03,165.98587036132812,449.6674499511719,112.16062927246094,57.933998107910156,35.24881362915039,15.687642097473145,160.3515167236328,36.70374298095703,265.92999267578125,128.44508361816406,145.8800048828125
2024-05-06,166.83938598632812,463.31787109375,114.93356323242188,59.696998596191406,35.64762496948242,15.817985534667969,158.1790771484375,36.51401138305664,271.4700012207031,129.4364776611328,148.33999633789062
2024-05-07,169.96578979492188,465.8648681640625,103.99972534179688,60.599998474121094,35.62949752807617,15.901775360107422,158.0037078857422,36.51401138305664,268.0,129.11923217773438,148.3300018310547
2024-05-08,168.1098175048828,470.2027587890625,104.04906463623047,60.946998596191406,35.78357696533203,15.929705619812012,158.627197265625,37.045265197753906,272.7799987792969,124.16224670410156,145.97000122070312
2024-05-09,168.6854705810547,473.0084533691406,104.4043197631836,61.20899963378906,36.06455612182617,15.994878768920898,160.429443359375,36.56144714355469,263.92999267578125,126.02606201171875,145.67999267578125
2024-05-10,167.38526916503906,473.7845153808594,104.39444732666016,61.08700180053711,36.61743927001953,15.98556900024414,159.9618377685547,37.29191970825195,275.54998779296875,126.0458984375,145.8800048828125
2024-05-13,167.87161254882812,465.6360168457031,104.43392181396484,61.659000396728516,36.74433135986328,16.069360733032227,159.1337890625,37.66189956665039,274.6499938964844,125.49073028564453,143.9499969482422
2024-05-14,169.06260681152344,469.45660400390625,103.96025085449219,61.36600112915039,36.69901657104492,16.106599807739258,158.21804809570312,37.66189956665039,278.1300048828125,125.50061798095703,144.9600067138672
2024-05-15,171.2163543701172,479.0974426269531,101.4142837524414,61.35200119018555,36.69901657104492,16.13452911376953,158.4810791015625,37.2349967956543,271.7699890136719,126.52175903320312,148.0800018310547
2024-05-16,172.87380981445312,470.82958984375,102.00637817382812,61.051998138427734,36.481483459472656,16.106599807739258,159.35784912109375,37.34883499145508,277.5400085449219,128.04849243164062,146.0800018310547
2024-05-17,174.73973083496094,469.5162658691406,101.88795471191406,62.11000061035156,36.30927276611328,16.19969940185547,159.76702880859375,37.25396728515625,273.0199890136719,126.65065002441406,147.83999633789062
2024-05-20,175.59327697753906,466.46185302734375,101.54257202148438,64.08200073242188,36.36365509033203,16.31142234802246,159.6696014404297,37.19704818725586,274.8399963378906,127.19591522216797,150.89999389648438
2024-05-21,176.5163116455078,462.273193359375,101.651123046875,65.06099700927734,35.91046905517578,16.078670501708984,160.1177215576172,37.19704818725586,275.1099853515625,127.7411880493164,151.4199981689453
2024-05-22,175.05731201171875,465.4071960449219,101.66098022460938,64.0469970703125,36.06455612182617,16.292804718017578,161.22828674316406,36.89347839355469,271.0899963378906,133.97705078125,150.61000061035156
2024-05-23,172.24855041503906,463.4173583984375,99.3321304321289,63.56700134277344,35.738258361816406,16.264875411987305,160.71197509765625,36.69426345825195,268.4100036621094,133.243408203125,152.3300018310547
2024-05-24,173.677734375,475.7942810058594,100.41761779785156,64.67500305175781,36.019229888916016,16.292804718017578,161.71539306640625,36.56144714355469,271.4599914550781,133.8977508544922,154.60000610351562
2024-05-27,,,,,,,,,,,
2024-05-28,175.07717895507812,477.4856262207031,101.0886459350586,64.9000015258789,35.67481231689453,16.078670501708984,162.99156188964844,36.56144714355469,271.4200134277344,130.9136505126953,156.7899932861328
2024-05-29,174.58090209960938,471.9538269042969,99.5492172241211,65.46199798583984,35.439151763916016,15.939017295837402,164.5210418701172,35.992244720458984,271.3500061035156,131.02285766601562,159.67999267578125
2024-05-30,170.81935119628906,464.68084716796875,100.3583984375,64.76599884033203,36.55398941040039,16.404525756835938,166.2940673828125,36.874507904052734,276.1099853515625,130.2881622314453,159.77999877929688
2024-05-31,171.2064208984375,464.4620056152344,102.53925323486328,64.16200256347656,37.297218322753906,16.963134765625,171.0956268310547,37.97495651245117,287.1199951171875,131.9263458251953,160.36000061035156
2024-06-03,171.8713836669922,475.0679626464844,101.4142837524414,63.37900161743164,37.14313507080078,16.767621994018555,169.2571258544922,37.54806137084961,286.2200012207031,132.03555297851562,163.63999938964844
2024-06-04,172.4867401123047,474.57049560546875,101.96691131591797,63.1619987487793,37.6688346862793,17.08416748046875,173.98046875,37.529083251953125,280.6000061035156,135.5203399658203,165.9600067138672
2024-06-05,174.09461975097656,492.5487976074219,100.16104125976562,65.0270004272461,37.478492736816406,17.037612915039062,176.28836059570312,37.130645751953125,278.1000061035156,136.96987915039062,167.42999267578125
2024-06-06,175.4047088623047,491.25543212890625,99.87487030029297,64.85199737548828,37.46036911010742,17.018997192382812,175.79937744140625,37.06423568725586,279.3599853515625,136.41387939453125,165.6699981689453
2024-06-07,173.15171813964844,490.45947265625,100.20051574707031,64.14700317382812,37.106876373291016,16.85141372680664,175.8482666015625,36.959877014160156,276.8299865722656,135.83804321289062,164.77000427246094
2024-06-10,173.89694213867188,500.05059814453125,101.38468170166016,64.44999694824219,36.626502990722656,16.62796974182129,176.69906616210938,36.79861831665039,276.07000732421875,135.232421875,160.5399932861328
2024-06-11,175.49668884277344,504.89593505859375,99.53936004638672,64.8550033569336,36.63556671142578,16.62796974182129,174.4596405029297,36.35274124145508,276.8299865722656,135.708984375,158.50999450683594
2024-06-12,176.6592559814453,506.2589416503906,99.47028350830078,65.00599670410156,36.046424865722656,16.395214080810547,169.9514617919922,35.88789749145508,275.05999755859375,134.65660095214844,159.6699981689453
2024-06-13,174.0459747314453,501.54302978515625,98.76963806152344,65.32599639892578,36.055484771728516,16.451074600219727,171.2423095703125,35.65073013305664,274.1700134277344,134.89486694335938,157.72000122070312
2024-06-14,175.66561889648438,502.1007080078125,98.6512222290039,66.93800354003906,35.955787658691406,16.423147201538086,172.10287475585938,35.51791000366211,276.260009765625,135.00405883789062,158.9600067138672
2024-06-17,176.1127471923828,504.5606384277344,100.18077087402344,67.58300018310547,35.76544952392578,16.451074600219727,173.462158203125,35.39459228515625,285.95001220703125,136.54295349121094,157.39999389648438
2024-06-18,173.9764404296875,497.44976806640625,100.16104125976562,68.56700134277344,36.3274040222168,16.80486297607422,173.68710327148438,35.00564193725586,277.6199951171875,137.13865661621094,155.3699951171875
2024-06-19,,,,,,,,,,,
2024-06-20,175.17874145507812,499.6507873535156,100.4965591430664,67.90299987792969,36.4724235534668,16.8607234954834,172.54295349121094,35.90686798095703,284.0,136.8606414794922,154.97999572753906
2024-06-21,178.48756408691406,492.7590637207031,100.92088317871094,68.61199951171875,36.4724235534668,17.130718231201172,172.8265380859375,36.5045280456543,290.3500061035156,138.0619659423828,158.22000122070312
2024-06-24,178.08016967773438,496.8721618652344,100.63471221923828,66.9020004272461,37.315345764160156,17.36347007751465,174.01956176757812,36.5045280456543,285.8500061035156,140.21640014648438,159.7100067138672
2024-06-25,182.85955810546875,508.514404296875,100.851806640625,67.24099731445312,37.2337760925293,17.400711059570312,173.70664978027344,36.42863845825195,290.79998779296875,139.62071228027344,159.0399932861328
2024-06-26,182.71051025390625,511.024169921875,100.83207702636719,67.76899719238281,37.179386138916016,17.465885162353516,172.41580200195312,36.257877349853516,291.5899963378906,139.5611572265625,157.5399932861328
2024-06-27,184.23081970214844,517.4378051757812,100.82220458984375,68.43399810791016,36.998111724853516,17.456575393676758,173.50128173828125,36.31479263305664,294.1099853515625,138.5186767578125,156.97999572753906
2024-06-28,180.99151611328125,502.1604309082031,97.98019409179688,67.48799896240234,37.3787956237793,17.79174041748047,172.28868103027344,37.14961624145508,298.9599914550781,138.3300323486328,155.49000549316406
2024-07-01,181.826171875,502.61859130859375,96.74668884277344,67.36100006103516,37.83198165893555,17.67070770263672,175.12461853027344,36.21044158935547,296.0199890136719,136.33445739746094,154.2899932861328
2024-07-02,184.0618896484375,507.4189147949219,96.69734191894531,67.95800018310547,37.25190353393555,17.521743774414062,176.00474548339844,36.20095443725586,303.5,137.8832550048828,154.64999389648438
2024-07-03,184.63818359375,507.87701416015625,97.30917358398438,68.2509994506836,37.27002716064453,17.391403198242188,174.51832580566406,36.39223861694336,301.25,137.67478942871094,153.5
2024-07-04,,,,,,,,,,,
2024-07-05,189.38778686523438,537.7046508789062,96.69734191894531,69.06500244140625,37.405982971191406,17.475194931030273,175.28109741210938,36.21052169799805,301.7900085449219,137.26771545410156,151.74000549316406
2024-07-08,187.82778930664062,527.157958984375,96.52881622314453,68.5739974975586,37.641639709472656,17.512435913085938,175.21263122558594,35.70361328125,290.55999755859375,138.64773559570312,152.0
2024-07-09,187.77809143066406,527.8351440429688,96.21157836914062,68.5739974975586,37.433170318603516,17.503124237060547,175.0952911376953,35.87576675415039,293.9100036621094,139.57106018066406,149.36000061035156
2024-07-10,189.96408081054688,532.5059814453125,96.13226318359375,67.76499938964844,37.843109130859375,17.709135055541992,176.53282165527344,35.79925537109375,293.95001220703125,143.0558624267578,148.8300018310547
2024-07-11,184.38980102539062,510.6058349609375,95.76546478271484,65.2750015258789,38.045780181884766,17.822532653808594,174.86058044433594,36.10531234741211,304.1400146484375,144.25718688964844,151.52000427246094
2024-07-12,183.89295959472656,496.8323059082031,96.29087829589844,64.76000213623047,38.16553497314453,17.775283813476562,175.57444763183594,36.62178421020508,311.0400085449219,144.6344451904297,153.35000610351562
2024-07-15,185.34368896484375,494.1334228515625,96.03313446044922,65.6449966430664,37.57596206665039,17.55793571472168,177.73565673828125,37.24346160888672,324.5899963378906,143.95933532714844,153.30999755859375
2024-07-16,182.75025939941406,487.7893981933594,97.61931610107422,65.63200378417969,38.183956146240234,17.81308364868164,178.9384765625,37.884273529052734,327.4200134277344,145.6173553466797,154.10000610351562
2024-07-17,179.86874389648438,460.1029357910156,96.46932983398438,64.74600219726562,38.71825408935547,18.106029510498047,179.50567626953125,38.82157516479492,330.29998779296875,145.94497680664062,149.8699951171875
2024-07-18,176.5598907470703,473.9063720703125,95.95382690429688,64.30400085449219,38.755104064941406,18.09657859802246,178.2637176513672,38.39118576049805,321.6300048828125,145.46841430664062,150.3000030517578
2024-07-19,176.53009033203125,474.8424987792969,94.91289520263672,63.33399963378906,38.34056091308594,18.06822967529297,178.02902221679688,38.333805084228516,320.30999755859375,139.19378662109375,150.32000732421875
2024-07-22,180.51458740234375,485.4091796875,93.31680297851562,64.75,36.009918212890625,17.529584884643555,173.52085876464844,37.807762145996094,312.9700012207031,142.22189331054688,150.4499969482422
2024-07-23,180.63381958007812,486.69390869140625,90.15435791015625,64.2760009765625,35.82566833496094,17.20828628540039,172.6602783203125,36.83219909667969,320.0400085449219,140.97093200683594,151.7100067138672
2024-07-24,171.53207397460938,459.3858947753906,89.02421569824219,63.5989990234375,36.544212341308594,18.106029510498047,172.98300170898438,36.43050003051758,312.6600036621094,140.166748046875,152.88999938964844
2024-07-25,166.21607971191406,451.5580139160156,88.43930053710938,63.409000396728516,36.80215072631836,18.134380340576172,171.27163696289062,36.5739631652832,315.2300109863281,140.78231811523438,150.3000030517578
2024-07-26,165.9378662109375,463.79779052734375,89.15309143066406,63.137001037597656,36.93111801147461,17.964282989501953,171.6530303955078,37.960784912109375,367.6199951171875,144.13803100585938,150.75
2024-07-29,168.45179748535156,463.8077392578125,91.343994140625,62.69599914550781,36.8758430480957,17.860332489013672,172.96343994140625,38.907657623291016,377.3599853515625,146.7888946533203,150.6999969482422
2024-07-30,169.20697021484375,461.29803466796875,92.979736328125,62.257999420166016,36.88505935668945,17.935930252075195,171.48680114746094,39.03199005126953,383.07000732421875,148.0497589111328,150.0
2024-07-31,170.44900512695312,472.8905029296875,92.88060760498047,62.834999084472656,37.32723617553711,18.19108009338379,178.25393676757812,39.471954345703125,379.7200012207031,149.85671997070312,150.52999877929688
2024-08-01,169.67396545410156,495.7069091796875,92.24613189697266,62.48500061035156,37.63123321533203,18.398977279663086,182.93814086914062,38.50595474243164,376.9700012207031,147.3349151611328,145.9600067138672
2024-08-02,165.60003662109375,486.14617919921875,88.79619598388672,61.36399841308594,37.74177551269531,18.304481506347656,184.59080505371094,38.16164016723633,373.1600036621094,147.76185607910156,143.67999267578125
2024-08-05,158.2371826171875,473.786865234375,87.02165985107422,59.85499954223633,36.66396713256836,17.869783401489258,182.7425537109375,37.4730110168457,363.5,144.45574951171875,139.49000549316406
2024-08-06,157.2832794189453,492.0718688964844,89.19274139404297,60.957000732421875,37.08771896362305,18.134380340576172,185.66653442382812,37.224334716796875,356.7799987792969,144.68409729003906,140.11000061035156
2024-08-07,157.92913818359375,486.9229431152344,85.2173843383789,61.14799880981445,37.106143951416016,18.19108009338379,186.38040161132812,36.83219909667969,353.94000244140625,143.3735809326172,135.6699981689453
2024-08-08,160.99948120117188,507.5483703613281,85.2173843383789,63.03499984741211,37.32723617553711,18.332828521728516,189.3336944580078,37.63560104370117,363.94000244140625,145.96485900878906,138.77999877929688
2024-08-09,162.62905883789062,515.6550903320312,85.46522521972656,63.39400100708008,37.53911590576172,18.417879104614258,189.9106903076172,37.37737274169922,364.4100036621094,145.54786682128906,144.82000732421875
2024-08-12,161.25784301757812,513.8424682617188,85.20746612548828,63.31399917602539,37.33644485473633,18.361177444458008,190.64410400390625,36.8513298034668,350.760009765625,144.86279296875,147.2899932861328
2024-08-13,163.11595153808594,526.3810424804688,84.8604965209961,64.802001953125,37.566749572753906,18.44622802734375,191.0157012939453,37.41562271118164,357.0,145.84568786621094,144.8800048828125
2024-08-14,159.3500518798828,524.6084594726562,85.55445098876953,66.16799926757812,37.67729187011719,18.550174713134766,192.15008544921875,37.3104133605957,351.2200012207031,145.40887451171875,144.91000366210938
2024-08-15,160.27413940429688,535.13525390625,88.02293395996094,66.3219985961914,36.88505935668945,18.039880752563477,190.3311767578125,37.79819869995117,352.010009765625,145.98468017578125,146.3800048828125
2024-08-16,161.923583984375,525.2656860351562,88.52853393554688,67.40699768066406,37.4101448059082,18.276126861572266,192.21852111816406,37.893836975097656,353.30999755859375,147.29522705078125,149.94000244140625
2024-08-19,165.61000061035156,527.1181640625,90.03539276123047,68.85299682617188,37.52989959716797,18.417879104614258,193.21600341796875,38.50595474243164,355.05999755859375,148.59584045410156,150.5
2024-08-20,166.11672973632812,524.5784912109375,88.9647216796875,69.85399627685547,37.63123321533203,18.417879104614258,191.88604736328125,38.285980224609375,347.32000732421875,147.98025512695312,154.80999755859375
2024-08-21,164.79522705078125,532.9740600585938,89.93626403808594,69.71199798583984,37.81547164916992,18.465126037597656,191.14283752441406,38.19989776611328,345.19000244140625,148.6752471923828,160.07000732421875
2024-08-22,162.7582244873047,529.75732421875,89.14317321777344,68.89600372314453,37.649654388427734,18.436777114868164,192.10121154785156,37.69298553466797,340.32000732421875,146.07406616210938,158.6999969482422
2024-08-23,164.56666564941406,525.84326171875,89.77764129638672,68.6729965209961,37.96286392211914,18.64467430114746,194.19393920898438,38.08512496948242,348.7300109863281,146.56053161621094,159.38999938964844
2024-08-26,165.10321044921875,518.9913940429688,90.98710632324219,68.84400177001953,38.22080993652344,18.673025131225586,196.0030517578125,38.49639129638672,355.3699951171875,147.4937744140625,160.3800048828125
2024-08-27,163.63262939453125,516.9796752929688,90.11470794677734,69.5719985961914,38.183956146240234,18.569076538085938,199.5235595703125,38.4868278503418,360.7699890136719,148.13912963867188,160.77999877929688
2024-08-28,161.81427001953125,514.6691284179688,88.71688842773438,68.38400268554688,38.22080993652344,18.72972297668457,196.96142578125,38.19033432006836,355.79998779296875,148.43736267089844,159.0
2024-08-29,160.75108337402344,516.1032104492188,89.03411865234375,69.24800109863281,37.999717712402344,18.673025131225586,195.6608123779297,37.740806579589844,351.5299987792969,149.3618621826172,160.5
2024-08-30,162.34088134765625,519.1806640625,89.59919738769531,70.13500213623047,38.48795700073242,18.805322647094727,194.96421813964844,37.84601974487305,347.5400085449219,150.92257690429688,161.7100067138672
2024-09-02,,,,,,,,,,,
2024-09-03,156.3591766357422,509.6696472167969,88.36000061035156,67.53199768066406,39.54734420776367,19.306167602539062,196.74000549316406,37.77907180786133,346.4200134277344,145.36561584472656,155.89999389648438
2024-09-04,155.4550018310547,510.64569091796875,88.47895812988281,67.96800231933594,38.21158981323242,19.438467025756836,195.0426788330078,36.9852294921875,331.6400146484375,146.21060180664062,158.0399932861328
2024-09-05,156.2399444580078,514.748779296875,87.88414764404297,68.36199951171875,38.054988861083984,19.514068603515625,193.4532928466797,38.06599807739258,330.7799987792969,145.04751586914062,157.05999755859375
2024-09-06,149.96014404296875,498.2265625,87.18028259277344,66.5770034790039,37.90760040283203,19.816465377807617,189.35232543945312,37.884273529052734,327.42999267578125,143.15872192382812,156.61000061035156
2024-09-09,147.9602813720703,502.7281494140625,87.57682037353516,67.54199981689453,39.36309814453125,20.317310333251953,191.6088409423828,37.98948669433594,324.8399963378906,143.44705200195312,156.32000732421875
2024-09-10,147.91053771972656,502.7281494140625,87.63630676269531,67.36199951171875,40.210609436035156,20.515756607055664,192.7861785888672,37.43475341796875,323.3900146484375,142.94998168945312,154.85000610351562
2024-09-11,150.39793395996094,509.7393798828125,87.55699920654297,68.14700317382812,40.34878921508789,20.270061492919922,194.78759765625,36.99479675292969,327.4200134277344,142.85057067871094,152.33999633789062
2024-09-12,153.91012573242188,523.453125,88.52853393554688,68.68000030517578,40.4040641784668,20.402359008789062,198.58447265625,37.597347259521484,339.0299987792969,143.8943634033203,153.61000061035156
2024-09-13,156.6661834716797,522.4771118164062,89.76773834228516,69.70600128173828,40.92914962768555,20.44960594177246,198.99652099609375,37.82688903808594,340.1700134277344,144.96800231933594,152.17999267578125
2024-09-16,157.2631378173828,531.6084594726562,91.0564956665039,69.6500015258789,41.4542350769043,21.044952392578125,201.95944213867188,37.64516830444336,343.3699951171875,145.65391540527344,152.4499969482422
