Date,CAT,DE,HON,GE,LMT,NOC,RTX,BA,MMM,ITW,EMR,ETN,PH,GD,UPS,FDX,CMI,DAL,LUV,UNP,NSC,CSX,ROP,ROK,OTIS
2024-04-17,349.0268859863281,388.4812927246094,172.8560333251953,154.22305297851562,434.8573303222656,438.7796936035156,97.2731704711914,170.2100067138672,87.71685791015625,240.7486114501953,106.49844360351562,304.2826843261719,531.0453491210938,276.0151062011719,128.40089416503906,254.39183044433594,280.8893127441406,46.9194221496582,27.79329490661621,220.1693878173828,230.433349609375,33.27226257324219,521.8163452148438,270.33831787109375,92.1651840209961
2024-04-18,348.6470031738281,392.1225891113281,173.50982666015625,151.51844787597656,434.8954772949219,439.2164306640625,97.23455810546875,170.22999572753906,88.21832275390625,240.06361389160156,106.01351928710938,303.0662536621094,528.6090698242188,276.8010559082031,128.84323120117188,254.6819305419922,280.9471740722656,46.89002227783203,28.06369400024414,220.72647094726562,231.32875061035156,33.49628448486328,522.6093139648438,265.3419494628906,92.67958068847656
2024-04-19,346.7210693359375,391.8485107421875,176.3973846435547,146.68380737304688,442.3139343261719,449.00054931640625,98.05522918701172,169.82000732421875,88.98014831542969,241.63619995117188,105.30552673339844,297.2587890625,525.2296142578125,280.0516052246094,128.8702850341797,258.1824951171875,277.2259216308594,46.615638732910156,28.37272071838379,222.90673828125,232.3011474609375,33.44758605957031,529.656494140625,261.90753173828125,92.31077575683594
2024-04-22,349.60504150390625,391.15350341796875,177.59603881835938,148.7940216064453,439.8919982910156,457.1540222167969,98.05522918701172,170.47999572753906,89.31767272949219,241.15380859375,105.3540267944336,302.232421875,530.2102661132812,282.6617126464844,131.20811462402344,261.2383117675781,279.9638366699219,48.03654861450195,28.710721969604492,225.20228576660156,235.50723266601562,33.720298767089844,534.3447265625,265.3128967285156,93.45604705810547
2024-04-23,355.1188049316406,388.8042907714844,178.1227264404297,161.1084747314453,438.7000732421875,460.7453308105469,97.88143920898438,169.17999267578125,89.68412017822266,241.8098602294922,106.45964050292969,306.89208984375,540.7021484375,284.0299072265625,134.3763885498047,262.7854919433594,282.1811828613281,48.242332458496094,28.44997787475586,226.95034790039062,235.91159057617188,33.81770324707031,534.8502807617188,268.0875549316406,94.60132598876953
2024-04-24,355.3827819824219,386.2691345214844,176.87869262695312,157.7103729248047,437.8038024902344,460.63861083984375,97.53385925292969,164.3300018310547,88.73906707763672,242.89039611816406,106.31417083740234,312.7289733886719,536.723388671875,272.7645263671875,132.345458984375,257.2928771972656,281.8341369628906,46.97821807861328,28.29546356201172,222.81068420410156,227.42945861816406,32.79499053955078,533.2544555664062,267.3404846191406,90.62197875976562
2024-04-25,330.4339904785156,385.7209777832031,175.2714385986328,159.7611083984375,443.181640625,473.73260498046875,98.2000503540039,166.80999755859375,88.15083312988281,239.41722106933594,106.29476928710938,311.0711669921875,539.7001342773438,276.4420471191406,133.04049682617188,256.7610168457031,281.1303405761719,48.879302978515625,26.325407028198242,233.9233856201172,231.86788940429688,33.145633697509766,535.6331176757812,268.6890563964844,90.28227996826172
2024-04-26,335.693603515625,385.0064392089844,175.6619110107422,160.8409881591797,439.8538818359375,466.3459777832031,97.910400390625,167.22000122070312,88.55584716796875,239.53298950195312,106.5760269165039,318.1342468261719,543.8850708007812,275.966552734375,133.2210235595703,257.0704650878906,280.6772766113281,48.918487548828125,26.103290557861328,233.19342041015625,231.01101684570312,33.10668182373047,522.1237182617188,271.7644958496094,89.48641204833984
2024-04-29,341.9698791503906,392.4749450683594,175.9524688720703,162.96107482910156,445.8229064941406,471.9466247558594,98.90485382080078,173.49000549316406,88.87409210205078,240.4591827392578,106.449951171875,320.30218505859375,544.6710205078125,279.2462463378906,134.0875701904297,257.08978271484375,283.0970458984375,49.4378547668457,25.9198055267334,231.42613220214844,232.4552001953125,33.067718505859375,509.0403747558594,271.6190185546875,90.62197875976562
2024-04-30,327.080810546875,383.1270751953125,175.0081024169922,160.31590270996094,443.3246765136719,470.79150390625,98.01660919189453,167.83999633789062,93.06898498535156,235.50990295410156,104.5296630859375,312.2090759277344,535.308837890625,278.5670471191406,133.1217498779297,253.14439392089844,272.33807373046875,49.06547927856445,25.050662994384766,227.78598022460938,221.7490234375,32.356689453125,506.9390869140625,262.87774658203125,88.5158462524414
2024-05-01,323.6591491699219,379.2997741699219,177.34178161621094,158.21560668945312,440.2734069824219,472.09222412109375,97.7269515991211,171.4600067138672,94.93016815185547,233.7347412109375,103.23976135253906,306.0975646972656,533.3931884765625,278.0236511230469,131.713623046875,252.12901306152344,273.6684875488281,49.0164909362793,24.789918899536133,225.6729278564453,221.9993438720703,32.337215423583984,510.2099914550781,261.7038269042969,88.73908233642578
2024-05-02,327.93133544921875,387.5807800292969,175.83441162109375,161.1282958984375,441.67510986328125,461.0559387207031,98.37383270263672,178.85000610351562,93.3582763671875,233.5128173828125,103.20098114013672,309.2759094238281,521.3296508789062,278.8290100097656,132.8870391845703,253.38613891601562,270.2171325683594,50.0062255859375,25.504547119140625,228.29498291015625,226.4251708984375,32.69759750366211,506.3047790527344,261.9851379394531,89.06905364990234
2024-05-03,329.2120056152344,392.4749450683594,177.80490112304688,162.58462524414062,440.445068359375,455.3194885253906,97.9007568359375,179.7899932861328,93.6861801147461,235.32659912109375,103.3270492553711,315.3467102050781,526.7327270507812,279.58587646484375,132.1739501953125,252.05166625976562,270.6509704589844,50.51578903198242,25.253461837768555,230.85946655273438,228.11997985839844,32.97031784057617,512.6382446289062,265.87554931640625,89.40876770019531
2024-05-06,334.4422607421875,393.3363342285156,177.06936645507812,166.4087371826172,441.27459716796875,455.09619140625,98.39314270019531,178.35000610351562,93.14612579345703,236.55186462402344,103.03609466552734,321.97833251953125,541.0851440429688,282.7296447753906,132.39059448242188,251.70355224609375,273.3985900878906,51.86810302734375,26.479921340942383,229.75489807128906,223.20022583007812,32.804744720458984,510.9830017089844,269.1159362792969,90.35021209716797
2024-05-07,337.2773132324219,396.9873962402344,178.749267578125,167.21119689941406,444.9933776855469,459.8426513671875,99.66759490966797,176.7100067138672,92.1335678100586,238.43316650390625,104.16111755371094,322.165283203125,540.4860229492188,284.6605529785156,132.76971435546875,250.91058349609375,276.5992431640625,51.15275192260742,26.074321746826172,232.7996368408203,224.9918670654297,33.07746124267578,515.6613159179688,263.925537109375,91.12667846679688
2024-05-08,336.7885437011719,396.840576171875,179.8389129638672,167.29049682617188,444.4975280761719,457.76544189453125,100.35308837890625,180.35000610351562,92.91468048095703,238.68399047851562,109.2527847290039,325.0875244140625,545.1326293945312,284.0492858886719,133.38351440429688,249.498779296875,278.6719970703125,51.23114776611328,26.24814796447754,236.18048095703125,224.81753540039062,33.33070373535156,516.4443359375,265.42926025390625,91.73812866210938
2024-05-09,343.9055480957031,400.34478759765625,182.1816864013672,165.943115234375,446.6239013671875,459.5320739746094,102.09097290039062,181.25,93.8597412109375,240.93190002441406,112.10413360595703,327.9015197753906,552.4335327148438,287.18341064453125,133.64527893066406,253.4151611328125,283.9936218261719,51.69172286987305,26.3447208404541,236.86244201660156,219.1907958984375,33.60342788696289,518.7041625976562,262.43145751953125,93.30073547363281
2024-05-10,346.8481750488281,399.2583312988281,184.2611083984375,161.8614044189453,447.0910949707031,460.86187744140625,102.65095520019531,178.50999450683594,95.40270233154297,241.5107879638672,112.06533813476562,325.25482177734375,552.8670654296875,287.63946533203125,134.50318908691406,256.9640808105469,287.8787536621094,51.54472351074219,26.421979904174805,237.6212158203125,223.02589416503906,33.48654556274414,518.8726196289062,266.6614990234375,94.2422103881836
2024-05-13,348.69586181640625,399.3561706542969,185.06021118164062,158.01747131347656,448.6930847167969,462.6575012207031,102.14891052246094,178.44000244140625,96.0777359008789,241.47215270996094,111.35735321044922,323.2279052734375,542.9158325195312,284.8157958984375,137.451171875,258.08587646484375,280.97613525390625,52.02581024169922,27.020721435546875,235.9691619873047,223.69410705566406,33.62290573120117,517.1480102539062,262.10980224609375,93.74720764160156
2024-05-14,350.1623229980469,404.0448303222656,184.52444458007812,158.5128173828125,445.47015380859375,460.1532287597656,102.05235290527344,180.75999450683594,96.51168823242188,240.59423828125,110.90151977539062,325.1367492675781,541.309814453125,285.330078125,135.0234375,250.4947967529297,284.572021484375,52.09453201293945,27.165578842163086,235.25845336914062,222.6869354248047,33.04823684692383,516.2261962890625,263.981201171875,94.21308135986328
2024-05-15,351.9806823730469,405.2585754394531,186.20433044433594,161.95057678222656,442.51416015625,455.863037109375,101.71442413330078,176.99000549316406,97.63033294677734,240.314453125,111.35735321044922,332.5259704589844,545.1228637695312,285.8443298339844,135.0234375,250.76556396484375,281.641357421875,52.2908935546875,26.81791877746582,236.79519653320312,224.0621337890625,32.96057891845703,526.7424926757812,268.260009765625,94.40718841552734
2024-05-16,342.86932373046875,386.0831604003906,188.61428833007812,159.62242126464844,443.2293395996094,456.8724670410156,101.2481918334961,182.9600067138672,101.12126922607422,240.9705047607422,109.9202651977539,324.87103271484375,531.5457153320312,286.9699401855469,136.59324645996094,250.2433624267578,277.5054931640625,51.55453872680664,27.020721435546875,236.18048095703125,225.214599609375,33.04823684692383,534.0374755859375,264.2443542480469,94.0953598022461
2024-05-17,348.2950744628906,388.6183166503906,188.02090454101562,158.40383911132812,444.53570556640625,456.4162902832031,101.18994140625,184.9499969482422,101.50701141357422,241.77127075195312,109.97871398925781,324.9300842285156,537.0829467773438,290.1427917480469,136.20994567871094,248.76382446289062,275.2977600097656,51.741085052490234,26.904834747314453,235.28726196289062,224.16867065429688,32.648895263671875,537.1000366210938,262.9285583496094,94.31949615478516
2024-05-20,354.6300048828125,383.1955871582031,186.78854370117188,157.7995147705078,445.374755859375,455.1738586425781,102.00581359863281,186.61000061035156,101.45878601074219,241.76162719726562,110.77764892578125,327.89166259765625,539.930419921875,291.3169250488281,134.7039794921875,246.30763244628906,274.6036376953125,52.02581024169922,27.233179092407227,234.00022888183594,223.0646209716797,32.54175567626953,541.5404663085938,264.3515930175781,94.60209655761719
2024-05-21,351.0323486328125,378.5558776855469,185.77529907226562,159.50352478027344,446.547607421875,458.0469665527344,102.40406036376953,184.77999877929688,99.46258544921875,240.01539611816406,110.77764892578125,331.3157043457031,538.8169555664062,288.24102783203125,132.7234649658203,244.00613403320312,275.6833801269531,51.27963638305664,27.011062622070312,225.6729278564453,217.62191772460938,32.21059036254883,536.6144409179688,263.5132751464844,95.644775390625
2024-05-22,347.972412109375,377.8413391113281,185.1271514892578,159.31529235839844,447.8825378417969,460.7550354003906,103.2587890625,186.27999877929688,97.87141418457031,239.976806640625,111.73246002197266,330.77459716796875,538.02880859375,289.1628112792969,131.21751403808594,243.7547149658203,276.69573974609375,50.6414680480957,26.924148559570312,225.43280029296875,223.345458984375,33.126155853271484,542.6109619140625,263.95196533203125,96.18074798583984
2024-05-23,342.8497314453125,371.214599609375,182.0143280029297,163.7239227294922,445.374755859375,453.4946594238281,102.38463592529297,172.2100067138672,96.62847900390625,232.943603515625,109.59874725341797,332.97857666015625,518.8160400390625,287.717041015625,126.95525360107422,241.06642150878906,275.3089599609375,50.26837921142578,25.7363224029541,223.51185607910156,219.16175842285156,32.62941360473633,539.8059692382812,255.40403747558594,94.65082550048828
2024-05-24,341.0899963378906,367.0251770019531,182.28819274902344,165.7747039794922,445.6322326660156,454.7425537109375,103.2199478149414,174.52000427246094,96.78385162353516,231.6122589111328,110.50484466552734,335.40887451171875,522.0280151367188,290.72503662109375,126.55365753173828,239.4224853515625,276.2883605957031,50.896732330322266,25.9198055267334,222.87794494628906,219.70408630371094,32.902137756347656,539.845703125,257.4898376464844,95.07958221435547
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,338.7144470214844,361.45556640625,181.82260131835938,166.99325561523438,437.17437744140625,444.08642578125,102.49146270751953,175.0800018310547,95.82251739501953,229.04592895507812,109.1700668334961,331.9356384277344,518.7864379882812,288.51275634765625,125.56796264648438,239.85765075683594,269.8396301269531,49.365116119384766,25.610774993896484,219.9580841064453,215.78184509277344,32.60993576049805,528.30859375,252.05117797851562,92.81880187988281
2024-05-29,330.54156494140625,357.25634765625,179.89649963378906,162.07937622070312,431.68212890625,435.2047424316406,101.56873321533203,171.64999389648438,94.73495483398438,226.73049926757812,108.06909942626953,327.5375061035156,515.4857177734375,284.7673645019531,122.67475128173828,237.02430725097656,266.0382080078125,48.992034912109375,24.635404586791992,216.95179748535156,212.10169982910156,32.37616729736328,526.246826171875,248.81524658203125,92.37055206298828
2024-05-30,331.6560363769531,360.5550231933594,183.40188598632812,162.6737823486328,439.5201110839844,435.3313903808594,102.68574523925781,172.75,95.3564224243164,229.42222595214844,108.04961395263672,328.8264465332031,516.737060546875,287.2901306152344,124.91080474853516,241.34683227539062,270.673583984375,49.19821548461914,25.214834213256836,220.1790008544922,213.71900939941406,32.434608459472656,521.9254150390625,250.66709899902344,93.92970275878906
2024-05-31,330.9423828125,366.8294372558594,184.57032775878906,163.6050567626953,448.48333740234375,439.47491455078125,104.71575164794922,177.61000061035156,97.24024200439453,234.19781494140625,109.27722930908203,327.4981384277344,523.693115234375,290.8705749511719,126.8000717163086,245.58238220214844,273.2046203613281,50.09165573120117,25.9198055267334,224.8928680419922,217.7090606689453,32.9918098449707,528.0508422851562,251.0082550048828,96.66797637939453
2024-06-03,323.9426574707031,360.3299255371094,184.81678771972656,159.9592742919922,448.87689208984375,438.0710144042969,104.28837585449219,184.57000732421875,96.87124633789062,231.41925048828125,106.22766876220703,319.24298095703125,505.524658203125,289.40545654296875,126.33464050292969,240.41851806640625,266.8916320800781,49.865840911865234,26.740663528442383,220.5460662841797,216.73092651367188,32.434608459472656,531.4207153320312,251.42735290527344,96.30742645263672
2024-06-04,320.23748779296875,361.5534362792969,189.1710968017578,159.87998962402344,450.1152648925781,437.1546325683594,104.80317687988281,188.6199951171875,95.75454711914062,232.1910858154297,104.12319946289062,311.08636474609375,504.9039611816406,288.4933166503906,123.78821563720703,237.83660888671875,264.8454284667969,48.952762603759766,26.846893310546875,219.869873046875,214.71652221679688,32.033817291259766,538.5968627929688,248.5325927734375,96.67772674560547
2024-06-05,322.0754089355469,363.13916015625,191.0333251953125,161.03912353515625,446.6017761230469,431.285400390625,105.32766723632812,189.85000610351562,96.1915054321289,232.8953857421875,105.4969482421875,321.3387756347656,515.4956665039062,290.56011962890625,125.55884552001953,239.86734008789062,270.37298583984375,49.895294189453125,27.484264373779297,219.6670379638672,216.25636291503906,32.307533264160156,542.0856323242188,252.9673614501953,98.20764923095703
2024-06-06,320.9413757324219,363.4132080078125,190.2847900390625,159.12704467773438,449.85601806640625,433.6350402832031,105.07512664794922,191.4199981689453,95.37584686279297,232.48052978515625,103.24633026123047,308.41986083984375,507.6330261230469,289.41510009765625,125.5497055053711,242.0140838623047,265.9218444824219,49.512386322021484,26.895179748535156,220.53639221191406,217.6122283935547,32.24888229370117,545.4952392578125,248.79574584960938,96.87262725830078
2024-06-07,321.5767822265625,360.7801513671875,190.58604431152344,160.4149627685547,451.3055725097656,429.01385498046875,105.00714111328125,190.24000549316406,97.93938446044922,231.9499053955078,105.20465850830078,309.7678527832031,508.5396728515625,290.25927734375,125.62271881103516,239.55787658691406,263.6429748535156,49.5222053527832,26.798606872558594,220.20797729492188,217.00209045410156,32.01427459716797,549.1328125,249.4292755126953,96.14176940917969
2024-06-10,322.2318420410156,360.506103515625,192.375244140625,161.326416015625,448.7424621582031,424.850830078125,104.01639556884766,190.1199951171875,97.74518585205078,230.9368896484375,105.93539428710938,317.7868347167969,518.2543334960938,285.9316711425781,125.6592025756836,245.35028076171875,264.9036560058594,49.581119537353516,28.681753158569336,221.1546173095703,218.00927734375,32.19022750854492,551.5809936523438,248.76649475097656,95.25498962402344
2024-06-11,319.9833068847656,357.4031982421875,191.2250518798828,158.86949157714844,444.26904296875,419.04986572265625,103.8512954711914,185.5,98.38607025146484,229.84669494628906,104.84416198730469,314.0381164550781,515.2986450195312,283.96197509765625,125.35803985595703,244.10281372070312,263.4781494140625,48.39313507080078,27.088319778442383,219.6670379638672,217.8349609375,31.936063766479492,550.8078002929688,248.6300506591797,94.03690338134766
2024-06-12,321.3715515136719,362.2582092285156,190.3304443359375,159.55303955078125,440.726806640625,416.4468078613281,103.70558166503906,182.6699981689453,98.27925109863281,231.3614044189453,105.71128845214844,321.9094543457031,525.1118774414062,285.601806640625,124.51834869384766,240.399169921875,263.9629821777344,49.69892883300781,27.464950561523438,218.75904846191406,217.06019592285156,32.024044036865234,553.2560424804688,255.52101135253906,94.96265411376953
2024-06-13,319.0545349121094,369.951904296875,190.44911193847656,154.24288940429688,440.1988220214844,412.810302734375,102.01553344726562,180.6999969482422,98.5997085571289,232.1235809326172,105.74052429199219,323.07049560546875,521.1117553710938,283.8358154296875,123.1128158569336,240.399169921875,262.1980895996094,49.257118225097656,27.43597984313965,214.55715942382812,214.84243774414062,31.799213409423828,542.33349609375,254.11749267578125,94.95291137695312
2024-06-14,314.2740478515625,370.0008239746094,190.3578338623047,154.43112182617188,439.98760986328125,413.46343994140625,101.23849487304688,177.27000427246094,97.97824096679688,226.88485717773438,103.72373962402344,313.8904724121094,495.88861083984375,283.1177978515625,123.80645751953125,238.30075073242188,258.41607666015625,47.83351135253906,27.407005310058594,214.53785705566406,212.96363830566406,31.45707893371582,544.5932006835938,247.94776916503906,94.65082550048828
2024-06-17,315.1831970214844,371.1950378417969,193.4797821044922,161.7128143310547,440.630859375,419.01092529296875,101.47161102294922,178.38999938964844,97.61894226074219,230.53170776367188,104.61034393310547,320.0990295410156,498.57843017578125,285.10687255859375,123.9889907836914,241.81100463867188,261.7422790527344,48.80549240112305,27.78363800048828,213.84234619140625,213.9320831298828,31.877410888671875,548.6967163085938,251.96343994140625,94.9821548461914
2024-06-18,317.8619384765625,374.66009521484375,194.3196258544922,163.4365997314453,441.5812072753906,415.15985107421875,101.76299285888672,174.99000549316406,97.85199737548828,232.01742553710938,105.88667297363281,322.3227233886719,499.36663818359375,289.15313720703125,122.48306274414062,239.90599060058594,265.5048828125,48.6778564453125,27.628150939941406,215.00149536132812,214.93930053710938,32.28797912597656,555.149169921875,253.71788024902344,94.03690338134766
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,321.7625732421875,373.4561462402344,195.47894287109375,163.4663543701172,447.6673278808594,423.5931701660156,102.05438232421875,176.3000030517578,98.71623229980469,234.75738525390625,105.36055755615234,318.0426330566406,500.50958251953125,290.7347106933594,124.9199447631836,244.1898651123047,269.8880615234375,48.70730972290039,27.268583297729492,217.50331115722656,217.4185333251953,32.56168746948242,554.27685546875,253.92254638671875,94.13435363769531
2024-06-21,320.5014343261719,367.103515625,196.34617614746094,162.7134246826172,448.87689208984375,421.2630310058594,102.57888793945312,176.55999755859375,99.42509460449219,231.93060302734375,105.62361145019531,314.9137878417969,496.7359924316406,289.39569091796875,124.67352294921875,245.292236328125,268.5595703125,48.481502532958984,27.56012535095215,218.41131591796875,217.77685546875,32.65944290161133,556.5269165039062,251.97320556640625,93.4717025756836
2024-06-24,322.6131286621094,370.167236328125,197.07643127441406,159.0478057861328,452.6303405761719,419.8786315917969,99.03364562988281,179.10000610351562,100.00772094726562,234.04345703125,106.51021575927734,316.9012756347656,502.77569580078125,289.6673889160156,126.49890899658203,249.4051055908203,275.3671569824219,48.501136779785156,27.68645668029785,218.6527862548828,211.7821044921875,32.46393966674805,557.577392578125,259.1370544433594,94.39746856689453
2024-06-25,320.0712890625,361.6513671875,195.7619171142578,158.2453155517578,449.3280944824219,417.7434997558594,98.65483856201172,175.10000610351562,99.09494018554688,229.56692504882812,105.09749603271484,317.57037353515625,497.8591613769531,286.51385498046875,122.62909698486328,249.27870178222656,274.5525207519531,47.92186737060547,27.70589256286621,216.4311065673828,206.6396026611328,31.97516441345215,558.0135498046875,259.1370544433594,93.21834564208984
2024-06-26,319.41632080078125,368.2878723144531,194.83082580566406,159.14688110351562,448.2912902832031,420.67803955078125,98.35374450683594,178.5,98.51231384277344,230.4641571044922,103.39247131347656,310.2007751464844,495.228515625,285.7861633300781,126.08818054199219,287.98602294921875,273.14642333984375,47.30332946777344,27.647584915161133,215.99642944335938,205.78738403320312,32.26842498779297,552.6118774414062,260.22869873046875,93.30603790283203
2024-06-27,320.1299133300781,368.8164367675781,195.69802856445312,159.00819396972656,448.4256591796875,424.01239013671875,97.73210906982422,182.50999450683594,100.1824951171875,229.02664184570312,105.5066909790039,308.89215087890625,496.7950744628906,283.81640625,123.97074127197266,287.2859802246094,272.0021057128906,47.71569061279297,27.667022705078125,215.86117553710938,203.27908325195312,32.28797912597656,557.0918579101562,260.8817443847656,93.54966735839844
2024-06-28,325.6436767578125,367.15570068359375,194.9312286376953,157.49240112304688,448.39691162109375,425.0263366699219,97.50871276855469,182.00999450683594,99.23088836669922,229.96804809570312,107.32862854003906,308.5084533691406,498.3616943359375,281.5264892578125,124.90170288085938,291.5349426269531,268.5498352050781,46.5767936706543,27.80307388305664,218.55621337890625,207.91796875,32.69854736328125,558.6776123046875,268.3087463378906,93.80303955078125
2024-07-01,321.7136535644531,354.7347412109375,192.56692504882812,157.49240112304688,447.7633361816406,424.10009765625,96.69281768798828,186.6999969482422,97.69664001464844,226.5227813720703,105.27287292480469,307.347412109375,493.6324157714844,279.3238830566406,124.08028411865234,290.40704345703125,264.0502624511719,46.06625747680664,27.317174911499023,217.20387268066406,207.30784606933594,32.83539962768555,557.6567993164062,258.7958984375,92.52645111083984
2024-07-02,320.4232482910156,358.6261291503906,194.64825439453125,159.94935607910156,447.0529479980469,426.4107666015625,97.52814483642578,185.4199981689453,98.6773910522461,228.560791015625,106.46149444580078,308.2427673339844,502.5195617675781,277.32501220703125,123.13106536865234,289.9598388671875,259.4537353515625,45.86007308959961,27.492097854614258,217.82208251953125,208.7508544921875,33.00157928466797,558.1324462890625,258.19158935546875,93.50093078613281
2024-07-03,323.2094421386719,356.5035400390625,193.9453582763672,161.48495483398438,447.3697814941406,426.1377258300781,97.84866333007812,184.30999755859375,98.6773910522461,229.0266571044922,106.74405670166016,313.3002014160156,505.169921875,276.4226379394531,123.71519470214844,285.5746765136719,263.8465881347656,46.52770233154297,27.77391815185547,217.8896942138672,209.47720336914062,32.79629898071289,555.4960327148438,259.5950927734375,94.04664611816406
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,321.00006103515625,353.7913513183594,193.74453735351562,159.00819396972656,443.65472412109375,423.8368835449219,97.4892807006836,184.8300018310547,98.38607025146484,226.2607421875,106.6466293334961,312.2669982910156,498.0562744140625,274.68682861328125,124.44535064697266,285.8566589355469,258.5615539550781,45.18263244628906,26.180173873901367,217.50331115722656,209.0510711669922,32.55191421508789,557.58740234375,257.38262939453125,94.40719604492188
2024-07-08,321.6941223144531,348.8485412597656,193.1876678466797,162.00999450683594,443.2707214355469,419.4691467285156,97.2270278930664,185.83999633789062,98.17243957519531,227.00804138183594,107.14350891113281,313.8314514160156,501.278076171875,273.5068664550781,123.69694519042969,287.3443298339844,261.4610595703125,45.506629943847656,26.578609466552734,215.78390502929688,207.49185180664062,32.639888763427734,552.6151123046875,258.39630126953125,94.91393280029297
2024-07-09,318.7612609863281,342.7952575683594,192.2474365234375,161.61373901367188,441.8691711425781,413.11248779296875,98.20804595947266,183.24000549316406,96.80327606201172,227.1536102294922,106.77327728271484,313.58544921875,501.1894226074219,272.5706787109375,122.55606842041016,284.62188720703125,260.5494689941406,46.03680419921875,26.695226669311523,214.228759765625,207.00762939453125,31.750337600708008,546.3326416015625,254.62428283691406,93.85175323486328
2024-07-10,321.1271667480469,345.4386291503906,195.7984619140625,164.1598358154297,442.5507507324219,415.5596008300781,97.7903823852539,183.72999572753906,98.72594451904297,228.9490203857422,108.63418579101562,321.81103515625,515.4660034179688,274.9111022949219,123.80645751953125,285.1468811035156,265.7958068847656,46.00735092163086,26.850711822509766,216.76918029785156,208.05355834960938,32.18044662475586,548.9031372070312,258.3670654296875,94.39746856689453
2024-07-11,323.71783447265625,355.334228515625,196.1270751953125,160.68650817871094,441.9459533691406,421.1947326660156,98.800537109375,183.91000366210938,100.24076843261719,233.10272216796875,111.21607971191406,323.5329284667969,520.382568359375,277.0954895019531,126.17031860351562,291.24322509765625,271.56573486328125,44.17137908935547,26.209325790405273,220.9324493408203,213.9708251953125,32.98203659057617,551.7515258789062,267.28533935546875,96.70695495605469
2024-07-12,328.0779724121094,358.9995422363281,196.36439514160156,157.79867553710938,445.161865234375,421.40924072265625,98.3731689453125,182.30999755859375,101.02731323242188,238.67333984375,111.64476776123047,325.166259765625,529.9791870117188,276.8419494628906,129.92149353027344,290.7376403808594,276.2398681640625,42.82630157470703,26.7535343170166,222.38136291503906,214.36788940429688,33.03091049194336,554.1831665039062,276.1744384765625,97.65220642089844
2024-07-15,338.0300598144531,365.2297058105469,196.92127990722656,158.344482421875,445.30584716796875,421.0973205566406,98.70339965820312,179.11000061035156,99.74553680419922,239.44973754882812,113.9636001586914,321.771728515625,536.7183837890625,278.333984375,131.5643310546875,296.5714111328125,280.1867370605469,42.21758270263672,26.928455352783203,227.9549102783203,220.57568359375,33.82271194458008,554.9474487304688,277.9775390625,96.90186309814453
2024-07-16,352.508544921875,370.968505859375,199.4315948486328,161.6094207763672,449.8175964355469,424.256103515625,100.70427703857422,186.0500030517578,100.31845092773438,246.01028442382812,115.81475830078125,327.1143798828125,560.3059692382812,284.3507995605469,134.46669006347656,304.8360290527344,290.3689880371094,45.18263244628906,27.900251388549805,234.78419494628906,227.38394165039062,34.536312103271484,562.8079223632812,286.915283203125,97.07725524902344
2024-07-17,349.790771484375,378.4564514160156,201.01998901367188,155.46658325195312,457.0077209472656,429.14056396484375,101.97667694091797,184.83999633789062,101.60992431640625,246.39846801757812,115.21070098876953,306.49139404296875,549.72412109375,284.7408752441406,134.51234436035156,301.8315734863281,286.1700134277344,44.92736053466797,27.521249771118164,235.5859375,227.05465698242188,34.65361785888672,566.976318359375,280.5701599121094,96.40486907958984
2024-07-18,348.0604248046875,374.04425048828125,198.7013397216797,157.58033752441406,456.9405517578125,428.59454345703125,100.85968780517578,180.22999572753906,101.00788116455078,241.9342041015625,113.5446548461914,304.1004943847656,539.6052856445312,285.98907470703125,132.12107849121094,298.12713623046875,289.205322265625,44.1026496887207,26.63691520690918,234.7358856201172,223.11306762695312,34.233272552490234,566.8969116210938,265.5601501464844,96.19049072265625
2024-07-19,339.84844970703125,371.5089416503906,195.90798950195312,157.9177703857422,455.9037780761719,426.9664611816406,99.85924530029297,179.6699981689453,100.91078186035156,235.4610137939453,112.70675659179688,306.87518310546875,536.6297607421875,281.0644226074219,132.50439453125,297.8257141113281,282.33953857421875,44.61318588256836,26.413406372070312,234.06939697265625,220.7596893310547,33.91068649291992,563.0460205078125,262.9285583496094,95.23550415039062
2024-07-22,341.46807861328125,372.6783142089844,198.06231689453125,161.52011108398438,455.58697509765625,427.1224365234375,100.79169464111328,178.89999389648438,101.93037414550781,238.1492919921875,114.8014907836914,315.1695861816406,543.9896850585938,283.980224609375,132.50439453125,298.9147033691406,283.40625,43.03248596191406,26.879865646362305,234.98704528808594,220.83718872070312,33.73472595214844,572.216552734375,268.74737548828125,96.93109893798828
2024-07-23,337.8362121582031,365.0822448730469,198.4365997314453,170.68972778320312,481.2179260253906,431.21722412109375,101.9572525024414,186.47999572753906,101.69733428955078,235.88804626464844,114.59689331054688,316.7635498046875,543.5364990234375,287.1495361328125,116.5323257446289,292.4683532714844,275.0665283203125,42.81648635864258,26.413406372070312,231.3454132080078,217.20545959472656,32.88427734375,569.9537353515625,265.2580261230469,95.86891174316406
