Date,JNJ,PFE,MRK,ABBV,LLY,BMY,GILD,AMGN,MDT,SYK,ISRG,DHR,TMO,UNH,HUM,CI,HCA,CVS,ZBH,REGN
2023-06-23,153.28822326660156,32.84463119506836,106.92374420166016,124.06562042236328,450.6890563964844,57.87128829956055,71.52397918701172,210.13136291503906,81.22771453857422,290.8458251953125,327.260009765625,208.5086669921875,520.6282958984375,455.0292053222656,433.8742980957031,262.5480041503906,290.0317077636719,63.0038948059082,141.15234375,775.4293212890625
2023-06-26,151.5745391845703,31.635467529296875,105.50555419921875,123.18021392822266,444.7170715332031,57.648841857910156,70.68383026123047,207.92926025390625,80.78202056884766,289.830322265625,325.1600036621094,208.24603271484375,518.4631958007812,456.99432373046875,434.3120422363281,264.0382385253906,289.5113525390625,63.23019790649414,139.99559020996094,780.0537109375
2023-06-27,151.25958251953125,31.23240852355957,105.72947692871094,121.03517150878906,456.2485046386719,57.61324691772461,70.17603302001953,205.9677734375,80.92129516601562,291.6952209472656,330.0199890136719,204.67431640625,506.13787841796875,460.33306884765625,433.8450927734375,263.4554748535156,292.1917419433594,62.171085357666016,141.95616149902344,712.1404418945312
2023-06-28,150.95387268066406,31.120929718017578,104.90843200683594,120.95301818847656,450.551513671875,57.0259895324707,70.3329849243164,204.76495361328125,80.18775939941406,293.18914794921875,332.9800109863281,205.52345275878906,506.66424560546875,452.5966796875,432.7845764160156,262.4429626464844,294.0768127441406,61.6822509765625,141.16213989257812,696.1689453125
2023-06-29,152.0099334716797,30.975143432617188,105.93475341796875,121.61021423339844,456.2386474609375,56.94591522216797,70.17603302001953,204.62619018554688,80.56845092773438,295.3817138671875,338.489990234375,208.3893585205078,510.8753662109375,454.4950866699219,432.70172119140625,264.84063720703125,294.9801025390625,62.24351119995117,142.28945922851562,704.5126342773438
2023-06-30,153.3253173828125,31.455381393432617,107.66082763671875,122.97940063476562,460.64892578125,56.90142822265625,71.15467834472656,205.42190551757812,81.80340576171875,298.6314697265625,341.94000244140625,210.34384155273438,518.18505859375,458.5015869140625,435.8894958496094,268.0406188964844,297.9648742675781,62.57844543457031,142.73060607910156,714.5768432617188
2023-07-03,151.31517028808594,31.429656982421875,106.67182922363281,123.23497772216797,453.2232360839844,57.32852554321289,70.83155059814453,208.18838500976562,80.91200256347656,291.6915283203125,336.0299987792969,207.5480194091797,515.5631103515625,455.86871337890625,435.0511169433594,267.78271484375,292.1720886230469,63.157772064208984,139.7014923095703,714.1294555664062
2023-07-04,,,,,,,,,,,,,,,,,,,,
2023-07-05,150.81495666503906,31.2667179107666,106.08402252197266,125.61731719970703,457.4272155761719,57.595455169677734,71.31163787841797,208.99331665039062,80.66131591796875,291.0748291015625,333.8900146484375,208.04759216308594,517.0427856445312,449.5154113769531,433.8033142089844,268.1839599609375,292.9281311035156,62.994834899902344,139.554443359375,713.8707885742188
2023-07-06,149.69412231445312,30.55493927001953,104.2646484375,125.27961730957031,454.9814453125,56.949119567871094,70.38838195800781,206.31011962890625,79.9184799194336,289.4206237792969,330.1400146484375,205.43582153320312,513.785400390625,447.7410888671875,429.9038391113281,266.51226806640625,289.1087951660156,62.949581146240234,138.41729736328125,700.9425659179688
2023-07-07,147.51722717285156,30.46918487548828,101.69884490966797,123.68224334716797,444.04913330078125,56.239952087402344,68.70806121826172,202.30380249023438,79.75135040283203,288.04046630859375,331.2900085449219,204.27894592285156,510.2198791503906,440.3194274902344,419.3266906738281,264.7164611816406,286.1927795410156,62.61463928222656,138.08404541015625,688.6307373046875
2023-07-10,147.75808715820312,30.597814559936523,102.59454345703125,122.76034545898438,445.10992431640625,56.087345123291016,69.88059997558594,207.92926025390625,80.27131652832031,289.04864501953125,340.2699890136719,205.49717712402344,513.3185424804688,441.7217102050781,423.77203369140625,265.8818054199219,290.36553955078125,62.78663635253906,139.7014923095703,699.4806518554688
2023-07-11,146.94293212890625,30.88939094543457,101.41893768310547,123.74614715576172,431.5845947265625,56.365623474121094,70.2776107788086,207.1243133544922,81.0512924194336,290.13519287109375,339.1099853515625,208.3017578125,515.712158203125,441.5691223144531,426.2286682128906,269.1296081542969,289.3345947265625,64.515625,140.3582763671875,712.8763427734375
2023-07-12,146.4334259033203,30.86366081237793,100.2713394165039,123.20758819580078,432.7730407714844,55.90780258178711,70.51763153076172,208.8082733154297,81.31128692626953,291.72088623046875,347.5899963378906,208.6873779296875,522.3265991210938,430.8945617675781,414.3938903808594,256.6636962890625,289.8746032714844,63.791446685791016,139.83872985839844,714.45751953125
2023-07-13,147.10964965820312,30.92369270324707,99.19835662841797,123.29066467285156,426.9779052734375,55.90780258178711,70.82231140136719,210.64022827148438,81.75696563720703,293.29681396484375,346.9700012207031,209.3009033203125,523.0516357421875,427.1264343261719,413.6236877441406,257.972412109375,290.6011657714844,64.4703598022461,140.2896728515625,717.00341796875
2023-07-14,148.091552734375,31.146657943725586,100.15003967285156,125.52405548095703,441.4756774902344,55.602596282958984,71.26547241210938,210.42742919921875,81.38555908203125,296.0277404785156,354.0,210.80833435058594,525.7431640625,458.05322265625,423.9962158203125,270.10400390625,291.1706848144531,64.61519622802734,139.5642547607422,714.5570068359375
2023-07-17,147.35052490234375,30.752180099487305,98.49860382080078,124.43505096435547,439.1969299316406,55.52180099487305,71.53321838378906,210.8067626953125,80.51274108886719,292.29840087890625,353.8399963378906,208.38059997558594,521.671142578125,461.7831115722656,423.4892883300781,268.5755615234375,286.5560302734375,64.42510223388672,137.88796997070312,717.6298828125
2023-07-18,147.34124755859375,31.07805061340332,98.85314178466797,126.0501480102539,443.1847839355469,55.65645980834961,72.21641540527344,215.18316650390625,80.41059875488281,290.3603515625,354.92999267578125,211.03623962402344,520.1018676757812,476.96978759765625,429.65045166015625,272.07177734375,284.47454833984375,65.4570541381836,138.08404541015625,722.5426635742188
2023-07-19,147.04483032226562,31.249563217163086,98.85314178466797,127.0653076171875,445.50286865234375,55.7103157043457,72.89961242675781,214.70204162597656,79.96491241455078,288.2460632324219,349.70001220703125,213.74440002441406,531.8907470703125,480.49945068359375,436.0162658691406,279.5608825683594,281.4996032714844,67.33087921142578,138.01539611816406,715.0442504882812
2023-07-20,155.97457885742188,31.532560348510742,101.19502258300781,131.22763061523438,455.58062744140625,57.245357513427734,73.8044204711914,215.7938232421875,82.96405792236328,289.77301025390625,347.6600036621094,214.18260192871094,534.5922241210938,481.0145263671875,436.1624755859375,281.051025390625,281.6960754394531,68.33024597167969,139.91714477539062,719.0321655273438
2023-07-21,157.65121459960938,32.07282638549805,102.99574279785156,132.6581268310547,453.8322448730469,58.062252044677734,74.45068359375,217.2649688720703,82.60193634033203,289.3325500488281,336.6600036621094,224.2615966796875,558.3487548828125,483.1990661621094,445.4041748046875,280.6212158203125,279.9582214355469,68.49452209472656,139.427001953125,730.578125
2023-07-24,158.4756622314453,32.167152404785156,101.50292205810547,132.1413116455078,451.1605224609375,58.10713577270508,71.69940185546875,217.82009887695312,82.41622924804688,284.575439453125,323.55999755859375,226.10208129882812,567.6150512695312,485.25,442.0408935546875,278.9877014160156,279.9974365234375,69.31590270996094,138.09381103515625,723.1195068359375
2023-07-25,159.68911743164062,31.781251907348633,100.32731628417969,130.71078491210938,449.4121398925781,57.245357513427734,71.30239868164062,217.7183074951172,82.60193634033203,284.7516174316406,330.8999938964844,224.10382080078125,567.0092163085938,487.39642333984375,442.91827392578125,281.5000305175781,280.341064453125,69.05123901367188,137.53504943847656,725.8543090820312
2023-07-26,159.99484252929688,31.909889221191406,99.96343231201172,130.9599609375,445.5323486328125,56.92219161987305,71.26547241210938,217.62582397460938,83.93901824951172,283.9783630371094,329.3699951171875,232.1407012939453,570.4852905273438,484.60137939453125,436.9423522949219,277.6789855957031,277.0519714355469,68.5401382446289,139.02511596679688,726.9283447265625
2023-07-27,160.8933563232422,31.38961410522461,98.21870422363281,137.37416076660156,446.9073791503906,54.51639938354492,70.63766479492188,218.40301513671875,82.18409729003906,276.0400695800781,323.55999755859375,223.7269744873047,556.1935424804688,481.9588928222656,439.6622619628906,279.6468505859375,271.2984619140625,68.87782287597656,137.10369873046875,740.552734375
2023-07-28,161.62515258789062,31.27688980102539,99.21701049804688,139.219970703125,450.3354797363281,55.12681579589844,70.9607925415039,218.69906616210938,81.94267272949219,277.0090637207031,326.5299987792969,227.933837890625,558.010986328125,479.7458190917969,441.9044494628906,279.0259094238281,268.28424072265625,68.09294891357422,136.59396362304688,741.98486328125
2023-07-31,155.1872100830078,31.26822280883789,99.50626373291016,138.04786682128906,446.4751892089844,55.827022552490234,70.29605865478516,216.64501953125,81.4876937866211,277.41033935546875,324.3999938964844,223.5429229736328,544.9110717773438,483.04644775390625,445.345703125,281.8916320800781,267.8522033691406,68.16596984863281,135.4274139404297,737.8179321289062
2023-08-01,156.44700622558594,30.878019332885742,98.22801971435547,137.0880584716797,445.0411682128906,55.23454284667969,69.8713607788086,214.76678466796875,81.41342163085938,273.35797119140625,323.95001220703125,223.49032592773438,542.110595703125,481.4915466308594,446.5934753417969,282.4075012207031,268.8929748535156,67.49060821533203,129.66329956054688,734.9935913085938
2023-08-02,157.3918914794922,30.65256690979004,98.61988067626953,137.86329650878906,446.4065246582031,55.43203353881836,69.8713607788086,213.18463134765625,79.3520736694336,268.7575378417969,313.8699951171875,226.0056915283203,549.976318359375,481.5487365722656,471.58892822265625,285.9991760253906,264.4944152832031,69.73572540283203,125.84996795654297,728.0819091796875
2023-08-03,158.068115234375,30.34907341003418,98.64788818359375,137.55873107910156,441.1810607910156,54.96523666381836,69.73287963867188,213.45297241210938,78.4513931274414,269.78533935546875,311.2799987792969,225.64634704589844,544.6332397460938,481.60595703125,474.9034118652344,274.76556396484375,265.8297119140625,67.82827758789062,123.31100463867188,767.195068359375
2023-08-04,156.58595275878906,30.366418838500977,97.9667739868164,136.3404998779297,441.5051574707031,54.30095672607422,72.64111328125,225.0924835205078,78.03356170654297,277.7040100097656,309.30999755859375,223.2711944580078,544.8914184570312,479.5740661621094,472.1056213378906,273.75299072265625,263.8071594238281,66.52317810058594,123.83056640625,762.212646484375
2023-08-07,160.34686279296875,30.938711166381836,98.98377227783203,138.74005126953125,446.01361083984375,54.282997131347656,74.47836303710938,234.0303192138672,78.66497039794922,280.2098083496094,309.239990234375,224.0337371826172,548.019775390625,487.21514892578125,482.23443603515625,278.75848388671875,267.6264343261719,67.45409393310547,123.1541519165039,770.4668579101562
2023-08-08,160.4209442138672,30.904029846191406,99.28234100341797,138.0847930908203,512.3341674804688,54.004722595214844,73.93365478515625,241.3026580810547,76.36222076416016,276.35321044921875,302.8699951171875,227.0574188232422,551.982666015625,482.5599060058594,480.82086181640625,279.07366943359375,262.7467041015625,67.53623962402344,122.39932250976562,776.01611328125
2023-08-09,160.3190460205078,31.077455520629883,98.99308776855469,139.14614868164062,516.8819580078125,54.41765213012695,74.0167465209961,239.93338012695312,77.0121841430664,276.0302429199219,304.1000061035156,224.41932678222656,543.838623046875,478.9826354980469,480.97686767578125,275.4245910644531,262.2460021972656,68.08381652832031,122.74242401123047,781.2769775390625
2023-08-10,159.4853515625,30.973403930664062,98.49860382080078,139.76446533203125,512.0787963867188,55.019100189208984,73.85979461669922,242.46849060058594,77.17933654785156,277.0188903808594,304.6700134277344,225.5762481689453,543.5407104492188,480.2895812988281,482.5854187011719,275.9787292480469,263.1787109375,67.4997329711914,122.38953399658203,788.6361694335938
2023-08-11,161.04161071777344,31.250877380371094,100.24333190917969,140.4474334716797,518.8955078125,54.96523666381836,73.85979461669922,242.8848876953125,77.4857406616211,276.1378479003906,304.489990234375,223.85842895507812,540.0645751953125,484.6109313964844,481.4935302734375,276.5518798828125,264.680908203125,68.33024597167969,121.48765563964844,802.499267578125
2023-08-14,160.66177368164062,31.27688980102539,101.61488342285156,140.53050231933594,529.57568359375,55.315338134765625,73.72129821777344,241.45997619628906,77.21646118164062,278.76116943359375,305.0799865722656,225.4009552001953,536.6480712890625,487.39642333984375,484.7105712890625,276.86712646484375,265.9671630859375,67.84651947021484,121.27198791503906,803.9213256835938
2023-08-15,160.19863891601562,30.6872501373291,101.38162231445312,140.39205932617188,538.0606689453125,55.43203353881836,73.52742004394531,246.12322998046875,76.91934204101562,278.82965087890625,306.6199951171875,223.69190979003906,530.7783813476562,483.3517150878906,482.8583068847656,276.34173583984375,263.8856506347656,66.92475128173828,120.1054458618164,801.4649658203125
2023-08-16,159.68911743164062,30.765289306640625,101.44693756103516,139.86599731445312,537.6865234375,54.69593048095703,72.01331329345703,245.2072296142578,75.7401123046875,275.64849853515625,299.32000732421875,221.55340576171875,525.2564086914062,480.3658447265625,482.2247009277344,276.0264892578125,262.1968994140625,66.36803436279297,118.5958023071289,792.9422607421875
2023-08-17,161.18978881835938,31.658424377441406,101.62420654296875,138.45394897460938,529.2408447265625,55.79111099243164,70.62843322753906,246.1026611328125,75.73081970214844,272.04638671875,290.0799865722656,221.5797119140625,532.2979125976562,471.2080078125,476.4534912109375,258.42138671875,260.7830505371094,60.96513748168945,117.0861587524414,792.3356323242188
2023-08-18,159.78179931640625,31.788490295410156,101.88544464111328,138.56471252441406,537.8736572265625,55.7103157043457,70.05601501464844,244.20919799804688,75.69367980957031,272.02679443359375,285.95001220703125,220.34396362304688,528.7424926757812,475.481689453125,478.06201171875,263.6560974121094,264.1507873535156,60.9742546081543,116.83126831054688,807.919189453125
2023-08-21,155.02049255371094,32.09197998046875,102.29598999023438,138.5831756591797,541.4369506835938,55.57566452026367,70.11141204833984,243.16453552246094,75.77725982666016,270.3921813964844,286.6700134277344,219.25717163085938,528.6233520507812,474.7566833496094,478.92962646484375,268.671142578125,269.82574462890625,61.220680236816406,117.97821807861328,839.7128295898438
2023-08-22,153.78843688964844,31.944570541381836,100.04740905761719,136.81117248535156,544.9902954101562,55.53077697753906,70.48993682861328,240.29168701171875,77.73644256591797,269.6482849121094,287.1600036621094,218.84523010253906,523.4488525390625,469.6626892089844,472.01788330078125,267.53436279296875,269.8354797363281,61.193302154541016,113.46886444091797,835.9935302734375
2023-08-23,152.40821838378906,31.788490295410156,103.84479522705078,135.74061584472656,544.695068359375,55.261474609375,71.12699127197266,240.0491943359375,77.69931030273438,270.1180725097656,290.3900146484375,223.3676300048828,541.5146484375,466.896240234375,469.3272705078125,269.2156066894531,272.13299560546875,60.600074768066406,112.58660125732422,836.1724853515625
2023-08-24,152.92698669433594,31.35492706298828,102.11871337890625,135.3253173828125,539.4190063476562,55.0101203918457,70.47147369384766,239.3589630126953,75.26654815673828,267.6514587402344,285.6400146484375,222.22825622558594,534.333984375,465.61798095703125,470.4970703125,269.7409973144531,267.63623046875,60.682212829589844,112.06704711914062,826.62548828125
2023-08-25,155.11965942382812,31.545700073242188,102.82780456542969,135.3806915283203,544.9805297851562,55.728267669677734,70.9607925415039,239.13510131835938,76.31578826904297,272.2323303222656,297.54998779296875,223.954833984375,537.8895263671875,466.5909423828125,466.8998718261719,266.7319641113281,268.31365966796875,61.43972396850586,112.96891021728516,825.7701416015625
2023-08-28,153.29086303710938,31.398286819458008,101.63353729248047,136.06361389160156,545.2462158203125,55.333290100097656,71.12699127197266,239.29367065429688,75.57295989990234,272.4183349609375,301.4800109863281,229.18716430664062,541.4649047851562,468.6514892578125,468.5570983886719,268.9481506347656,272.49627685546875,61.36670684814453,115.21378326416016,826.3071899414062
2023-08-29,153.3095245361328,31.34625816345215,102.6225357055664,136.2113037109375,545.2266845703125,56.41948318481445,72.20718383789062,242.1758575439453,76.21366119384766,278.9862976074219,310.3900146484375,231.37823486328125,551.6150512695312,470.1300354003906,469.2005615234375,269.0341491699219,274.2734375,61.26631164550781,116.88028717041016,825.6110229492188
2023-08-30,152.7683563232422,31.129487991333008,102.82780456542969,136.88504028320312,539.4090576171875,55.99757766723633,71.69940185546875,240.53421020507812,76.42721557617188,281.0614013671875,318.5799865722656,231.5272216796875,555.1805419921875,468.88995361328125,463.3124084472656,270.01800537109375,274.67596435546875,60.992515563964844,117.87037658691406,830.3447875976562
2023-08-31,150.8555908203125,30.678579330444336,101.68020629882812,135.6298828125,545.5219116210938,55.34226989746094,70.6099624633789,239.09779357910156,75.67509460449219,277.54742431640625,312.67999267578125,232.254638671875,553.2935180664062,454.6285400390625,450.0250244140625,263.8949279785156,272.2605895996094,59.477508544921875,116.77245330810547,821.9314575195312
2023-09-01,149.73594665527344,31.025426864624023,102.48258972167969,136.77427673339844,548.3864135742188,55.67441177368164,70.76691436767578,239.44288635253906,76.26007843017578,278.42840576171875,310.4100036621094,232.77175903320312,553.4126586914062,454.30419921875,449.0306396484375,264.28656005859375,275.7068176269531,59.933841705322266,117.09593963623047,827.0430908203125
2023-09-04,,,,,,,,,,,,,,,,,,,,
2023-09-05,149.9225616455078,30.678579330444336,100.30866241455078,134.836181640625,549.449462890625,54.435604095458984,69.39127349853516,236.92449951171875,74.46800994873047,280.2294006347656,307.67999267578125,228.61744689941406,538.306640625,458.6636962890625,458.3990783691406,267.4625549316406,269.26611328125,59.87907791137695,115.48826599121094,818.3712158203125
2023-09-06,147.43130493164062,29.802791595458984,99.35696411132812,134.3839569091797,551.1818237304688,53.56484603881836,68.54190063476562,232.26084899902344,74.94157409667969,282.9799499511719,307.8399963378906,225.23443603515625,533.0330200195312,454.97198486328125,453.3785095214844,264.4688720703125,269.58026123046875,59.787818908691406,120.25249481201172,813.8760986328125
2023-09-07,149.3160858154297,29.724750518798828,100.70985412597656,137.4295196533203,564.25390625,53.83415603637695,68.2649154663086,237.27896118164062,74.2173080444336,282.9016418457031,297.2200012207031,223.4202117919922,528.0272827148438,462.4794616699219,460.11480712890625,269.89971923828125,266.9489440917969,59.86995315551758,118.13505554199219,820.7081909179688
2023-09-08,149.8105926513672,29.698741912841797,101.7455062866211,137.53106689453125,577.2767944335938,54.59718704223633,70.16680908203125,241.97994995117188,74.24517059326172,283.4106750488281,298.2200012207031,217.6708221435547,514.7288818359375,460.4109191894531,455.9716796875,270.0820007324219,268.60821533203125,60.088993072509766,118.27230834960938,826.1082763671875
2023-09-11,151.77000427246094,29.429927825927734,101.32564544677734,137.54949951171875,586.2342529296875,54.58821105957031,71.12699127197266,244.11590576171875,75.58226013183594,293.3750915527344,302.3500061035156,219.25717163085938,511.4216003417969,459.079833984375,455.4354553222656,273.2867431640625,267.5282287597656,62.74481201171875,120.02701568603516,828.9326171875
2023-09-12,152.62840270996094,29.61202621459961,101.71749114990234,137.7617950439453,589.9157104492188,54.076534271240234,70.90540313720703,242.80078125,75.19226837158203,288.5299072265625,301.54998779296875,217.64451599121094,507.49859619140625,459.5777893066406,457.2779541015625,274.9275207519531,256.1292419433594,64.3602066040039,119.03691864013672,828.1768798828125
2023-09-13,153.01095581054688,29.55133056640625,100.58855438232422,139.50607299804688,589.5023193359375,53.546905517578125,71.37625885009766,239.92796325683594,75.50797271728516,291.0259094238281,302.70001220703125,221.25543212890625,507.40924072265625,459.5203552246094,460.62176513671875,273.66094970703125,257.7197265625,64.10466766357422,118.25269317626953,821.6927490234375
2023-09-14,152.77769470214844,29.61202621459961,101.67822265625,141.7948760986328,582.3460693359375,53.40326690673828,72.1220932006836,244.65689086914062,76.10223388671875,288.7550048828125,303.739990234375,222.1581573486328,512.4679565429688,463.12109375,459.715087890625,271.8378601074219,259.3828430175781,63.83999252319336,119.22318267822266,827.7890014648438
2023-09-15,150.6409912109375,29.54265785217285,101.00188446044922,140.39205932617188,566.6458129882812,52.99032974243164,70.54652404785156,243.18319702148438,75.9258041381836,286.57220458984375,295.5400085449219,223.7094268798828,512.3585815429688,466.0898742675781,458.9352722167969,271.75152587890625,252.19911193847656,64.67963409423828,118.9193115234375,818.8585205078125
2023-09-18,151.59271240234375,29.169795989990234,101.28369140625,142.0717315673828,562.3345336914062,52.58638000488281,70.49989318847656,245.44973754882812,76.88219451904297,287.0127258300781,298.1700134277344,222.41232299804688,504.60650634765625,465.4769287109375,462.103515625,273.7857360839844,251.63819885253906,64.52445983886719,119.62510681152344,819.96240234375
2023-09-19,151.34078979492188,29.473289489746094,100.85159301757812,141.6564178466797,565.9569702148438,52.63125991821289,70.63973999023438,246.53170776367188,76.7243423461914,287.4923095703125,299.6499938964844,223.69190979003906,505.6103210449219,460.30560302734375,461.8890380859375,273.11407470703125,250.2407989501953,65.70178985595703,119.21337890625,832.144775390625
2023-09-20,152.00326538085938,29.152454376220703,100.80461883544922,141.7671661376953,560.72021484375,52.76591110229492,70.68636322021484,253.2007598876953,75.65653991699219,282.8526916503906,291.9599914550781,223.01705932617188,501.7840270996094,471.28985595703125,472.5832824707031,275.6950988769531,250.16207885742188,65.17247009277344,117.93899536132812,827.033203125
2023-09-21,150.83697509765625,28.484773635864258,100.25978088378906,141.60105895996094,541.515625,53.03521728515625,70.173583984375,251.28868103027344,75.34750366210938,278.42840576171875,284.3500061035156,218.7838897705078,498.5043029785156,479.91839599609375,481.6397399902344,279.0629577636719,249.40435791015625,65.61053466796875,115.47846984863281,818.838623046875
2023-09-22,149.75462341308594,28.346033096313477,99.89340209960938,140.96426391601562,541.9192504882812,52.873634338378906,69.93121337890625,249.69374084472656,75.16958618164062,279.2408142089844,288.20001220703125,217.67959594726562,499.6969299316406,484.6683349609375,481.6397399902344,277.71966552734375,248.2529754638672,64.93518829345703,114.54718017578125,820.29052734375
2023-09-25,149.5306854248047,28.597503662109375,99.4237289428711,142.7270050048828,543.6419067382812,53.107032775878906,69.76339721679688,248.9102020263672,74.8886489868164,281.29638671875,293.25,220.8960723876953,502.5492858886719,488.6712951660156,488.4735412597656,282.42120361328125,250.46714782714844,66.23114013671875,115.0373306274414,830.0365600585938
2023-09-26,148.37371826171875,28.094573974609375,99.0009994506836,142.04405212402344,541.3975830078125,52.55046844482422,70.4159927368164,250.9435577392578,73.9334487915039,267.7591247558594,290.739990234375,216.69798278808594,498.5043029785156,484.0458679199219,480.60638427734375,276.7889709472656,244.503662109375,65.09945678710938,110.24371337890625,827.8187866210938
2023-09-27,146.591552734375,27.834440231323242,97.638916015625,141.3241729736328,541.1515502929688,51.96696853637695,70.43466186523438,250.88760375976562,73.24984741210938,260.8975524902344,291.42999267578125,216.864501953125,495.224609375,482.3987121582031,481.1620788574219,276.9232482910156,243.32273864746094,63.68484115600586,108.57719421386719,827.9679565429688
2023-09-28,146.376953125,27.825769424438477,97.97710418701172,140.51202392578125,535.9246826171875,52.19139099121094,70.31343841552734,252.60386657714844,73.68997955322266,268.377197265625,296.1499938964844,216.64540100097656,499.92547607421875,488.4989318847656,483.6280517578125,278.5640563964844,246.6587677001953,63.912994384765625,110.48310089111328,829.9669189453125
2023-09-29,145.32260131835938,28.762250900268555,96.70892333984375,137.5679473876953,528.7191772460938,52.10162353515625,69.8659439086914,250.68238830566406,73.38095092773438,268.2397766113281,292.2900085449219,217.4429473876953,503.0561218261719,482.8392333984375,475.1412658691406,274.4861145019531,242.0631103515625,63.721343994140625,110.24732208251953,818.4210205078125
2023-10-02,144.76278686523438,29.429927825927734,96.33316802978516,136.82040405273438,529.861083984375,51.93106460571289,69.08281707763672,248.39720153808594,72.82843017578125,268.7992858886719,294.9800109863281,211.30679321289062,492.739990234375,492.7796936035156,480.2391662597656,275.8965759277344,243.27352905273438,63.60270309448242,109.46138000488281,813.5181884765625
2023-10-03,144.9400634765625,29.395248413085938,95.60045623779297,136.06361389160156,516.966064453125,51.36552047729492,68.30902099609375,243.45370483398438,71.67658996582031,260.9760437011719,288.0400085449219,213.24447631835938,496.5364990234375,487.8955993652344,477.0163879394531,272.8933410644531,240.094970703125,63.201133728027344,108.3807144165039,803.8517456054688
2023-10-04,145.10801696777344,28.883651733398438,95.9762191772461,136.3035888671875,523.1380615234375,50.9256591796875,69.67948150634766,247.585693359375,71.42374420166016,261.29998779296875,290.2799987792969,213.6102752685547,499.3591003417969,488.99688720703125,474.4185791015625,273.53619384765625,239.48484802246094,62.95471954345703,107.76181030273438,810.4949340820312
2023-10-05,146.61956787109375,29.022388458251953,97.31951904296875,136.08209228515625,533.0009765625,51.16143035888672,69.64218139648438,247.2499237060547,71.31136322021484,259.935546875,290.0899963378906,214.401123046875,494.95623779296875,494.3693542480469,477.5437316894531,273.7952880859375,241.52186584472656,63.65746307373047,107.37865447998047,826.535888671875
2023-10-06,147.0860595703125,28.727569580078125,97.58255004882812,136.81117248535156,556.369384765625,51.37905502319336,69.67948150634766,249.47914123535156,71.28327941894531,260.9564208984375,295.67999267578125,214.75706481933594,495.4830017089844,502.58599853515625,486.5188293457031,276.5586853027344,241.47265625,63.794376373291016,108.96035766601562,831.9558715820312
2023-10-09,147.92584228515625,28.788267135620117,98.16495513916016,137.61410522460938,562.8070068359375,51.333717346191406,69.97782135009766,253.275390625,70.3561782836914,261.8888854980469,294.489990234375,215.8840789794922,493.0779113769531,504.21405029296875,489.80999755859375,277.9403381347656,244.98582458496094,65.02642822265625,108.74423217773438,827.2321166992188
2023-10-10,147.7578582763672,28.762250900268555,97.32893371582031,137.4110565185547,570.2387084960938,51.13422393798828,70.82621002197266,253.00486755371094,71.3394546508789,269.3882751464844,297.8299865722656,216.22019958496094,493.0978088378906,502.0401611328125,488.6966857910156,279.9457092285156,249.0402374267578,65.46451568603516,110.21784210205078,830.3547973632812
2023-10-11,145.7238311767578,28.710224151611328,97.1880111694336,137.82638549804688,595.802001953125,51.36998748779297,71.7491683959961,264.5242614746094,68.25850677490234,255.2631378173828,281.7900085449219,214.2306365966797,489.5993957519531,501.934814453125,481.8798828125,282.5268249511719,240.18353271484375,65.46451568603516,103.49810028076172,831.4586791992188
2023-10-12,145.86378479003906,28.54547119140625,97.31012725830078,138.2365264892578,600.9404296875,51.016334533691406,71.5627212524414,265.8673095703125,66.76016235351562,249.1772918701172,266.1199951171875,207.36119079589844,479.5914001464844,503.2850036621094,488.1204528808594,283.8221130371094,231.22842407226562,64.72525787353516,100.91431427001953,833.8652954101562
2023-10-13,146.3489532470703,27.84311294555664,97.70467376708984,137.91961669921875,599.6607666015625,51.20676803588867,72.39246368408203,264.9905700683594,67.38760375976562,253.1331329345703,273.1499938964844,207.30177307128906,479.879638671875,516.5582275390625,494.13641357421875,292.7358703613281,233.63941955566406,65.2911148071289,102.466552734375,834.9989624023438
2023-10-16,146.9834442138672,28.84896469116211,97.82678985595703,137.2391357421875,606.9841918945312,51.84151840209961,73.8375015258789,267.58355712890625,67.19093322753906,259.2287902832031,274.1600036621094,208.3114013671875,485.5345764160156,515.2461547851562,511.9497985839844,299.4908752441406,235.60760498046875,65.24547576904297,103.203369140625,839.0067138671875
2023-10-17,145.63986206054688,28.39806365966797,97.85496520996094,139.05682373046875,598.7846069335938,52.022884368896484,75.03084564208984,265.2890319824219,68.18359375,263.8619079589844,275.3699951171875,209.7863006591797,481.78778076171875,513.9246215820312,507.71124267578125,298.0228271484375,240.08514404296875,65.72005462646484,104.71630096435547,832.2342529296875
2023-10-18,142.50477600097656,27.236127853393555,95.80712127685547,139.1500244140625,597.7313232421875,51.55134582519531,74.27568817138672,264.5055236816406,68.08057403564453,265.2066955566406,275.5199890136719,202.7188262939453,464.3855285644531,513.3596801757812,509.4886779785156,299.30859375,238.64837646484375,64.88041687011719,104.32332611083984,821.4740600585938
2023-10-19,142.12225341796875,27.045358657836914,94.34169006347656,135.64517211914062,581.548828125,51.2158317565918,73.12896728515625,261.72601318359375,67.75281524658203,263.4790954589844,273.45001220703125,205.1934356689453,466.78070068359375,509.1171875,510.4945983886719,297.6102294921875,240.16384887695312,64.99546813964844,102.96757507324219,804.179931640625
2023-10-20,142.7567138671875,26.577117919921875,96.4458999633789,136.30697631835938,575.4852294921875,51.19769287109375,72.53230285644531,260.0563659667969,68.08057403564453,260.79931640625,266.9100036621094,203.7383575439453,461.50335693359375,504.7120361328125,508.9613952636719,294.3575134277344,237.29037475585938,63.55952072143555,102.72197723388672,804.0107421875
