Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,KHC,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2024-04-10,150.41546630859375,55.979549407958984,158.61827087402344,59.657501220703125,715.7059326171875,37.284420013427734,84.43000030517578,63.89800262451172,119.01278686523438,83.18677520751953,33.525638580322266,64.66477966308594,181.93637084960938,73.8644027709961,54.54951095581055,63.511051177978516,255.17214965820312,139.88832092285156,41.14537811279297,100.47749328613281
2024-04-11,149.0762176513672,56.10306167602539,158.06434631347656,59.13591384887695,725.3829345703125,37.06078338623047,84.15711212158203,63.99382781982422,118.00199127197266,82.64860534667969,33.3071174621582,62.92723083496094,179.5393524169922,73.49008178710938,54.11581039428711,63.840553283691406,258.4662780761719,140.42904663085938,40.70265197753906,99.49798583984375
2024-04-12,148.58836364746094,55.37149429321289,157.8202667236328,59.18511962890625,724.352783203125,36.72085952758789,83.6113052368164,63.90757751464844,115.95230102539062,82.50444030761719,32.724369049072266,62.17585754394531,176.03384399414062,72.22318267822266,53.200233459472656,62.45660400390625,252.5906982421875,134.02703857421875,39.854881286621094,99.00823211669922
2024-04-15,148.703125,55.23847961425781,156.74058532714844,58.97845458984375,711.4468383789062,36.631404876708984,83.37602996826172,63.12179183959961,117.36555480957031,82.8119888305664,33.061275482177734,63.227783203125,172.97361755371094,72.60709381103516,53.354434967041016,60.978511810302734,249.00758361816406,132.52069091796875,40.212825775146484,99.49798583984375
2024-04-16,149.18145751953125,55.162471771240234,157.25694274902344,58.88988494873047,709.1586303710938,36.45249938964844,84.22298431396484,63.22720718383789,117.25324249267578,82.8119888305664,33.316219329833984,63.71617889404297,173.6747283935547,72.77985382080078,53.27732849121094,59.55690383911133,248.29481506347656,132.2213592529297,40.51425552368164,101.1337661743164
2024-04-17,150.14761352539062,55.59001541137695,159.11587524414062,58.70289993286133,708.38623046875,36.765586853027344,85.23929595947266,63.7350959777832,117.8896713256836,83.36937713623047,33.59848403930664,64.34544372558594,172.8599090576172,72.40553283691406,53.2580451965332,59.82051086425781,247.8421173095703,133.29318237304688,40.796852111816406,101.36884307861328
2024-04-18,151.43482971191406,55.970054626464844,161.73526000976562,58.319091796875,704.483642578125,36.94449234008789,85.82274627685547,64.36753845214844,117.56210327148438,83.3309326171875,33.789695739746094,64.89019012451172,175.14324951171875,72.59750366210938,53.556827545166016,60.14060974121094,249.1616973876953,139.83038330078125,41.17363739013672,101.08478546142578
2024-04-19,152.25320434570312,57.16716384887695,163.4814910888672,58.584800720214844,702.76025390625,37.65117645263672,88.24120330810547,65.2683334350586,118.70393371582031,84.22020721435547,34.39974594116211,66.13934326171875,175.2948455810547,73.6436538696289,54.52059555053711,60.47012710571289,251.10739135742188,139.44415283203125,41.63520812988281,102.21121978759766
2024-04-22,154.56385803222656,57.5282096862793,165.6690216064453,59.18511962890625,708.6536254882812,38.08055877685547,88.51410675048828,66.51409149169922,120.66938018798828,85.38014221191406,34.73664474487305,66.84375,176.53598022460938,74.20992279052734,54.867557525634766,60.743141174316406,250.1826934814453,142.3506317138672,42.5018196105957,103.77840423583984
2024-04-23,155.48814392089844,57.613712310791016,160.7494659423828,58.151790618896484,715.8049926757812,38.34891891479492,91.90184783935547,67.79818725585938,127.32383728027344,85.62178039550781,34.66379928588867,66.51502990722656,177.24655151367188,73.8644027709961,53.614646911621094,60.42304611206055,252.0320587158203,143.85696411132812,42.35110855102539,104.52283477783203
2024-04-24,156.54714965820312,58.47830581665039,166.56092834472656,58.91940689086914,717.0033569335938,38.393646240234375,93.18165588378906,68.33482360839844,128.9523468017578,85.90210723876953,35.11906433105469,67.25699615478516,178.25083923339844,74.18112182617188,54.11581039428711,59.97114944458008,251.9260711669922,142.29269409179688,42.8974494934082,105.14971923828125
2024-04-25,156.49905395507812,58.65882110595703,165.8755340576172,59.254005432128906,716.1402587890625,38.94826126098633,90.42442321777344,67.84609985351562,127.68887329101562,86.3080825805664,34.93696212768555,67.04098510742188,177.3128662109375,73.96997833251953,53.88450241088867,59.142662048339844,252.08016967773438,140.00421142578125,42.73731231689453,105.05177307128906
2024-04-26,155.28591918945312,58.65882110595703,164.8428497314453,59.20479965209961,723.40234375,38.80514144897461,89.4175033569336,67.66403198242188,126.5750961303711,87.97063446044922,34.74574279785156,66.52442169189453,176.37490844726562,73.96997833251953,53.47972106933594,58.87905502319336,250.4716339111328,142.3795928955078,42.24748611450195,104.14083862304688
2024-04-29,155.6421661376953,58.94384765625,165.36859130859375,59.283538818359375,720.5748901367188,39.19873809814453,89.96331024169922,68.8331298828125,127.22088623046875,87.46800231933594,35.1919059753418,65.96089172363281,182.35324096679688,74.11394500732422,53.556827545166016,59.8393440246582,251.579345703125,141.74227905273438,42.322845458984375,104.71874237060547
2024-04-30,157.12484741210938,58.687320709228516,165.1526641845703,58.40766525268555,717.1720581054688,39.189788818359375,89.34222412109375,68.93854522705078,127.78244018554688,88.8502426147461,35.155479431152344,66.1769027709961,183.72703552246094,71.33059692382812,53.37370681762695,53.90813064575195,244.13377380371094,141.6650848388672,43.05758285522461,105.67865753173828
2024-05-01,157.31739807128906,58.83933639526367,164.43910217285156,57.91560363769531,716.4974365234375,39.19873809814453,90.38677215576172,67.7406997680664,127.72628021240234,88.83092498779297,33.03395462036133,65.73548126220703,183.51858520507812,70.1116714477539,52.78580856323242,53.738670349121094,244.60574340820312,122.9901123046875,42.888031005859375,104.08206939697266
2024-05-02,157.74099731445312,58.89634704589844,164.72079467773438,58.76194763183594,726.6365966796875,39.34185791015625,91.57247924804688,67.5586166381836,127.75435638427734,89.80718994140625,33.43458557128906,66.35536193847656,185.58401489257812,71.26342010498047,53.094215393066406,54.41651916503906,245.70819091796875,130.29978942871094,43.22713851928711,103.70985412597656
2024-05-03,158.33795166015625,59.067359924316406,165.3779754638672,58.87020492553711,738.0057373046875,38.99299240112305,91.65718078613281,66.97406768798828,127.3706283569336,89.77819061279297,33.09769058227539,65.66034698486328,187.5167694091797,72.32876586914062,52.79544448852539,54.463592529296875,247.64227294921875,128.36854553222656,42.275753021240234,103.93513488769531
2024-05-06,158.31869506835938,59.23837661743164,165.06814575195312,58.91940689086914,750.4562377929688,38.90353775024414,91.70423126220703,67.01239013671875,127.25833892822266,90.06816864013672,32.54227066040039,64.9371566772461,186.1619415283203,72.44393157958984,53.2387809753418,53.917545318603516,248.83175659179688,125.60690307617188,42.275753021240234,103.24948120117188
2024-05-07,159.5895538330078,59.49489974975586,167.13360595703125,59.657501220703125,765.1985473632812,39.22556686401367,91.7795181274414,67.9323501586914,127.26769256591797,90.9381103515625,32.60600662231445,65.66034698486328,187.74417114257812,72.76065826416016,53.306243896484375,54.85900115966797,249.9728546142578,125.0372085571289,42.53950119018555,104.73833465576172
2024-05-08,158.92523193359375,59.71342086791992,166.56092834472656,59.34258270263672,757.361083984375,39.619171142578125,92.45706176757812,67.49152374267578,127.22088623046875,90.34848022460938,32.67885208129883,65.3034439086914,189.4495391845703,71.61852264404297,53.37370681762695,54.802520751953125,249.84716796875,125.0758285522461,42.39820098876953,104.59140014648438
2024-05-09,159.859130859375,59.74192810058594,167.17117309570312,59.68623733520508,772.8672485351562,39.994873046875,93.5957260131836,67.2711410522461,127.90412902832031,90.9381103515625,32.51495361328125,65.98905944824219,189.5727081298828,72.12720489501953,53.00747299194336,55.36739730834961,252.11007690429688,127.13259887695312,42.6242790222168,104.8558578491211
2024-05-10,160.63894653320312,60.10296630859375,168.79537963867188,59.72574234008789,780.9527587890625,40.16484069824219,93.78392791748047,68.22940826416016,127.91348266601562,91.9240493774414,32.997535705566406,66.40232849121094,194.01620483398438,73.1061782836914,53.87487030029297,55.59334182739258,253.3188934326172,127.46090698242188,43.283660888671875,105.11052703857422
2024-05-13,159.69546508789062,60.4069938659668,169.83750915527344,59.656612396240234,769.0081176757812,40.290077209472656,93.43574523925781,68.76605224609375,127.55782318115234,91.305419921875,33.22516632080078,66.3459701538086,198.49755859375,72.52070617675781,53.200233459472656,55.32032012939453,250.24362182617188,130.0777130126953,43.54741287231445,104.95381927490234
2024-05-14,159.5895538330078,59.950950622558594,168.8704833984375,59.11347579956055,771.7363891601562,40.701560974121094,93.95330810546875,68.92896270751953,126.444091796875,91.41175079345703,32.952003479003906,66.54319763183594,197.91017150878906,72.83744812011719,53.5587043762207,54.73661804199219,245.62115478515625,129.45004272460938,43.34017562866211,104.91847229003906
2024-05-15,160.31163024902344,59.97945785522461,168.4855499267578,59.0838508605957,780.8038330078125,41.014652252197266,94.64026641845703,68.3539810180664,125.51749420166016,91.37309265136719,32.642425537109375,65.585205078125,194.6131134033203,72.91422271728516,52.68673324584961,53.58803176879883,243.97714233398438,131.32333374023438,43.0670051574707,105.26220703125
2024-05-16,161.61138916015625,60.15996551513672,171.912353515625,63.21171569824219,786.7860717773438,41.10410690307617,94.72496795654297,68.91937255859375,126.0416030883789,91.37309265136719,32.84273910522461,67.05976867675781,198.55226135253906,73.17335510253906,52.7448616027832,54.087005615234375,246.97499084472656,133.48631286621094,43.99955749511719,104.77114868164062
2024-05-17,161.39955139160156,59.884437561035156,171.04859924316406,63.84374237060547,789.5045166015625,41.220394134521484,93.94390106201172,68.2581558227539,125.68595886230469,90.98643493652344,32.77901077270508,66.90949249267578,197.47450256347656,72.85663604736328,52.51233673095703,53.16437530517578,247.01370239257812,130.11634826660156,43.764060974121094,104.48633575439453
2024-05-20,161.08184814453125,59.447391510009766,169.2835693359375,63.37959671020508,786.7166748046875,41.05937957763672,93.71804809570312,67.33821105957031,125.05888366699219,91.23775482177734,32.57869338989258,67.08794403076172,198.47596740722656,72.04082489013672,52.21199035644531,51.97813415527344,242.3041534423828,126.6304702758789,43.6887092590332,104.60419464111328
2024-05-21,162.08314514160156,59.77042770385742,170.0064697265625,64.3375015258789,794.5838012695312,41.44403076171875,94.32032012939453,67.71194458007812,125.17121124267578,91.99169921875,32.7061653137207,66.3365707397461,197.77015686035156,72.29037475585938,51.98915100097656,51.931060791015625,242.7103271484375,128.15614318847656,43.35901641845703,105.14435577392578
2024-05-22,161.56324768066406,59.85594177246094,170.95472717285156,64.43624877929688,795.5064086914062,41.43508529663086,95.11079406738281,67.29029846191406,125.2928695678711,91.59540557861328,33.12500762939453,66.07360076904297,196.07241821289062,69.80455780029297,52.241050720214844,51.290863037109375,240.73753356933594,126.273193359375,43.60393142700195,105.38987731933594
2024-05-23,159.32962036132812,58.991355895996094,168.30718994140625,64.0313720703125,790.0302124023438,40.82680130004883,93.77452087402344,65.97745513916016,123.39293670654297,90.59980010986328,32.596900939941406,64.89019012451172,191.75167846679688,69.93891906738281,51.65005111694336,50.575347900390625,237.0434112548828,121.79273986816406,42.99164962768555,104.51580810546875
2024-05-24,159.17555236816406,58.90584182739258,167.10545349121094,64.56463623046875,803.3140258789062,40.69261932373047,94.03802490234375,65.45040130615234,123.48653411865234,90.18416595458984,32.642425537109375,64.1482162475586,187.89834594726562,70.01570129394531,51.34001159667969,50.368228912353516,240.32171630859375,121.72515106201172,42.70905685424805,104.56490325927734
2024-05-27,,,,,,,,,,,,,,,,,,,,
2024-05-28,157.03819274902344,58.734825134277344,162.77735900878906,64.2288818359375,806.7268676757812,40.68367004394531,94.15093994140625,64.75086975097656,120.87528991699219,88.86957550048828,31.914003372192383,62.62668228149414,188.4801483154297,69.55500793457031,50.681182861328125,49.859840393066406,237.4012451171875,121.72515106201172,41.65404510498047,102.2962417602539
2024-05-29,155.63253784179688,58.620819091796875,160.68374633789062,64.1103744506836,800.1295776367188,40.38847351074219,93.72746276855469,64.1375732421875,119.94872283935547,88.24128723144531,31.558902740478516,62.4482307434082,184.6077423095703,68.59522247314453,50.274261474609375,49.91633224487305,235.93130493164062,117.37023162841797,40.90045928955078,101.4614486694336
2024-05-30,156.5279083251953,58.877342224121094,160.05471801757812,64.08074951171875,808.8796997070312,40.647891998291016,93.54866027832031,65.05751037597656,121.36197662353516,87.893310546875,31.549793243408203,62.59851837158203,184.20713806152344,68.76798248291016,50.3614616394043,50.1046257019043,238.46498107910156,117.21574401855469,41.05118942260742,102.49266052246094
2024-05-31,158.41494750976562,59.789432525634766,162.3267364501953,64.93990325927734,803.4728393554688,41.37247085571289,95.40251159667969,65.67080688476562,124.7593994140625,89.85552215576172,32.20537185668945,64.57086181640625,188.68997192382812,69.89093017578125,50.739315032958984,51.60154342651367,241.98504638671875,119.7691879272461,41.80476379394531,105.09525299072266
2024-06-03,158.52085876464844,59.789432525634766,160.75885009765625,64.9991455078125,808.9293212890625,41.64082717895508,96.88935852050781,64.5400390625,126.24752807617188,89.38187408447266,31.959529876708984,63.63164520263672,187.3451385498047,70.24604797363281,50.24519729614258,50.321163177490234,242.07208251953125,120.6041488647461,41.65404510498047,105.3702392578125
2024-06-04,160.7930145263672,60.7490234375,163.2561798095703,65.76941680908203,820.8341674804688,41.891300201416016,97.67041778564453,65.24916076660156,128.5873565673828,90.6771240234375,32.442108154296875,63.99794387817383,190.82650756835938,69.77574157714844,50.41959762573242,49.85042953491211,242.09140014648438,119.9439468383789,41.616363525390625,106.17556762695312
2024-06-05,159.86875915527344,60.73002243041992,162.88064575195312,66.25330352783203,827.6893920898438,41.7481689453125,97.93392181396484,65.14375305175781,128.0725860595703,90.53213500976562,31.56800079345703,63.3592643737793,189.1955108642578,69.33425903320312,50.07080841064453,49.4267692565918,241.79161071777344,119.3808364868164,41.54100799560547,105.78273010253906
2024-06-06,162.1986846923828,60.94854736328125,162.60836791992188,66.31256866455078,835.9633178710938,41.76606369018555,98.0938949584961,65.34500122070312,128.2223358154297,90.8414535522461,31.844348907470703,63.29352951049805,188.20355224609375,69.73736572265625,50.3323974609375,49.76569366455078,241.8689727783203,119.91482543945312,41.004085540771484,105.97914123535156
2024-06-07,160.8411407470703,60.72052764892578,161.8466339111328,65.05840301513672,838.8800048828125,41.7750129699707,97.50103759765625,64.98085021972656,126.99468994140625,90.75444793701172,31.678550720214844,63.3592643737793,187.0017547607422,69.73736572265625,50.3614616394043,49.310001373291016,242.66197204589844,116.96331024169922,40.37295913696289,105.4586181640625
2024-06-10,161.120361328125,60.4164924621582,156.98291015625,66.12492370605469,841.6182250976562,41.587158203125,97.56690979003906,64.49211883544922,127.92959594726562,90.76412200927734,30.90477180480957,62.83332061767578,182.2899932861328,69.34385681152344,50.032047271728516,49.27202606201172,243.38726806640625,115.35162353515625,39.99617385864258,105.79254150390625
2024-06-11,161.24551391601562,60.37849044799805,156.19754028320312,65.89779663085938,842.5805053710938,41.506649017333984,97.69866180419922,64.76044464111328,128.09954833984375,90.8221206665039,30.996891021728516,62.9084587097168,181.80355834960938,68.83516693115234,49.77045440673828,48.37961959838867,242.7586669921875,114.17684936523438,40.599029541015625,105.998779296875
2024-06-12,159.0311279296875,59.74192810058594,155.02418518066406,65.4830322265625,841.0924072265625,41.03253936767578,96.5976333618164,63.342201232910156,127.66519165039062,90.11651611328125,30.324443817138672,61.32118606567383,178.57017517089844,68.26890563964844,48.60781478881836,48.39860916137695,244.18991088867188,110.7010498046875,40.30702590942383,104.48633575439453
2024-06-13,160.21536254882812,59.846439361572266,154.55105590820312,65.86815643310547,839.257080078125,40.925193786621094,95.9671401977539,63.342201232910156,131.66917419433594,91.59540557861328,29.974407196044922,61.62173080444336,177.01548767089844,68.1825180053711,48.946922302246094,47.7530403137207,246.2303924560547,110.76901245117188,40.966407775878906,104.5747299194336
2024-06-14,160.58119201660156,59.889522552490234,155.0052490234375,66.18417358398438,848.8900756835938,40.51383972167969,96.1741714477539,63.10261917114258,131.72584533691406,91.46007537841797,29.827024459838867,61.51841735839844,178.34129333496094,67.84660339355469,48.811283111572266,47.02203369140625,245.14730834960938,110.58454895019531,41.43739318847656,105.77289581298828
2024-06-17,161.26475524902344,59.95654296875,157.21002197265625,66.5792007446289,861.0330810546875,40.861209869384766,96.03302001953125,63.323028564453125,132.6324005126953,92.74565124511719,30.324443817138672,62.26039123535156,174.5928497314453,70.00609588623047,49.460418701171875,47.65810775756836,253.69602966308594,111.53602600097656,42.30400848388672,107.34427642822266
2024-06-18,162.28530883789062,59.966121673583984,157.53176879882812,66.75695037841797,863.8505859375,40.95261764526367,95.2707748413086,63.409278869628906,133.78448486328125,93.770263671875,30.094152450561523,62.607906341552734,174.28761291503906,69.75655364990234,50.3614616394043,47.72455978393555,254.962890625,107.56507873535156,42.35110855102539,107.943359375
2024-06-19,,,,,,,,,,,,,,,,,,,,
2024-06-20,161.4284210205078,59.53525924682617,157.7209930419922,67.1618423461914,855.6064453125,41.52851867675781,95.23312377929688,63.30385971069336,132.32077026367188,93.71226501464844,30.0665225982666,62.636077880859375,173.59133911132812,69.82374572753906,48.71439743041992,48.06633377075195,254.16983032226562,109.41947174072266,42.15329360961914,106.96125030517578
2024-06-21,161.99647521972656,60.10015869140625,158.2887420654297,67.0630874633789,841.5884399414062,41.81189727783203,95.252197265625,63.7350959777832,131.7069549560547,94.02157592773438,30.35208511352539,63.00237274169922,173.67721557617188,70.39961242675781,48.64657211303711,48.37012481689453,254.81784057617188,110.5360107421875,41.927215576171875,106.98089599609375
2024-06-24,162.17942810058594,61.24913024902344,159.04576110839844,68.04074096679688,841.4396362304688,42.46092224121094,97.1111068725586,65.56539154052734,131.92413330078125,95.68413543701172,30.591577529907227,63.932193756103516,178.64649963378906,71.58013153076172,48.462493896484375,48.79734802246094,256.3940734863281,111.77874755859375,42.64311981201172,105.55683898925781
2024-06-25,160.63894653320312,61.124656677246094,158.35498046875,66.5792007446289,848.7313232421875,42.43349838256836,97.2731704711914,65.01918029785156,130.7154083251953,95.40382385253906,30.21390724182129,63.17142868041992,177.33023071289062,71.46495819091797,48.268714904785156,48.48405075073242,253.0577850341797,110.56512451171875,41.625789642333984,102.9738998413086
2024-06-26,161.2166290283203,61.325721740722656,157.7777862548828,67.4383316040039,850.0508422851562,42.3786506652832,97.19690704345703,63.859657287597656,131.42364501953125,94.94951629638672,29.771751403808594,60.26926040649414,174.5928497314453,69.37264251708984,47.8424186706543,48.10430145263672,252.46786499023438,109.92434692382812,42.98222732543945,102.61051177978516
2024-06-27,160.4175262451172,61.191680908203125,157.32357788085938,67.03345489501953,843.8800048828125,41.555938720703125,96.82512664794922,63.821327209472656,131.5936279296875,94.89151763916016,29.725692749023438,59.83722686767578,175.1937255859375,69.55500793457031,47.832733154296875,48.06633377075195,247.47789001464844,107.63304138183594,42.407623291015625,102.14892578125
2024-06-28,158.78082275390625,60.94274139404297,156.0650634765625,66.86556243896484,843.2550659179688,41.63821029663086,96.59632873535156,63.11248016357422,130.50762939453125,93.79926300048828,29.679637908935547,59.41457748413086,175.33682250976562,68.51844787597656,48.37529373168945,48.25620651245117,248.802734375,103.30286407470703,42.567752838134766,101.8248291015625
2024-07-01,156.66270446777344,60.588470458984375,154.1347198486328,66.63844299316406,838.9692993164062,42.076988220214844,96.52007293701172,62.91958999633789,130.14881896972656,92.34935760498047,29.348020553588867,59.4521484375,174.0205535888672,67.06918334960938,48.98567581176758,48.03784942626953,247.84536743164062,102.31254577636719,42.64311981201172,102.99353790283203
2024-07-02,157.79876708984375,60.46400451660156,154.78761291503906,67.2210922241211,852.55078125,42.095272064208984,96.89185333251953,63.68148422241211,130.30931091308594,92.90998840332031,29.47698211669922,59.33005142211914,176.1189422607422,67.75061798095703,48.85972213745117,47.9998779296875,250.4080352783203,102.78829193115234,42.888031005859375,103.55333709716797
2024-07-03,157.73138427734375,60.636348724365234,153.86029052734375,67.38896179199219,855.82470703125,42.00386047363281,96.68212127685547,63.98046112060547,129.86549377441406,92.68766021728516,29.559886932373047,59.245521545410156,175.26051330566406,67.23235321044922,49.16976547241211,48.06633377075195,242.12042236328125,103.34170532226562,42.74557113647461,103.6417236328125
2024-07-04,,,,,,,,,,,,,,,,,,,,
2024-07-05,159.06004333496094,61.04805374145508,155.55409240722656,69.16651153564453,878.65234375,42.14097595214844,97.34942626953125,64.59770202636719,130.59263610839844,93.80892181396484,29.559886932373047,59.057682037353516,175.64202880859375,67.43537902832031,50.2258186340332,47.44924545288086,250.60147094726562,103.25431823730469,42.850040435791016,104.68275451660156
2024-07-08,160.32127380371094,60.282081604003906,153.40609741210938,68.81100463867188,873.8606567382812,42.067848205566406,97.7974624633789,63.80687713623047,131.52752685546875,94.32122039794922,29.569095611572266,58.700782775878906,176.22384643554688,67.3483657836914,50.32270812988281,47.62012481689453,245.47608947753906,103.39995574951172,42.75507354736328,103.69084167480469
2024-07-09,159.49327087402344,60.023563385009766,153.19789123535156,69.02827453613281,879.822998046875,42.689453125,96.92044830322266,62.91958999633789,131.66917419433594,93.79926300048828,29.412500381469727,58.87922668457031,174.3067169189453,66.8649673461914,50.24519729614258,47.41127014160156,243.78375244140625,101.1766128540039,43.09696578979492,102.73818969726562
2024-07-10,160.59083557128906,60.15761184692383,154.79710388183594,69.53191375732422,877.30322265625,42.89970016479492,97.95952606201172,63.585044860839844,132.95346069335938,94.1375732421875,29.403287887573242,59.41975021362305,177.10133361816406,67.32904052734375,51.34001159667969,47.876461029052734,244.7411346435547,99.23482513427734,43.277400970458984,102.9738998413086
2024-07-11,159.37771606445312,60.41613006591797,155.13772583007812,68.92951965332031,839.8820190429688,43.03681564331055,100.09488677978516,62.99674606323242,133.17068481445312,94.4952163696289,29.642791748046875,59.90338134765625,178.1600341796875,69.31100463867188,51.107486724853516,48.57898712158203,250.82386779785156,98.65229034423828,43.04948043823242,101.8837661743164
2024-07-12,160.4079132080078,60.9906120300293,157.43710327148438,68.37649536132812,836.2212524414062,43.6309928894043,101.00050354003906,63.03531265258789,133.6522674560547,94.79485321044922,29.541461944580078,59.77062225341797,180.21072387695312,69.77507019042969,50.8555793762207,48.645442962646484,251.25904846191406,100.35135650634766,43.18243408203125,102.30606079101562
2024-07-15,158.45350646972656,60.71294403076172,155.05255126953125,68.74188232421875,842.0050659179688,43.62185287475586,100.16162109375,62.06124496459961,133.16122436523438,94.00224304199219,29.744117736816406,59.609413146972656,180.19163513183594,69.4173583984375,50.49709701538086,48.740379333496094,241.30812072753906,98.09889221191406,43.30589294433594,99.36956787109375
2024-07-16,160.73524475097656,61.53635787963867,155.90419006347656,69.11713409423828,844.0289306640625,43.90522766113281,101.14349365234375,63.48860549926758,134.53053283691406,94.1472396850586,30.25075340270996,59.64734649658203,181.19314575195312,70.60653686523438,51.93101501464844,49.91759490966797,239.91555786132812,98.05033874511719,43.78073501586914,100.49898529052734
2024-07-17,163.132568359375,62.43638229370117,160.7584686279297,70.14417266845703,839.5745239257812,45.148433685302734,103.25025177001953,64.73272705078125,135.5598602294922,96.0707778930664,31.2271785736084,61.96116256713867,185.03695678710938,72.55950164794922,53.09364700317383,51.246700286865234,240.05093383789062,97.74935913085938,45.31923294067383,101.86412048339844
2024-07-18,162.16978454589844,62.417236328125,161.21266174316406,69.93678283691406,832.71923828125,45.093589782714844,102.4399642944336,64.53983306884766,136.0414581298828,95.22016906738281,31.10742950439453,62.13185119628906,184.40744018554688,71.89241027832031,53.103336334228516,50.38277816772461,240.0799560546875,94.07939910888672,45.499671936035156,100.34184265136719
2024-07-19,162.6802215576172,62.512977600097656,160.2569580078125,69.86766052246094,831.4891357421875,45.20328140258789,102.1158447265625,64.08655548095703,135.63539123535156,95.28816986083984,30.508676528930664,61.05080795288086,182.31861877441406,71.17696380615234,52.812679290771484,49.746707916259766,237.36253356933594,96.29302215576172,44.06564712524414,100.77398681640625
2024-07-22,162.96109008789062,62.01509094238281,158.64833068847656,69.50227355957031,840.7054443359375,45.15757751464844,102.211181640625,64.1733627319336,136.1170196533203,95.16187286376953,30.232328414916992,61.25943374633789,182.45213317871094,71.17696380615234,53.15178680419922,49.85113525390625,235.19635009765625,98.09889221191406,43.89470291137695,98.83922576904297
2024-07-23,161.38233947753906,62.197017669677734,157.3424835205078,69.76891326904297,845.3583374023438,44.90161895751953,104.44186401367188,63.66220474243164,128.31675720214844,93.8017349243164,30.21390724182129,60.68097686767578,181.1645050048828,70.7515640258789,52.163543701171875,50.211891174316406,237.87506103515625,97.0503158569336,43.286903381347656,98.41692352294922
2024-07-24,162.7189483642578,63.0108642578125,159.1309051513672,69.71953582763672,824.2368774414062,45.17585372924805,106.23403930664062,64.03833770751953,132.6890411376953,93.85030364990234,30.444194793701172,62.122379302978516,183.2247314453125,68.83724975585938,52.492958068847656,50.66758728027344,238.74542236328125,96.89498901367188,44.13212585449219,98.55441284179688
2024-07-25,161.65353393554688,63.25980758666992,161.82772827148438,69.14675903320312,809.4848022460938,45.523223876953125,107.91181182861328,64.02869415283203,133.21788024902344,93.74343872070312,30.66527557373047,62.42583084106445,183.76840209960938,69.72674560546875,51.65005111694336,51.275184631347656,241.16305541992188,96.9920654296875,43.94218444824219,98.0633544921875
2024-07-26,163.79408264160156,64.1981201171875,163.46473693847656,68.90975952148438,812.2764892578125,46.09912109375,108.06434631347656,64.05760955810547,133.9167022705078,96.56088256835938,30.729755401611328,62.8904914855957,184.5886688232422,70.43250274658203,52.58015823364258,51.5789794921875,245.12794494628906,97.78820037841797,44.39803695678711,99.56598663330078
2024-07-29,164.5883026123047,63.98748016357422,163.90000915527344,68.75176239013672,810.2498168945312,46.19053268432617,109.05575561523438,64.71343231201172,133.01014709472656,98.00847625732422,30.785024642944336,63.5163688659668,183.66346740722656,70.82891082763672,52.51233673095703,50.43024444580078,238.05880737304688,97.79791259765625,44.63546371459961,99.772216796875
2024-07-30,156.6170196533203,64.80133056640625,163.8716278076172,68.32711791992188,804.755859375,46.20881271362305,109.34174346923828,64.66521453857422,128.7889404296875,97.62957763671875,31.17190933227539,64.5310287475586,185.0083465576172,73.90338134765625,52.996761322021484,50.56315994262695,235.28338623046875,96.54545593261719,45.2337646484375,97.65087127685547
2024-07-31,155.70652770996094,63.901309967041016,163.3890380859375,67.78398132324219,816.6478881835938,44.80106735229492,109.78025817871094,65.91897583007812,127.532958984375,96.36658477783203,32.43389129638672,63.66808319091797,188.35614013671875,74.10641479492188,52.80299758911133,50.173919677734375,237.08209228515625,96.71050262451172,44.50250244140625,96.25628662109375
2024-08-01,160.4815673828125,65.06941223144531,165.55596923828125,68.91963195800781,811.5711059570312,45.72433090209961,111.97280883789062,65.8803939819336,130.77203369140625,98.05705261230469,32.60891342163086,64.17068481445312,190.3972930908203,73.29427337646484,53.3746223449707,50.10746383666992,237.28515625,94.2929916381836,45.480682373046875,98.22049713134766
2024-08-02,164.73358154296875,66.38114929199219,168.47039794921875,67.60621643066406,816.7273559570312,46.68415832519531,112.31599426269531,68.16610717773438,132.30191040039062,99.88352966308594,33.21687698364258,65.69741821289062,189.8822479248047,74.1644058227539,52.63828659057617,50.211891174316406,238.80343627929688,92.72014617919922,46.62981033325195,96.76698303222656
2024-08-05,162.77706909179688,65.20345306396484,164.68539428710938,66.74706268310547,796.6092529296875,45.11186981201172,108.25499725341797,66.55550384521484,129.98825073242188,98.09591674804688,32.424678802490234,64.74913024902344,186.96363830566406,72.14376831054688,52.221675872802734,48.541011810302734,228.63006591796875,89.51620483398438,46.3734016418457,98.13211059570312
2024-08-06,162.8061065673828,65.15558624267578,163.21871948242188,66.89520263671875,811.5612182617188,45.23070526123047,108.86509704589844,66.02506256103516,131.33865356445312,99.73780822753906,32.074642181396484,64.417236328125,190.17791748046875,72.69485473632812,52.44451904296875,51.170753479003906,230.66087341308594,90.65214538574219,46.316410064697266,99.50706481933594
2024-08-07,164.6754608154297,65.54814910888672,162.5563201904297,66.0755615234375,805.0239868164062,45.73347091674805,110.33316040039062,66.95092010498047,132.22633361816406,99.51435852050781,31.936466217041016,65.28965759277344,190.58807373046875,72.75286102294922,52.221675872802734,49.46189498901367,229.97427368164062,88.904541015625,46.24993896484375,99.772216796875
